row,col,proxy_class,spatial_block,partition,blue,green,red,nir08,swir16,swir22,NDVI,NDBI,MNDWI,BSI
93,175,3,12,development,0.074532494,0.11345874,0.13463375,0.2536125,0.24209002,0.20240751,0.30645174,-0.023244731,-0.3617824,0.06891893
243,181,1,32,development,0.074752495,0.11218001,0.129945,0.2539975,0.26059753,0.20691751,0.32310182,0.012825662,-0.39813966,0.08590732
552,132,2,81,outer_proxy_test,0.120471254,0.1683075,0.20943376,0.26701874,0.32754627,0.30430874,0.12086193,0.101801366,-0.3211406,0.16170353
602,84,2,81,outer_proxy_test,0.11352749,0.17411001,0.20777,0.302975,0.37684,0.32591003,0.18640417,0.10865456,-0.36796442,0.16792071
387,564,4,58,development,0.0121074915,0.017057493,0.014279991,0.061387494,0.025032505,0.015902504,0.62255937,-0.42067796,-0.18947522,-0.30301616
94,453,5,16,development,0.06819376,0.105593756,0.11506751,0.31962627,0.2890875,0.20035876,0.4705813,-0.05016934,-0.4649163,0.020625627
598,474,4,87,outer_proxy_test,0.03590875,0.063779995,0.063779995,0.2477275,0.16377,0.10413624,0.59050745,-0.20402917,-0.43941996,-0.10971782
99,445,1,16,development,0.0726075,0.105098754,0.121846244,0.2277075,0.22854625,0.18379,0.30284688,0.0018383227,-0.36999655,0.07695849
102,85,3,11,outer_proxy_test,0.06562249,0.102225006,0.11469625,0.23319376,0.23307,0.1844225,0.34061772,-0.0002654166,-0.3902384,0.075705715
175,309,5,24,development,0.057083756,0.09178874,0.10036875,0.27964124,0.25208625,0.17350501,0.4717573,-0.051821638,-0.46615055,0.02282426
295,170,1,42,outer_proxy_test,0.08483125,0.12604,0.1449875,0.21922375,0.23683749,0.20448376,0.20382747,0.038621433,-0.3053303,0.11338714
327,202,3,43,development,0.055901244,0.08598624,0.09528126,0.2260575,0.21383375,0.15506624,0.40697312,-0.02778812,-0.4264142,0.0459439
445,21,3,60,development,0.060782507,0.097605005,0.10579999,0.2385975,0.2071925,0.1490575,0.3855937,-0.070447974,-0.35954195,0.022229083
50,64,3,0,development,0.06460501,0.09903501,0.114325,0.24858,0.247865,0.195065,0.3699453,-0.0014402149,-0.4290285,0.07255969
138,126,2,21,development,0.08579375,0.12712625,0.144355,0.17181374,0.22493,0.219155,0.086848386,0.13388053,-0.27780718,0.17814459
633,209,1,93,development,0.07865749,0.119893745,0.1410275,0.2261675,0.24510126,0.20574875,0.23186591,0.040176135,-0.34303898,0.117668875
277,281,3,44,development,0.047335,0.075880006,0.080115005,0.23463751,0.17958249,0.129285,0.49093336,-0.13291252,-0.40594015,-0.04112288
275,39,3,40,development,0.059599996,0.08767751,0.10449375,0.22868375,0.22230375,0.16256,0.37274426,-0.014146748,-0.43430445,0.06261566
127,471,5,17,development,0.03837,0.054759994,0.06427501,0.17727251,0.1619,0.0977975,0.4678065,-0.045323588,-0.49450755,0.023839023
224,585,6,38,development,0.040350005,0.0636975,0.0321275,0.027095005,0.016727492,0.011474997,-0.084976055,-0.23657969,0.5840225,-0.15984538
81,604,5,19,development,0.055736244,0.08524375,0.09986,0.27114373,0.249075,0.1729275,0.46167657,-0.042422038,-0.49004504,0.032634716
467,192,1,62,development,0.05709751,0.09172,0.1014,0.21618499,0.19891499,0.1609375,0.36143076,-0.041604433,-0.3688303,0.047127984
43,393,1,5,development,0.103544995,0.1429525,0.16707,0.23983501,0.25981376,0.23285,0.17882554,0.039985582,-0.2901466,0.10840929
236,100,1,31,development,0.073845014,0.11009,0.12769,0.2162125,0.2168725,0.18885,0.2574058,0.0015239555,-0.32658944,0.085886024
259,553,1,38,development,0.082466245,0.12649375,0.15079,0.24675125,0.26805,0.23209375,0.24138688,0.041372735,-0.35878465,0.11980697
516,377,5,75,development,0.05359125,0.07941374,0.10019001,0.25689873,0.246765,0.161735,0.4388509,-0.020120028,-0.5130661,0.05546475
300,600,4,48,outer_proxy_test,0.020027503,0.0457125,0.0326775,0.2113175,0.11547999,0.058307514,0.73214614,-0.29326266,-0.43282098,-0.21920149
575,312,4,84,development,0.042659998,0.072002485,0.07169999,0.26051497,0.19410251,0.12276749,0.56835186,-0.14608426,-0.45884153,-0.065683566
588,508,1,87,outer_proxy_test,0.0905375,0.1351975,0.16025,0.24077,0.26783,0.2478375,0.200788,0.05320491,-0.32909045,0.12743497
410,523,4,67,development,0.019862495,0.04256375,0.032003745,0.204195,0.11487499,0.0591325,0.72901005,-0.2799386,-0.45929763,-0.20806478
626,508,1,97,development,0.08395125,0.124115005,0.14577125,0.24886876,0.2653825,0.22142375,0.26124445,0.032112192,-0.36269164,0.105290994
344,448,5,56,outer_proxy_test,0.04519,0.07637501,0.078863755,0.31764627,0.2324375,0.13286,0.6022106,-0.15490143,-0.5053633,-0.07644584
195,566,4,28,development,0.026407495,0.0475,0.04277,0.22449,0.13695751,0.069555,0.6799371,-0.24217206,-0.48497626,-0.16527137
546,74,2,81,outer_proxy_test,0.099144995,0.151285,0.19257624,0.26569873,0.30230126,0.26366374,0.1595603,0.06444107,-0.33293837,0.15125111
89,66,1,10,development,0.084460005,0.12593,0.14760001,0.23714001,0.25298,0.2196775,0.2327286,0.032318573,-0.33530387,0.10936327
518,128,1,71,development,0.07244249,0.1036825,0.12098001,0.1633025,0.1923425,0.18192,0.14887474,0.08165448,-0.29950172,0.1412896
650,541,3,98,development,0.0637525,0.10355875,0.12839125,0.25326878,0.23976624,0.20062,0.3271957,-0.02738657,-0.39673048,0.07463195
72,569,4,18,development,0.013111249,0.024262503,0.02232375,0.075935,0.043759994,0.0234375,0.545613,-0.26880828,-0.28663298,-0.14802104
530,589,5,78,development,0.04728,0.07392751,0.08289249,0.2680775,0.22259249,0.141055,0.5276377,-0.092699796,-0.5013658,-0.01590182
434,440,5,66,development,0.048434995,0.07893251,0.09001501,0.28879875,0.24451001,0.148645,0.5247533,-0.083045214,-0.5119225,-0.0040323003
593,571,1,88,development,0.08754,0.1332175,0.16100626,0.25593624,0.26400748,0.22941251,0.22768123,0.015523303,-0.32925922,0.10610091
562,38,2,80,development,0.104342505,0.15222,0.1843675,0.25611502,0.30270004,0.266895,0.16288394,0.083363935,-0.3307835,0.1493879
429,521,4,67,development,0.032086246,0.05139125,0.052147508,0.17294125,0.13160875,0.08796625,0.5366494,-0.13571663,-0.438347,-0.054712236
77,131,3,11,outer_proxy_test,0.072002485,0.11135499,0.13412501,0.23172249,0.24236499,0.2062575,0.26677093,0.022448387,-0.37037772,0.106973566
594,518,3,87,outer_proxy_test,0.06772624,0.10463126,0.12294625,0.24362999,0.23027875,0.18937251,0.32921866,-0.028172612,-0.3751679,0.063000195
60,486,5,7,outer_proxy_test,0.018075004,0.023629993,0.022640005,0.049232498,0.030807495,0.0188175,0.36999536,-0.23019746,-0.13184851,-0.11477787
305,547,5,48,outer_proxy_test,0.025376253,0.042948753,0.04652375,0.14819124,0.119385004,0.07863,0.5221349,-0.10765619,-0.47085863,-0.022560487
129,6,2,10,development,0.10981499,0.16187249,0.19704501,0.32178503,0.34455502,0.284275,0.24042559,0.034171723,-0.36072788,0.11302919
562,77,2,81,outer_proxy_test,0.08049999,0.12032001,0.14248501,0.199905,0.26007497,0.22358249,0.16770345,0.13081001,-0.36739433,0.17885984
160,296,4,24,development,0.016576245,0.033337496,0.027369998,0.13424875,0.07198875,0.0370225,0.66130173,-0.30188498,-0.36696696,-0.20571381
443,521,4,67,development,0.020536251,0.036678746,0.031082496,0.14324126,0.08815876,0.052174993,0.64339346,-0.23804018,-0.41237617,-0.15736146
157,414,5,26,development,0.07048999,0.1026925,0.13448249,0.30787003,0.30462503,0.20237999,0.39196688,-0.0052979956,-0.49576196,0.07431182
223,598,6,38,development,0.042632505,0.0629275,0.030587494,0.025279999,0.015544996,0.010759994,-0.0950015,-0.23845693,0.6038103,-0.19097738
374,33,1,50,development,0.058087498,0.08653624,0.09141751,0.21369624,0.19165501,0.151285,0.40076444,-0.054375634,-0.37786508,0.020345433
443,35,1,60,development,0.067437485,0.10255499,0.118064985,0.185165,0.1947075,0.17075501,0.22128424,0.025120258,-0.31000382,0.106424935
253,176,3,32,development,0.07948251,0.11510874,0.14149499,0.23945,0.262385,0.21481,0.25713688,0.04570231,-0.3901423,0.11752355
618,102,2,91,development,0.13188374,0.19732,0.24765873,0.340815,0.40245625,0.3647125,0.1583015,0.082932375,-0.3420213,0.15801042
164,493,6,27,outer_proxy_test,0.0592425,0.075770006,0.039910004,0.03452,0.019724995,0.0135924965,-0.07241708,-0.27274415,0.58688945,-0.22247757
424,442,5,66,development,0.045465,0.07368,0.090014994,0.25335127,0.21309125,0.13103126,0.4756911,-0.08631292,-0.486141,0.007127138
336,50,4,50,development,0.043182492,0.0592425,0.05376999,0.2468475,0.14782001,0.089135006,0.64226973,-0.2509137,-0.4277815,-0.17989504
395,405,4,56,outer_proxy_test,0.025293745,0.043718748,0.042082496,0.1780425,0.10923751,0.067616254,0.61764914,-0.23950498,-0.42834967,-0.1466666
569,88,2,81,outer_proxy_test,0.09458001,0.13489501,0.166135,0.20997001,0.2877125,0.25476748,0.11654993,0.15620904,-0.36160618,0.19685915
498,469,4,77,outer_proxy_test,0.027177498,0.054649994,0.042852506,0.29356998,0.150735,0.07678749,0.7452458,-0.32147956,-0.46782878,-0.24723181
378,60,1,50,development,0.07665001,0.108577505,0.123785004,0.21074001,0.212115,0.18519251,0.25993574,0.0032516813,-0.322856,0.07782891
92,406,2,16,development,0.049232498,0.087595,0.09994249,0.123647496,0.1289825,0.10808249,0.10601998,0.021117853,-0.19109787,0.13948308
165,500,6,27,outer_proxy_test,0.05753751,0.07599001,0.036994994,0.023107499,0.015627503,0.011447504,-0.23106354,-0.19310687,0.65885335,-0.21027265
556,47,2,80,development,0.087787494,0.1340975,0.17019126,0.2246,0.25628,0.23078749,0.13781649,0.065879226,-0.3129855,0.15440539
274,402,4,46,development,0.015407503,0.040350005,0.029817492,0.2400275,0.09675251,0.048352495,0.7790028,-0.42542607,-0.4113893,-0.3373385
553,247,4,83,development,0.032952502,0.059214994,0.053055003,0.27640998,0.17306499,0.09557001,0.6779324,-0.22992378,-0.4901412,-0.15545322
140,473,5,27,outer_proxy_test,0.057400003,0.09038624,0.100066245,0.28602126,0.25659624,0.1726525,0.48163956,-0.054227933,-0.47901553,0.01891374
436,149,1,62,development,0.091651246,0.1325575,0.151725,0.243025,0.2745125,0.23047125,0.23128565,0.060840994,-0.34872383,0.12033063
316,403,4,46,development,0.014252499,0.029982492,0.024619997,0.14259501,0.070985004,0.038315,0.70552886,-0.3352842,-0.40609616,-0.24259022
603,541,1,98,development,0.09295751,0.14386,0.16717999,0.25748998,0.29356998,0.2613675,0.21265924,0.065473825,-0.34224904,0.13597491
578,130,2,81,outer_proxy_test,0.04165624,0.05287624,0.052133746,0.063697495,0.06624126,0.055227503,0.09983272,0.019576626,-0.11220027,0.058201138
195,429,3,26,development,0.05687751,0.090564996,0.10443875,0.24666876,0.23495375,0.169655,0.40508962,-0.024324048,-0.4435651,0.05575373
509,41,3,70,development,0.071425006,0.11842249,0.14292501,0.25144,0.2828725,0.226525,0.2751638,0.05882795,-0.4097983,0.13748853
145,150,2,22,development,0.10900375,0.15278375,0.18119125,0.24122375,0.29636127,0.27598375,0.14211735,0.1025652,-0.3196685,0.15381506
427,194,1,62,development,0.08762249,0.12522876,0.14849374,0.25694,0.27719375,0.22730875,0.2674821,0.037918866,-0.37762547,0.10532294
537,76,2,81,outer_proxy_test,0.09048249,0.1347575,0.1715525,0.26494253,0.26780248,0.237415,0.21395442,0.005368328,-0.33049726,0.1056015
209,479,1,37,development,0.074972495,0.11481999,0.13044001,0.235215,0.23540749,0.193855,0.28654054,0.00040901828,-0.34431192,0.08233303
276,589,4,48,outer_proxy_test,0.015269995,0.028249994,0.025940001,0.120127514,0.06730001,0.038672492,0.64482176,-0.28185567,-0.4086867,-0.18438576
119,429,4,16,development,0.017607495,0.021567501,0.018501252,0.046730004,0.026668742,0.015572496,0.43274885,-0.27331886,-0.10575536,-0.17503373
366,534,1,57,development,0.07843751,0.118835,0.13902,0.225865,0.2384325,0.20621625,0.23800652,0.027067753,-0.33475617,0.10729658
149,415,5,26,development,0.07274501,0.10739501,0.1471325,0.32525003,0.31546003,0.20204999,0.37706205,-0.015279927,-0.4920481,0.075062074
31,316,3,4,outer_proxy_test,0.05181749,0.08646749,0.09306751,0.2227575,0.18775,0.13456501,0.41063875,-0.0852786,-0.36935103,0.011239823
178,296,5,24,development,0.07537125,0.108109996,0.12591624,0.2894175,0.30227375,0.2309525,0.39366236,0.021727962,-0.47312728,0.07995324
612,458,4,96,development,0.028029993,0.047775,0.044420004,0.20724751,0.13665499,0.079537496,0.6469946,-0.20526901,-0.48191723,-0.13018419
236,589,6,38,development,0.04671625,0.070435,0.037544996,0.022901244,0.013702497,0.0100724995,-0.24226074,-0.2513062,0.67428327,-0.15198779
653,593,3,98,development,0.0757975,0.114352494,0.13661374,0.23417,0.24435875,0.20715125,0.26310825,0.021291811,-0.36242592,0.102765776
236,588,6,38,development,0.04459875,0.069651246,0.037709996,0.035015002,0.022557497,0.015132494,-0.03705733,-0.21637943,0.51072973,-0.13830487
283,318,1,44,development,0.0855325,0.1279925,0.14531751,0.2377175,0.23219,0.20757751,0.24123117,-0.011762946,-0.28929085,0.07742695
502,300,4,74,development,0.010319993,0.020109996,0.013702497,0.08146249,0.036554992,0.017662495,0.7120265,-0.38051564,-0.29021442,-0.29234722
466,181,1,62,development,0.06395875,0.09884249,0.110337496,0.18867125,0.19697624,0.17013626,0.26197815,0.021535207,-0.3317361,0.09765936
291,73,1,41,development,0.08822751,0.12671375,0.14588125,0.22438,0.26539627,0.22842251,0.21200909,0.083744906,-0.35368267,0.13630618
560,164,1,82,development,0.080513746,0.11847749,0.13987249,0.1892625,0.21892126,0.20156875,0.15006001,0.07266033,-0.29770046,0.1416191
342,205,1,53,outer_proxy_test,0.08703126,0.12967,0.14810875,0.251385,0.269205,0.22308749,0.2585178,0.034230392,-0.3498214,0.104399025
258,553,1,38,development,0.086605,0.1283225,0.1496075,0.24055,0.26546502,0.227625,0.23309177,0.04923772,-0.3482653,0.11845089
339,77,3,51,development,0.069252506,0.10340749,0.11990751,0.22561751,0.22218,0.185825,0.3059402,-0.007676503,-0.36479446,0.07412973
512,326,4,74,development,0.013290003,0.027150005,0.019339994,0.12471999,0.062185004,0.03441,0.7315008,-0.33458167,-0.39217547,-0.25729382
237,409,5,36,development,0.07458751,0.11624999,0.13459249,0.30278254,0.3178525,0.22625001,0.38454425,0.024281519,-0.46441224,0.090471864
409,613,4,69,development,0.03299375,0.060851246,0.05496624,0.240825,0.15300374,0.09255874,0.62834436,-0.22299352,-0.43091112,-0.13667558
121,571,5,18,development,0.056492507,0.08195749,0.10289875,0.16818376,0.21082251,0.16697375,0.24083076,0.112501435,-0.44014287,0.16538891
393,228,5,53,outer_proxy_test,0.0449425,0.06941749,0.08234249,0.18953751,0.176805,0.1194125,0.39427328,-0.03475574,-0.43614015,0.049971867
264,608,4,39,development,0.016851246,0.038933747,0.026875004,0.1955875,0.095831245,0.04710125,0.7583862,-0.34231243,-0.42219788,-0.2677423
39,119,3,1,development,0.057977512,0.09721999,0.10500251,0.26551998,0.2257825,0.16102,0.43321922,-0.0808819,-0.39802328,0.011138205
310,185,3,42,outer_proxy_test,0.058307514,0.090867504,0.10656999,0.22693749,0.2054875,0.16058,0.36091393,-0.04960394,-0.38676587,0.044889305
354,279,3,54,development,0.05627249,0.08935501,0.10027249,0.22877999,0.21343501,0.14655499,0.390538,-0.034700263,-0.40978894,0.047857273
518,328,5,74,development,0.013812497,0.019656248,0.016466245,0.056038745,0.030133747,0.016823746,0.54579,-0.30061796,-0.21043381,-0.19966513
125,185,3,12,development,0.06466,0.097495005,0.112564996,0.22240001,0.22821625,0.1822775,0.3279,0.012907294,-0.40134087,0.08556497
138,115,3,21,development,0.07049,0.10408124,0.11981125,0.22202875,0.24638,0.19272749,0.29902145,0.051987186,-0.4060328,0.11184365
301,614,4,49,outer_proxy_test,0.0067037493,0.016755,0.010484993,0.07660875,0.030944996,0.01572375,0.7592251,-0.42456684,-0.29748422,-0.33575174
90,288,1,14,development,0.07698001,0.11696501,0.138635,0.2128575,0.23694749,0.20455249,0.21116383,0.053556524,-0.33901736,0.12885843
168,247,5,23,development,0.06807001,0.1069275,0.123895004,0.28842747,0.2805075,0.19803499,0.39903834,-0.01392069,-0.44802353,0.06295838
455,444,4,66,development,0.022667497,0.04630375,0.033392496,0.25819126,0.12426625,0.05713874,0.7709578,-0.35016966,-0.4570704,-0.28094658
378,292,5,54,development,0.052697495,0.084460005,0.097715005,0.23318,0.2252325,0.14641751,0.40938967,-0.017337015,-0.4545557,0.060887787
606,222,6,93,development,0.061868757,0.09558375,0.06685999,0.026930004,0.020866252,0.017566249,-0.42573822,-0.12686667,0.64162725,-0.006075732
81,67,1,11,outer_proxy_test,0.08161375,0.123785004,0.14024374,0.243135,0.2477,0.20800374,0.2683802,0.009300479,-0.33356664,0.08867077
228,443,2,36,development,0.11252375,0.15597375,0.18864375,0.30106378,0.39647502,0.37069374,0.22956564,0.1367827,-0.4353368,0.17175347
497,271,5,74,development,0.05327499,0.0842125,0.09607874,0.278445,0.2354625,0.16647875,0.48692843,-0.0836386,-0.47313678,-0.0002695082
592,114,2,81,outer_proxy_test,0.104975,0.14172874,0.17378001,0.23899625,0.35851127,0.323655,0.15799417,0.20002261,-0.433357,0.2149128
65,603,5,9,development,0.05962749,0.08841999,0.10065751,0.24602251,0.2211075,0.15332,0.41930598,-0.053336352,-0.42867762,0.02568477
549,339,4,85,outer_proxy_test,0.041229993,0.07068251,0.06666751,0.2984925,0.1967975,0.11597501,0.63485867,-0.20532413,-0.47149315,-0.12642415
605,9,2,90,development,0.07057251,0.109155014,0.13208999,0.1813425,0.22495751,0.18695249,0.15713914,0.10734682,-0.34659728,0.17264196
152,400,5,25,development,0.059379995,0.0932325,0.11147876,0.30974,0.27683625,0.1690225,0.47068477,-0.0560946,-0.4961342,0.025342135
544,396,4,85,outer_proxy_test,0.021154992,0.041449994,0.0319625,0.25024375,0.113761246,0.05658874,0.7734813,-0.3749468,-0.46588928,-0.30129042
146,184,3,22,development,0.060259998,0.0889425,0.101028755,0.22096999,0.2135725,0.1559325,0.37248975,-0.017023625,-0.4119796,0.056007925
520,229,5,73,development,0.059544995,0.08929999,0.1125925,0.25166,0.23900999,0.15901251,0.38178867,-0.025781073,-0.45600197,0.06094911
92,564,5,18,development,0.038837492,0.06398626,0.07066874,0.19972624,0.1573625,0.103214994,0.4772925,-0.11863643,-0.42185125,-0.022573074
549,108,2,81,outer_proxy_test,0.096903756,0.13870375,0.17285874,0.2444275,0.27576375,0.24173251,0.17150998,0.06023986,-0.33068937,0.13581967
54,340,4,5,development,0.014802501,0.0324575,0.0280575,0.122355,0.059792504,0.035812497,0.62692595,-0.34347162,-0.2963144,-0.21913712
521,82,2,71,development,0.08314,0.12249251,0.1511475,0.23150249,0.2394775,0.194405,0.20999606,0.016932804,-0.32318974,0.10773574
309,324,3,44,development,0.039745003,0.07147999,0.06507249,0.23584749,0.17152499,0.0991175,0.56750965,-0.15789604,-0.41169935,-0.076133914
489,405,5,76,development,0.0320725,0.046619996,0.061085,0.1525775,0.12208001,0.079317495,0.42821038,-0.11103825,-0.44730297,-0.0040373285
82,422,5,16,development,0.044612497,0.068812504,0.08110501,0.18214001,0.17306499,0.12120001,0.38380593,-0.02554867,-0.43101358,0.057010215
8,1,3,0,development,0.07414751,0.11308749,0.13044001,0.23735999,0.2468475,0.20801751,0.2907014,0.019593893,-0.37162268,0.095500134
388,20,1,50,development,0.09636749,0.13858001,0.16184501,0.25743502,0.30558753,0.27201003,0.22798607,0.085525006,-0.37600118,0.13836484
420,379,5,65,development,0.05664374,0.08758125,0.09759125,0.2762175,0.24077,0.17129125,0.47785464,-0.06856547,-0.46653926,0.008194032
588,277,1,84,development,0.08998749,0.13204876,0.15234375,0.20530875,0.24713627,0.23401876,0.14809068,0.09244773,-0.3035128,0.14995296
534,37,2,70,development,0.076237485,0.118174985,0.13891001,0.2278725,0.2520175,0.1925625,0.24254835,0.0503136,-0.36154845,0.12491053
45,197,3,2,outer_proxy_test,0.06265251,0.099557504,0.10786249,0.2976125,0.2554825,0.1768875,0.46796972,-0.07617135,-0.4391758,0.0042563686
168,494,6,27,outer_proxy_test,0.053935006,0.0727175,0.034685,0.023932502,0.016452491,0.011749998,-0.18343496,-0.18521757,0.6309859,-0.20720139
491,613,4,79,development,0.028318748,0.05048374,0.0471975,0.1794725,0.1254075,0.07751624,0.58355767,-0.17733206,-0.42596638,-0.09249893
552,457,4,86,development,0.029102497,0.047059998,0.05273874,0.16245,0.11711626,0.08320874,0.5098373,-0.16215742,-0.4267137,-0.060036086
314,402,4,46,development,0.013950005,0.028964996,0.023464993,0.13786499,0.063889995,0.03408,0.7091056,-0.36665758,-0.37612408,-0.26951545
23,490,1,7,outer_proxy_test,0.068812504,0.102967486,0.11317001,0.1903625,0.2043875,0.17707999,0.25431374,0.035528824,-0.3299768,0.10122979
2,44,2,0,development,0.07825874,0.11788626,0.14034,0.17354625,0.181975,0.16394874,0.10579073,0.023708154,-0.21372801,0.12281404
596,246,1,83,development,0.07220875,0.10413624,0.1164425,0.22574125,0.21746375,0.1741925,0.31941536,-0.018676471,-0.35238653,0.056905724
229,77,1,31,development,0.083497494,0.120759994,0.13574749,0.21419126,0.2362875,0.19956125,0.22416428,0.049050584,-0.32356343,0.11101031
464,182,1,62,development,0.076979995,0.11381625,0.129395,0.22934376,0.22893126,0.19355251,0.27861157,-0.0009001013,-0.33585954,0.07824041
391,305,4,54,development,0.0369125,0.066117495,0.063491255,0.26106498,0.17497624,0.101303756,0.60875034,-0.19743255,-0.45152044,-0.11093399
498,400,5,75,development,0.0388925,0.06306499,0.077309996,0.24254374,0.18488999,0.109663755,0.5165916,-0.1348835,-0.491319,-0.035384394
83,319,5,14,development,0.021045,0.036719993,0.0405975,0.09546001,0.07777749,0.050030008,0.4032303,-0.10207099,-0.35858864,0.007961412
281,127,3,41,development,0.06387626,0.09826499,0.10899,0.27964124,0.25948375,0.1779875,0.43910843,-0.037389264,-0.450648,0.035051394
120,126,1,11,outer_proxy_test,0.107092485,0.15271501,0.18249749,0.27058,0.301435,0.27231252,0.19440937,0.053940896,-0.32746884,0.12332798
77,330,2,14,development,0.03936,0.066530004,0.085147485,0.106982514,0.129725,0.112454996,0.11364716,0.0960784,-0.3220045,0.1897207
100,468,1,16,development,0.0677125,0.105085,0.123785004,0.21910001,0.22105251,0.18076499,0.27797952,0.00443596,-0.35557857,0.09186258
0,346,3,5,development,0.06801501,0.10806875,0.12956001,0.2385425,0.24219999,0.1983925,0.2960656,0.0076080025,-0.3829381,0.09612387
606,515,3,97,development,0.068647504,0.109086245,0.13775499,0.25742126,0.25049126,0.21511249,0.30281746,-0.013644069,-0.39325324,0.0870449
479,188,1,72,development,0.070545,0.10527749,0.11939874,0.16971,0.1708375,0.15351251,0.1740219,0.003310878,-0.23743735,0.0942169
617,210,1,93,development,0.1014,0.14999251,0.17169,0.25652748,0.29101253,0.25078,0.19811775,0.06298178,-0.31976962,0.12767631
210,114,3,31,development,0.058197513,0.08830999,0.10360001,0.203645,0.21833001,0.16838999,0.32561958,0.03480065,-0.4240152,0.102929644
109,529,1,17,development,0.06427501,0.09848501,0.10797249,0.236425,0.21310501,0.17092,0.3729775,-0.05187638,-0.36785516,0.032772955
186,449,3,26,development,0.072909996,0.1076425,0.1326125,0.24585749,0.259965,0.20825125,0.29921788,0.02789024,-0.41436177,0.1037612
544,189,2,82,development,0.047802493,0.06631,0.07431249,0.105085,0.1386625,0.1198525,0.17153254,0.13775526,-0.35298637,0.1642352
25,572,5,8,development,0.02979,0.051762506,0.056025013,0.1425675,0.113115,0.07219501,0.4357792,-0.115191706,-0.37210953,-0.009421704
96,4,2,10,development,0.026929997,0.0428525,0.0428525,0.07332249,0.060658738,0.040955,0.26227668,-0.094518855,-0.17202228,0.015992787
120,19,2,10,development,0.10723001,0.1528525,0.20125249,0.29181,0.34271252,0.28875753,0.18366337,0.08022176,-0.38311827,0.1536842
353,248,3,53,outer_proxy_test,0.048407495,0.0755225,0.0843775,0.20335625,0.18611376,0.1299175,0.41350296,-0.044271678,-0.4226909,0.035858884
500,519,4,77,outer_proxy_test,0.01692,0.035537496,0.023987502,0.24670999,0.09133501,0.03856249,0.8227727,-0.45962808,-0.439792,-0.3913616
622,127,2,91,development,0.13017875,0.1903075,0.24041247,0.32639125,0.38876128,0.35144377,0.15169057,0.08721221,-0.34271193,0.15897283
313,228,1,43,development,0.077695,0.11674501,0.133135,0.2065325,0.22581,0.19663249,0.21608628,0.04458852,-0.3183868,0.116170265
611,461,4,96,development,0.025334999,0.048875004,0.039717495,0.2235275,0.1340975,0.07202999,0.69824696,-0.25006643,-0.4657667,-0.17755264
651,494,3,97,development,0.06903249,0.10500251,0.13430375,0.23998624,0.252375,0.19732,0.2823546,0.025161942,-0.41237202,0.11162902
441,298,4,64,development,0.0371875,0.06394501,0.0475,0.34901,0.2032875,0.102967486,0.76040953,-0.26384783,-0.5214279,-0.2125796
128,561,5,18,development,0.08367625,0.121695,0.14573,0.30699,0.31770128,0.236865,0.3562025,0.017146522,-0.4460809,0.08519525
328,590,5,48,outer_proxy_test,0.01126875,0.022337504,0.020852499,0.08043124,0.049425,0.028909996,0.588236,-0.2387736,-0.3774603,-0.13225597
568,101,2,81,outer_proxy_test,0.0806925,0.11458625,0.132585,0.21454875,0.26322377,0.22788624,0.23611575,0.10187906,-0.3934187,0.14552857
142,452,5,26,development,0.066530004,0.09936501,0.124115005,0.29500002,0.29219502,0.19567,0.4077282,-0.0047769384,-0.49246603,0.0704258
422,347,3,65,development,0.06422,0.10171625,0.11812,0.23066375,0.23036125,0.18847875,0.32267487,-0.0006561327,-0.38739452,0.08330809
420,273,3,64,development,0.0500025,0.08071999,0.088255,0.23386751,0.22366501,0.1452625,0.45204076,-0.022298954,-0.46961913,0.047080353
185,16,3,20,development,0.08027999,0.11641501,0.1402575,0.22724001,0.252155,0.2195675,0.23668873,0.05197174,-0.36828822,0.121286675
264,545,3,38,development,0.067423746,0.108495,0.12328999,0.2274875,0.24176,0.20107375,0.29704732,0.03041571,-0.38047993,0.10627703
190,163,1,22,development,0.08968501,0.132915,0.1540625,0.23249249,0.2513575,0.2258925,0.2028948,0.038989365,-0.30822524,0.11440736
115,89,3,11,outer_proxy_test,0.064467505,0.0993375,0.11374749,0.22484751,0.2223175,0.18291001,0.32812068,-0.0056578857,-0.3823351,0.074754514
604,563,1,98,development,0.07410626,0.115768746,0.14084876,0.23692,0.24149875,0.2025725,0.2543123,0.0095705995,-0.3519212,0.10286118
564,489,1,87,outer_proxy_test,0.07526125,0.11563125,0.14031251,0.2438775,0.2250675,0.18798375,0.2695671,-0.040111322,-0.32121116,0.067552894
568,71,2,81,outer_proxy_test,0.09535,0.13782375,0.16936624,0.23881748,0.32987002,0.29930377,0.17014702,0.16010995,-0.410624,0.1980658
282,445,4,46,development,0.03164625,0.060301244,0.05056625,0.273,0.16782625,0.09214625,0.6874442,-0.23858324,-0.47133735,-0.16490893
158,97,3,21,development,0.05425124,0.08215,0.0988975,0.222015,0.21333875,0.15299,0.3836482,-0.019929186,-0.44397208,0.061121292
93,493,3,17,development,0.061910003,0.09620249,0.1070375,0.231365,0.22053,0.169765,0.3673953,-0.023976792,-0.3925316,0.055235457
590,138,5,82,development,0.08580749,0.13566501,0.16511749,0.265575,0.31535,0.23659001,0.23324648,0.085682325,-0.39840135,0.15517822
11,484,4,7,outer_proxy_test,0.034795,0.0584725,0.053962514,0.20458,0.1600575,0.09180249,0.5825637,-0.1221007,-0.4648561,-0.055922497
