date,PRECTOTCORR,T2M_MAX,T2M_MIN,T2M,RH2M,WS10M,year,month,dtr
1991-01-01,0.0,13.93,2.75,6.63,46.43,2.16,1991,1,11.18
1991-01-02,0.0,14.53,1.01,6.01,46.33,2.94,1991,1,13.52
1991-01-03,0.0,15.71,1.64,7.45,43.52,2.19,1991,1,14.07
1991-01-04,0.0,15.63,5.77,9.31,40.11,1.52,1991,1,9.860000000000001
1991-01-05,0.0,17.56,5.46,9.89,38.13,1.83,1991,1,12.099999999999998
1991-01-06,0.0,14.68,5.24,9.6,45.08,1.98,1991,1,9.44
1991-01-07,0.0,16.84,4.97,10.12,59.58,1.94,1991,1,11.870000000000001
1991-01-08,0.0,18.13,5.15,9.87,65.9,2.86,1991,1,12.979999999999999
1991-01-09,0.0,18.02,4.82,10.08,50.85,2.18,1991,1,13.2
1991-01-10,0.0,18.2,6.5,11.4,49.55,1.89,1991,1,11.7
1991-01-11,0.0,15.75,5.84,10.34,68.31,2.5,1991,1,9.91
1991-01-12,0.0,17.15,4.49,9.18,62.64,2.58,1991,1,12.659999999999998
1991-01-13,0.0,16.88,3.91,9.08,48.75,2.44,1991,1,12.969999999999999
1991-01-14,0.0,17.8,3.65,8.93,43.89,2.94,1991,1,14.15
1991-01-15,0.0,14.88,4.27,8.53,41.02,2.01,1991,1,10.610000000000001
1991-01-16,0.0,13.43,3.4,8.09,51.09,2.36,1991,1,10.03
1991-01-17,0.0,17.62,3.09,8.85,51.61,2.55,1991,1,14.530000000000001
1991-01-18,0.0,16.72,4.49,9.64,48.05,2.21,1991,1,12.229999999999999
1991-01-19,0.0,19.39,4.25,9.85,44.41,3.18,1991,1,15.14
1991-01-20,0.0,18.96,5.41,10.87,39.29,2.61,1991,1,13.55
1991-01-21,0.0,19.65,5.9,11.34,40.92,2.82,1991,1,13.749999999999998
1991-01-22,0.0,19.54,4.49,10.46,42.56,2.69,1991,1,15.049999999999999
1991-01-23,0.0,19.12,7.3,11.91,40.47,1.91,1991,1,11.82
1991-01-24,0.0,20.0,5.75,11.83,48.06,2.83,1991,1,14.25
1991-01-25,0.0,12.33,8.29,9.76,74.59,2.61,1991,1,4.040000000000001
1991-01-26,0.27,19.25,7.57,12.82,79.42,3.16,1991,1,11.68
1991-01-27,1.66,22.81,9.43,16.28,57.61,2.22,1991,1,13.379999999999999
1991-01-28,0.92,19.14,8.59,14.0,62.89,2.13,1991,1,10.55
1991-01-29,0.0,23.16,6.19,12.95,51.06,3.3,1991,1,16.97
1991-01-30,0.0,22.08,8.94,14.58,39.09,2.08,1991,1,13.139999999999999
1991-01-31,0.0,21.55,8.09,13.22,47.56,2.56,1991,1,13.46
1991-02-01,0.0,21.81,6.6,12.35,41.24,3.29,1991,2,15.209999999999999
1991-02-02,0.0,17.76,6.72,11.26,43.06,2.87,1991,2,11.040000000000003
1991-02-03,0.0,20.88,7.69,13.72,41.76,1.77,1991,2,13.189999999999998
1991-02-04,0.0,16.36,6.83,10.88,51.73,2.56,1991,2,9.53
1991-02-05,0.0,18.74,7.04,10.29,60.61,3.68,1991,2,11.7
1991-02-06,0.29,18.03,6.81,12.38,56.85,2.17,1991,2,11.220000000000002
1991-02-07,0.46,18.1,5.46,10.93,63.92,2.84,1991,2,12.64
1991-02-08,0.25,20.93,8.42,13.13,56.03,2.75,1991,2,12.51
1991-02-09,1.14,22.14,9.44,14.46,64.13,3.68,1991,2,12.700000000000001
1991-02-10,0.09,20.32,10.72,14.4,64.94,5.91,1991,2,9.6
1991-02-11,0.97,18.56,8.17,13.01,68.04,5.86,1991,2,10.389999999999999
1991-02-12,0.04,20.08,6.27,11.8,50.12,2.72,1991,2,13.809999999999999
1991-02-13,0.0,17.92,5.46,11.23,41.23,2.18,1991,2,12.46
1991-02-14,0.0,17.44,6.77,11.17,42.54,4.57,1991,2,10.670000000000002
1991-02-15,0.02,17.09,3.24,9.22,42.83,2.99,1991,2,13.85
1991-02-16,5.51,18.55,2.9,9.93,38.49,2.09,1991,2,15.65
1991-02-17,0.0,19.63,3.82,10.87,33.88,1.94,1991,2,15.809999999999999
1991-02-18,0.0,19.4,3.45,10.14,36.16,2.57,1991,2,15.95
1991-02-19,0.0,20.59,6.35,12.49,36.29,2.33,1991,2,14.24
1991-02-20,0.0,24.03,10.18,16.59,24.44,1.82,1991,2,13.850000000000001
1991-02-21,0.0,24.56,8.3,15.99,29.16,2.31,1991,2,16.259999999999998
1991-02-22,0.0,24.23,8.2,15.69,31.73,2.15,1991,2,16.03
1991-02-23,0.0,23.03,10.38,15.36,40.86,3.38,1991,2,12.65
1991-02-24,0.34,17.14,9.97,13.02,65.83,3.22,1991,2,7.17
1991-02-25,16.45,19.91,9.21,14.0,70.47,2.34,1991,2,10.7
1991-02-26,0.06,22.08,8.66,14.84,52.1,1.68,1991,2,13.419999999999998
1991-02-27,0.0,21.16,6.77,13.41,55.49,3.25,1991,2,14.39
1991-02-28,0.0,21.37,6.33,12.82,48.22,2.76,1991,2,15.040000000000001
1991-03-01,0.32,23.67,6.96,15.08,38.98,2.47,1991,3,16.71
1991-03-02,0.0,19.62,9.37,13.22,51.96,2.65,1991,3,10.250000000000002
1991-03-03,0.0,21.27,7.73,14.51,57.82,3.55,1991,3,13.54
1991-03-04,10.2,17.95,9.83,13.28,74.98,3.73,1991,3,8.12
1991-03-05,0.01,21.97,8.8,15.0,54.85,2.23,1991,3,13.169999999999998
1991-03-06,0.0,23.07,5.92,13.46,38.25,3.88,1991,3,17.15
1991-03-07,0.0,24.36,6.79,15.33,33.25,3.36,1991,3,17.57
1991-03-08,0.0,20.75,10.18,14.8,47.81,4.86,1991,3,10.57
1991-03-09,3.3,25.42,9.81,17.12,47.66,3.69,1991,3,15.610000000000001
1991-03-10,0.35,26.98,12.2,18.43,43.59,2.36,1991,3,14.780000000000001
1991-03-11,0.0,27.27,10.86,18.82,38.52,2.72,1991,3,16.41
1991-03-12,0.07,27.36,12.1,19.66,40.09,3.06,1991,3,15.26
1991-03-13,0.01,26.43,11.16,17.89,42.82,2.88,1991,3,15.27
1991-03-14,0.0,26.61,9.51,17.12,38.16,2.75,1991,3,17.1
1991-03-15,0.05,24.61,11.08,17.11,40.07,2.37,1991,3,13.53
1991-03-16,0.0,27.08,12.21,19.31,32.43,2.44,1991,3,14.869999999999997
1991-03-17,0.0,26.24,13.38,19.03,38.11,2.56,1991,3,12.859999999999998
1991-03-18,1.75,22.18,11.41,14.76,56.55,3.54,1991,3,10.77
1991-03-19,0.0,28.21,10.39,18.58,48.72,2.82,1991,3,17.82
1991-03-20,5.61,28.42,13.13,20.35,41.6,1.99,1991,3,15.290000000000001
1991-03-21,0.0,26.63,13.46,19.5,43.89,3.16,1991,3,13.169999999999998
1991-03-22,0.0,26.59,13.98,18.56,44.74,3.16,1991,3,12.61
1991-03-23,6.58,21.44,11.37,15.99,57.11,2.5,1991,3,10.070000000000002
1991-03-24,0.14,25.88,9.42,17.71,46.42,2.49,1991,3,16.46
1991-03-25,3.1,24.31,11.94,17.94,43.78,2.54,1991,3,12.37
1991-03-26,0.0,27.62,11.67,19.49,40.55,2.83,1991,3,15.950000000000001
1991-03-27,0.0,31.06,12.95,22.04,36.94,2.67,1991,3,18.11
1991-03-28,0.0,33.48,17.03,24.66,37.49,3.01,1991,3,16.449999999999996
1991-03-29,0.0,34.99,18.61,25.87,38.92,3.16,1991,3,16.380000000000003
1991-03-30,0.0,35.58,17.86,26.71,36.52,2.5,1991,3,17.72
1991-03-31,0.0,34.39,20.21,26.81,35.27,2.65,1991,3,14.18
1991-04-01,0.0,32.84,19.31,25.05,36.34,3.56,1991,4,13.530000000000005
1991-04-02,5.91,32.7,18.36,24.73,37.86,4.59,1991,4,14.340000000000003
1991-04-03,0.67,30.64,16.18,23.16,38.8,2.35,1991,4,14.46
1991-04-04,0.52,31.4,15.3,22.76,38.62,2.06,1991,4,16.099999999999998
1991-04-05,0.0,32.04,15.13,23.11,37.85,2.31,1991,4,16.909999999999997
1991-04-06,0.0,30.36,15.94,22.23,39.72,2.79,1991,4,14.42
1991-04-07,0.08,29.7,16.05,22.18,45.81,2.68,1991,4,13.649999999999999
1991-04-08,0.64,18.75,12.93,16.34,69.54,3.09,1991,4,5.82
1991-04-09,5.68,21.71,12.33,16.25,65.57,2.83,1991,4,9.38
1991-04-10,1.83,26.39,10.97,18.4,51.85,2.45,1991,4,15.42
1991-04-11,3.77,26.74,11.34,19.56,45.47,3.01,1991,4,15.399999999999999
1991-04-12,0.0,24.31,14.84,19.25,50.25,2.55,1991,4,9.469999999999999
1991-04-13,0.0,24.88,13.42,17.86,60.69,5.14,1991,4,11.459999999999999
1991-04-14,7.17,25.15,14.12,19.17,56.66,3.76,1991,4,11.03
1991-04-15,23.82,25.17,13.28,19.17,51.54,3.59,1991,4,11.890000000000002
1991-04-16,0.44,25.5,10.75,18.64,39.56,2.93,1991,4,14.75
1991-04-17,0.0,27.85,9.76,18.61,32.65,3.92,1991,4,18.090000000000003
1991-04-18,0.0,31.39,11.88,21.45,27.04,3.21,1991,4,19.509999999999998
1991-04-19,0.0,33.36,13.43,24.35,24.29,1.98,1991,4,19.93
1991-04-20,0.0,33.3,14.52,24.64,30.12,2.99,1991,4,18.779999999999998
1991-04-21,0.0,31.21,18.8,24.38,38.47,3.38,1991,4,12.41
1991-04-22,0.01,33.85,16.35,24.78,40.74,3.2,1991,4,17.5
1991-04-23,0.26,32.3,16.45,24.22,38.2,2.5,1991,4,15.849999999999998
1991-04-24,0.01,33.61,15.69,25.0,33.54,3.18,1991,4,17.92
1991-04-25,0.0,35.15,16.77,26.42,28.28,2.55,1991,4,18.38
1991-04-26,0.0,35.92,18.74,27.47,28.2,2.64,1991,4,17.180000000000003
1991-04-27,0.0,36.33,19.11,27.25,29.89,2.81,1991,4,17.22
1991-04-28,0.0,35.05,17.76,26.52,28.86,2.75,1991,4,17.289999999999996
1991-04-29,0.0,37.42,19.21,28.56,27.56,2.87,1991,4,18.21
1991-04-30,0.0,38.25,20.08,29.72,22.94,2.75,1991,4,18.17
1991-05-01,0.0,37.61,21.61,30.0,22.93,4.1,1991,5,16.0
1991-05-02,0.0,36.31,21.22,28.5,21.66,3.99,1991,5,15.090000000000003
1991-05-03,0.0,35.38,17.6,27.33,24.1,2.57,1991,5,17.78
1991-05-04,0.0,36.98,19.48,27.96,19.39,3.49,1991,5,17.499999999999996
1991-05-05,0.0,35.27,21.42,28.21,25.21,3.65,1991,5,13.850000000000001
1991-05-06,0.0,36.5,20.97,28.74,24.86,3.15,1991,5,15.530000000000001
1991-05-07,0.05,37.63,21.06,29.47,24.46,2.66,1991,5,16.570000000000004
1991-05-08,0.0,35.39,22.95,28.25,26.76,2.75,1991,5,12.440000000000001
1991-05-09,0.0,37.87,21.35,29.73,20.46,3.14,1991,5,16.519999999999996
1991-05-10,0.0,36.03,22.59,29.14,15.74,4.64,1991,5,13.440000000000001
1991-05-11,0.0,35.91,20.86,28.45,12.3,2.62,1991,5,15.049999999999997
1991-05-12,0.0,38.1,19.29,29.24,13.47,3.52,1991,5,18.810000000000002
1991-05-13,0.0,39.59,22.49,30.68,14.48,3.66,1991,5,17.100000000000005
1991-05-14,0.0,39.24,23.54,30.83,16.25,3.5,1991,5,15.700000000000003
1991-05-15,0.0,40.28,22.75,31.82,13.83,3.74,1991,5,17.53
1991-05-16,0.0,39.02,23.77,31.52,14.03,2.98,1991,5,15.250000000000004
1991-05-17,0.01,39.9,25.13,32.59,18.5,2.9,1991,5,14.77
1991-05-18,0.05,40.3,27.05,33.25,22.18,2.32,1991,5,13.249999999999996
1991-05-19,0.0,41.08,25.58,33.51,21.12,3.51,1991,5,15.5
1991-05-20,0.01,37.7,23.09,30.31,34.52,4.82,1991,5,14.610000000000003
1991-05-21,3.57,36.49,24.28,30.54,33.05,2.03,1991,5,12.21
1991-05-22,0.2,37.01,23.02,29.8,29.91,2.94,1991,5,13.989999999999998
1991-05-23,0.0,38.45,22.7,30.65,21.92,3.09,1991,5,15.750000000000004
1991-05-24,0.0,40.89,24.09,32.65,20.49,2.66,1991,5,16.8
1991-05-25,0.42,39.0,24.86,31.82,23.99,2.95,1991,5,14.14
1991-05-26,0.04,40.16,24.24,32.26,17.35,4.33,1991,5,15.919999999999998
1991-05-27,0.04,39.99,22.53,31.98,12.14,2.77,1991,5,17.46
1991-05-28,0.0,40.13,23.37,31.96,12.1,2.5,1991,5,16.76
1991-05-29,0.0,41.49,23.3,32.25,12.34,3.53,1991,5,18.19
1991-05-30,0.0,39.87,23.44,32.07,13.12,3.12,1991,5,16.429999999999996
1991-05-31,0.0,42.11,23.12,33.42,9.82,2.5,1991,5,18.99
1991-06-01,0.0,42.99,22.65,34.1,7.3,3.13,1991,6,20.340000000000003
1991-06-02,0.0,44.61,23.62,35.34,6.52,2.64,1991,6,20.99
1991-06-03,0.0,44.7,27.59,36.65,6.25,2.18,1991,6,17.110000000000003
1991-06-04,0.0,45.29,28.54,36.81,7.7,2.58,1991,6,16.75
1991-06-05,0.0,46.12,25.85,37.14,8.04,2.65,1991,6,20.269999999999996
1991-06-06,0.0,44.26,26.21,36.5,9.0,2.73,1991,6,18.049999999999997
1991-06-07,0.0,45.01,27.56,36.54,10.55,2.8,1991,6,17.45
1991-06-08,0.0,45.49,27.25,37.32,11.37,2.6,1991,6,18.240000000000002
1991-06-09,0.11,46.54,26.55,36.8,16.28,4.1,1991,6,19.99
1991-06-10,0.09,45.04,28.61,37.02,19.63,5.47,1991,6,16.43
1991-06-11,2.44,41.01,28.34,34.5,29.07,4.19,1991,6,12.669999999999998
1991-06-12,0.0,41.73,27.95,34.54,24.72,2.77,1991,6,13.779999999999998
1991-06-13,0.0,44.13,27.14,35.89,17.67,2.31,1991,6,16.990000000000002
1991-06-14,0.0,44.41,26.44,36.25,14.08,2.76,1991,6,17.969999999999995
1991-06-15,0.0,44.1,26.79,36.31,17.13,2.85,1991,6,17.310000000000002
1991-06-16,0.0,44.82,28.14,37.26,14.48,2.17,1991,6,16.68
1991-06-17,0.0,44.91,28.72,37.5,16.11,3.13,1991,6,16.189999999999998
1991-06-18,0.02,42.06,28.74,35.79,17.31,3.02,1991,6,13.320000000000004
1991-06-19,1.29,37.57,26.54,31.79,32.86,4.24,1991,6,11.030000000000001
1991-06-20,0.2,38.46,24.68,31.72,31.78,2.38,1991,6,13.780000000000001
1991-06-21,0.13,40.59,25.83,33.18,20.91,2.41,1991,6,14.760000000000005
1991-06-22,0.14,40.62,24.76,33.09,21.49,3.47,1991,6,15.859999999999996
1991-06-23,0.0,41.9,26.42,34.4,17.62,2.41,1991,6,15.479999999999997
1991-06-24,0.0,42.84,26.18,34.76,15.79,2.98,1991,6,16.660000000000004
1991-06-25,0.0,43.49,25.97,34.9,12.64,3.08,1991,6,17.520000000000003
1991-06-26,0.02,43.63,24.76,34.64,10.04,3.33,1991,6,18.87
1991-06-27,0.0,44.32,26.62,35.63,10.33,3.11,1991,6,17.7
1991-06-28,0.0,44.65,28.14,36.53,10.98,2.27,1991,6,16.509999999999998
1991-06-29,0.0,44.7,27.99,36.59,14.35,2.32,1991,6,16.710000000000004
1991-06-30,0.0,45.7,27.63,38.01,12.25,2.25,1991,6,18.070000000000004
1991-07-01,0.0,46.04,29.29,38.01,12.47,3.02,1991,7,16.75
1991-07-02,0.0,45.16,28.86,37.29,15.54,2.98,1991,7,16.299999999999997
1991-07-03,0.0,45.23,28.77,37.74,14.97,2.55,1991,7,16.459999999999997
1991-07-04,0.0,45.67,28.9,37.54,15.04,2.69,1991,7,16.770000000000003
1991-07-05,0.0,43.88,29.38,36.83,20.03,2.15,1991,7,14.500000000000004
1991-07-06,6.42,41.78,29.03,35.61,24.32,2.28,1991,7,12.75
1991-07-07,1.71,41.45,27.21,34.75,27.93,2.02,1991,7,14.240000000000002
1991-07-08,0.18,43.02,27.18,35.58,25.48,2.16,1991,7,15.840000000000003
1991-07-09,0.0,44.74,28.28,37.16,21.29,2.14,1991,7,16.46
1991-07-10,0.0,44.95,28.8,37.15,21.84,2.42,1991,7,16.150000000000002
1991-07-11,0.25,43.94,27.78,36.26,20.84,2.39,1991,7,16.159999999999997
1991-07-12,0.0,42.83,27.82,35.56,21.78,4.0,1991,7,15.009999999999998
1991-07-13,25.51,40.12,26.94,32.96,37.15,6.09,1991,7,13.179999999999996
1991-07-14,31.56,36.6,26.25,31.21,53.35,2.06,1991,7,10.350000000000001
1991-07-15,2.41,39.12,23.74,31.84,48.75,2.57,1991,7,15.379999999999999
1991-07-16,0.06,41.34,25.62,33.82,42.29,2.6,1991,7,15.720000000000002
1991-07-17,0.0,41.06,26.54,33.76,41.37,2.68,1991,7,14.520000000000003
1991-07-18,0.03,40.53,26.48,33.55,42.2,2.9,1991,7,14.05
1991-07-19,8.93,41.05,26.07,33.64,46.26,2.77,1991,7,14.979999999999997
1991-07-20,0.76,40.95,26.42,33.74,46.11,2.43,1991,7,14.530000000000001
1991-07-21,0.85,39.12,27.75,32.93,48.13,2.7,1991,7,11.369999999999997
1991-07-22,8.09,37.32,26.34,31.72,55.17,2.12,1991,7,10.98
1991-07-23,0.13,38.9,24.89,32.11,45.42,1.76,1991,7,14.009999999999998
1991-07-24,0.02,40.7,24.17,32.55,42.03,2.33,1991,7,16.53
1991-07-25,0.0,39.99,27.38,33.37,39.53,1.68,1991,7,12.610000000000003
1991-07-26,10.7,39.88,24.64,32.54,47.46,2.04,1991,7,15.240000000000002
1991-07-27,0.0,40.36,26.04,33.48,43.73,2.24,1991,7,14.32
1991-07-28,0.0,42.57,26.44,34.49,41.34,2.45,1991,7,16.13
1991-07-29,0.0,42.75,26.85,34.26,39.82,3.58,1991,7,15.899999999999999
1991-07-30,2.7,39.35,26.41,32.63,49.91,2.78,1991,7,12.940000000000001
1991-07-31,26.87,37.0,26.33,31.82,56.93,1.85,1991,7,10.670000000000002
1991-08-01,8.01,37.4,26.08,32.08,56.07,2.14,1991,8,11.32
1991-08-02,31.43,36.25,27.17,31.57,58.19,1.71,1991,8,9.079999999999998
1991-08-03,0.09,38.23,25.29,31.8,54.83,2.08,1991,8,12.939999999999998
1991-08-04,0.1,39.12,26.28,32.48,51.55,2.69,1991,8,12.839999999999996
1991-08-05,7.46,37.23,25.91,31.31,55.12,1.97,1991,8,11.319999999999997
1991-08-06,7.8,36.99,24.85,30.78,56.18,2.02,1991,8,12.14
1991-08-07,0.0,37.48,24.65,31.1,53.32,2.22,1991,8,12.829999999999998
1991-08-08,0.01,38.65,25.36,31.94,50.2,2.64,1991,8,13.29
1991-08-09,0.05,39.02,26.28,31.65,50.19,4.88,1991,8,12.740000000000002
1991-08-10,44.9,31.65,24.18,28.2,59.04,2.59,1991,8,7.469999999999999
1991-08-11,0.0,34.4,21.58,28.51,53.08,1.99,1991,8,12.82
1991-08-12,0.03,36.63,22.13,29.84,47.02,2.04,1991,8,14.500000000000004
1991-08-13,0.0,37.23,22.44,30.28,47.11,2.16,1991,8,14.789999999999996
1991-08-14,0.0,38.09,23.85,31.56,45.95,1.69,1991,8,14.240000000000002
1991-08-15,0.0,37.24,24.69,31.22,50.14,1.83,1991,8,12.55
1991-08-16,0.0,37.25,24.46,31.22,49.4,1.78,1991,8,12.79
1991-08-17,0.0,38.58,25.26,31.89,49.34,2.18,1991,8,13.319999999999997
1991-08-18,0.48,37.1,25.55,31.22,53.09,2.63,1991,8,11.55
1991-08-19,4.5,36.51,26.21,31.22,58.66,1.72,1991,8,10.299999999999997
1991-08-20,0.08,37.12,25.85,31.1,58.14,2.05,1991,8,11.269999999999996
1991-08-21,1.71,36.99,25.37,31.1,57.31,2.16,1991,8,11.620000000000001
1991-08-22,5.01,35.78,24.79,30.0,62.06,1.78,1991,8,10.990000000000002
1991-08-23,1.77,35.08,24.52,29.27,64.84,2.59,1991,8,10.559999999999999
1991-08-24,0.38,36.13,23.83,29.65,61.04,1.77,1991,8,12.300000000000004
1991-08-25,0.07,37.57,24.68,30.73,56.68,2.05,1991,8,12.89
1991-08-26,0.0,38.37,24.19,31.39,50.77,1.94,1991,8,14.179999999999996
1991-08-27,0.0,40.02,24.82,32.94,43.06,2.03,1991,8,15.200000000000003
1991-08-28,1.37,36.95,24.42,30.69,55.03,3.15,1991,8,12.530000000000001
1991-08-29,2.98,35.48,24.93,29.69,65.75,1.96,1991,8,10.549999999999997
1991-08-30,4.01,35.04,24.01,29.12,65.42,1.38,1991,8,11.029999999999998
1991-08-31,2.83,35.29,24.18,29.67,60.68,1.4,1991,8,11.11
1991-09-01,1.94,36.83,24.71,30.63,56.55,1.57,1991,9,12.119999999999997
1991-09-02,0.12,36.2,23.68,30.14,54.62,1.82,1991,9,12.520000000000003
1991-09-03,0.03,37.95,23.87,31.19,50.64,1.59,1991,9,14.080000000000002
1991-09-04,0.07,38.49,24.46,31.3,50.45,1.94,1991,9,14.030000000000001
1991-09-05,1.52,39.13,24.05,31.15,50.06,2.41,1991,9,15.080000000000002
1991-09-06,0.0,37.64,24.1,30.64,48.75,2.17,1991,9,13.54
1991-09-07,19.5,35.97,22.81,29.37,54.9,1.9,1991,9,13.16
1991-09-08,14.24,36.17,22.59,29.18,55.67,1.93,1991,9,13.580000000000002
1991-09-09,0.0,36.94,23.55,30.02,50.53,1.73,1991,9,13.389999999999997
1991-09-10,0.0,37.34,23.42,30.26,48.9,2.15,1991,9,13.920000000000002
1991-09-11,0.0,36.91,22.93,29.84,50.86,2.07,1991,9,13.979999999999997
1991-09-12,0.0,37.09,22.9,29.79,51.02,2.1,1991,9,14.190000000000005
1991-09-13,0.0,36.65,23.22,29.73,51.34,2.18,1991,9,13.43
1991-09-14,0.02,37.39,23.69,30.3,52.12,2.26,1991,9,13.7
1991-09-15,17.29,34.01,24.17,28.54,59.05,2.18,1991,9,9.839999999999996
1991-09-16,6.02,32.55,24.06,27.72,62.2,1.77,1991,9,8.489999999999998
1991-09-17,29.07,30.44,21.87,25.61,68.96,2.27,1991,9,8.57
1991-09-18,2.99,31.07,20.69,25.99,62.16,2.0,1991,9,10.379999999999999
1991-09-19,0.07,31.39,20.49,25.89,60.32,2.01,1991,9,10.900000000000002
1991-09-20,0.01,32.52,20.5,26.42,55.26,2.08,1991,9,12.020000000000003
1991-09-21,0.0,33.42,20.46,26.81,52.29,2.27,1991,9,12.96
1991-09-22,0.0,34.02,19.8,26.94,47.6,2.06,1991,9,14.220000000000002
1991-09-23,0.0,34.85,19.4,26.9,45.53,2.33,1991,9,15.450000000000003
1991-09-24,0.0,35.1,18.86,26.42,42.5,2.48,1991,9,16.240000000000002
1991-09-25,0.0,34.29,18.57,26.18,43.04,2.74,1991,9,15.719999999999999
1991-09-26,4.89,34.67,18.7,26.49,44.53,2.44,1991,9,15.970000000000002
1991-09-27,15.14,31.46,18.62,23.93,57.3,3.24,1991,9,12.84
1991-09-28,0.99,31.23,17.87,22.72,64.63,3.78,1991,9,13.36
1991-09-29,0.59,29.94,17.5,22.87,55.58,2.6,1991,9,12.440000000000001
1991-09-30,0.0,29.37,15.73,21.73,45.48,2.34,1991,9,13.64
1991-10-01,0.0,29.0,16.02,21.29,38.78,2.47,1991,10,12.98
1991-10-02,0.0,30.23,14.98,21.93,37.26,2.02,1991,10,15.25
1991-10-03,0.0,31.44,14.95,22.78,36.88,2.09,1991,10,16.490000000000002
1991-10-04,0.0,32.62,15.08,23.43,36.72,2.17,1991,10,17.54
1991-10-05,0.0,31.61,18.2,24.35,35.41,1.99,1991,10,13.41
1991-10-06,0.0,32.32,16.35,23.93,36.7,2.37,1991,10,15.969999999999999
1991-10-07,0.0,31.9,16.06,24.24,36.35,2.0,1991,10,15.84
1991-10-08,0.0,32.26,18.41,24.41,38.76,2.09,1991,10,13.849999999999998
1991-10-09,0.0,32.15,16.05,24.02,38.04,2.07,1991,10,16.099999999999998
1991-10-10,0.0,32.74,15.93,23.76,38.93,2.36,1991,10,16.810000000000002
1991-10-11,0.0,31.03,15.93,22.49,40.52,2.75,1991,10,15.100000000000001
1991-10-12,0.28,30.89,15.28,22.77,36.81,1.8,1991,10,15.610000000000001
1991-10-13,0.0,30.05,14.79,21.44,40.74,2.79,1991,10,15.260000000000002
1991-10-14,0.0,29.2,14.21,21.61,38.94,2.18,1991,10,14.989999999999998
1991-10-15,1.23,26.59,14.36,20.05,47.59,2.4,1991,10,12.23
1991-10-16,0.09,28.73,12.64,20.0,47.36,2.29,1991,10,16.09
1991-10-17,1.5,29.65,14.11,21.31,43.76,2.01,1991,10,15.54
1991-10-18,0.0,30.38,15.11,21.63,38.47,2.16,1991,10,15.27
1991-10-19,0.0,30.46,14.34,21.92,37.27,2.06,1991,10,16.12
1991-10-20,0.0,30.66,15.56,22.5,33.11,2.17,1991,10,15.1
1991-10-21,0.0,30.05,13.66,20.89,37.77,3.04,1991,10,16.39
1991-10-22,0.0,30.53,15.24,21.83,36.52,2.66,1991,10,15.290000000000001
1991-10-23,0.0,30.47,13.89,21.48,36.48,2.8,1991,10,16.58
1991-10-24,0.0,30.3,14.37,21.68,35.28,2.09,1991,10,15.930000000000001
1991-10-25,0.0,30.55,14.94,21.49,34.08,2.56,1991,10,15.610000000000001
1991-10-26,0.0,29.47,12.81,20.89,31.96,2.4,1991,10,16.659999999999997
1991-10-27,0.0,30.62,13.5,21.74,30.76,2.11,1991,10,17.12
1991-10-28,0.0,29.31,13.35,21.23,31.11,2.38,1991,10,15.959999999999999
1991-10-29,0.0,29.43,15.12,21.22,31.44,1.9,1991,10,14.31
1991-10-30,0.0,29.24,13.98,20.59,30.82,2.06,1991,10,15.259999999999998
1991-10-31,0.04,28.68,13.65,20.05,28.65,2.42,1991,10,15.03
1991-11-01,0.0,29.91,14.55,21.0,22.77,2.16,1991,11,15.36
1991-11-02,0.0,29.75,11.84,19.66,20.81,2.95,1991,11,17.91
1991-11-03,0.0,29.59,11.62,19.97,17.8,2.33,1991,11,17.97
1991-11-04,0.0,28.74,10.79,19.27,18.03,2.38,1991,11,17.95
1991-11-05,0.0,28.82,11.11,18.94,18.89,2.52,1991,11,17.71
1991-11-06,0.0,27.83,10.92,18.45,19.09,2.87,1991,11,16.909999999999997
1991-11-07,0.0,26.66,10.21,18.04,19.71,2.57,1991,11,16.45
1991-11-08,0.0,27.28,10.3,18.12,20.89,2.39,1991,11,16.98
1991-11-09,0.0,26.47,10.49,17.94,22.24,2.39,1991,11,15.979999999999999
1991-11-10,0.0,25.52,10.27,17.19,24.46,2.25,1991,11,15.25
1991-11-11,0.0,25.24,11.2,17.44,24.03,2.08,1991,11,14.04
1991-11-12,0.0,24.43,10.41,17.17,31.37,2.23,1991,11,14.02
1991-11-13,0.0,24.84,12.09,17.4,29.66,2.49,1991,11,12.75
1991-11-14,0.05,25.33,10.64,17.82,29.57,2.11,1991,11,14.689999999999998
1991-11-15,0.0,24.68,11.98,17.21,29.59,2.81,1991,11,12.7
1991-11-16,0.0,25.1,10.95,16.88,24.39,2.19,1991,11,14.150000000000002
1991-11-17,0.0,24.54,9.02,15.74,24.94,2.69,1991,11,15.52
1991-11-18,0.0,24.19,9.32,15.82,24.19,2.33,1991,11,14.870000000000001
1991-11-19,0.0,25.18,11.98,17.03,21.86,2.29,1991,11,13.2
1991-11-20,0.0,25.2,9.74,16.71,20.96,2.21,1991,11,15.459999999999999
1991-11-21,0.0,25.4,9.99,16.54,20.95,2.49,1991,11,15.409999999999998
1991-11-22,0.0,24.67,9.11,16.17,22.24,2.42,1991,11,15.560000000000002
1991-11-23,0.0,25.83,11.47,16.67,21.57,2.98,1991,11,14.359999999999998
1991-11-24,0.0,25.4,10.33,16.27,21.53,3.34,1991,11,15.069999999999999
1991-11-25,0.0,25.33,12.7,17.48,19.23,2.48,1991,11,12.629999999999999
