date,precipitation_sum,temperature_2m_mean,temperature_2m_max,temperature_2m_min,relative_humidity_2m_mean,wind_speed_10m_mean
1991-01-01,0.0,6.63,13.93,2.75,46.43,2.16
1991-01-02,0.0,6.01,14.53,1.01,46.33,2.94
1991-01-03,0.0,7.45,15.71,1.64,43.52,2.19
1991-01-04,0.0,9.31,15.63,5.77,40.11,1.52
1991-01-05,0.0,9.89,17.56,5.46,38.13,1.83
1991-01-06,0.0,9.6,14.68,5.24,45.08,1.98
1991-01-07,0.0,10.12,16.84,4.97,59.58,1.94
1991-01-08,0.0,9.87,18.13,5.15,65.9,2.86
1991-01-09,0.0,10.08,18.02,4.82,50.85,2.18
1991-01-10,0.0,11.4,18.2,6.5,49.55,1.89
1991-01-11,0.0,10.34,15.75,5.84,68.31,2.5
1991-01-12,0.0,9.18,17.15,4.49,62.64,2.58
1991-01-13,0.0,9.08,16.88,3.91,48.75,2.44
1991-01-14,0.0,8.93,17.8,3.65,43.89,2.94
1991-01-15,0.0,8.53,14.88,4.27,41.02,2.01
1991-01-16,0.0,8.09,13.43,3.4,51.09,2.36
1991-01-17,0.0,8.85,17.62,3.09,51.61,2.55
1991-01-18,0.0,9.64,16.72,4.49,48.05,2.21
1991-01-19,0.0,9.85,19.39,4.25,44.41,3.18
1991-01-20,0.0,10.87,18.96,5.41,39.29,2.61
1991-01-21,0.0,11.34,19.65,5.9,40.92,2.82
1991-01-22,0.0,10.46,19.54,4.49,42.56,2.69
1991-01-23,0.0,11.91,19.12,7.3,40.47,1.91
1991-01-24,0.0,11.83,20.0,5.75,48.06,2.83
1991-01-25,0.0,9.76,12.33,8.29,74.59,2.61
1991-01-26,0.27,12.82,19.25,7.57,79.42,3.16
1991-01-27,1.66,16.28,22.81,9.43,57.61,2.22
1991-01-28,0.92,14.0,19.14,8.59,62.89,2.13
1991-01-29,0.0,12.95,23.16,6.19,51.06,3.3
1991-01-30,0.0,14.58,22.08,8.94,39.09,2.08
1991-01-31,0.0,13.22,21.55,8.09,47.56,2.56
1991-02-01,0.0,12.35,21.81,6.6,41.24,3.29
1991-02-02,0.0,11.26,17.76,6.72,43.06,2.87
1991-02-03,0.0,13.72,20.88,7.69,41.76,1.77
1991-02-04,0.0,10.88,16.36,6.83,51.73,2.56
1991-02-05,0.0,10.29,18.74,7.04,60.61,3.68
1991-02-06,0.29,12.38,18.03,6.81,56.85,2.17
1991-02-07,0.46,10.93,18.1,5.46,63.92,2.84
1991-02-08,0.25,13.13,20.93,8.42,56.03,2.75
1991-02-09,1.14,14.46,22.14,9.44,64.13,3.68
1991-02-10,0.09,14.4,20.32,10.72,64.94,5.91
1991-02-11,0.97,13.01,18.56,8.17,68.04,5.86
1991-02-12,0.04,11.8,20.08,6.27,50.12,2.72
1991-02-13,0.0,11.23,17.92,5.46,41.23,2.18
1991-02-14,0.0,11.17,17.44,6.77,42.54,4.57
1991-02-15,0.02,9.22,17.09,3.24,42.83,2.99
1991-02-16,5.51,9.93,18.55,2.9,38.49,2.09
1991-02-17,0.0,10.87,19.63,3.82,33.88,1.94
1991-02-18,0.0,10.14,19.4,3.45,36.16,2.57
1991-02-19,0.0,12.49,20.59,6.35,36.29,2.33
1991-02-20,0.0,16.59,24.03,10.18,24.44,1.82
1991-02-21,0.0,15.99,24.56,8.3,29.16,2.31
1991-02-22,0.0,15.69,24.23,8.2,31.73,2.15
1991-02-23,0.0,15.36,23.03,10.38,40.86,3.38
1991-02-24,0.34,13.02,17.14,9.97,65.83,3.22
1991-02-25,16.45,14.0,19.91,9.21,70.47,2.34
1991-02-26,0.06,14.84,22.08,8.66,52.1,1.68
1991-02-27,0.0,13.41,21.16,6.77,55.49,3.25
1991-02-28,0.0,12.82,21.37,6.33,48.22,2.76
1991-03-01,0.32,15.08,23.67,6.96,38.98,2.47
1991-03-02,0.0,13.22,19.62,9.37,51.96,2.65
1991-03-03,0.0,14.51,21.27,7.73,57.82,3.55
1991-03-04,10.2,13.28,17.95,9.83,74.98,3.73
1991-03-05,0.01,15.0,21.97,8.8,54.85,2.23
1991-03-06,0.0,13.46,23.07,5.92,38.25,3.88
1991-03-07,0.0,15.33,24.36,6.79,33.25,3.36
1991-03-08,0.0,14.8,20.75,10.18,47.81,4.86
1991-03-09,3.3,17.12,25.42,9.81,47.66,3.69
1991-03-10,0.35,18.43,26.98,12.2,43.59,2.36
1991-03-11,0.0,18.82,27.27,10.86,38.52,2.72
1991-03-12,0.07,19.66,27.36,12.1,40.09,3.06
1991-03-13,0.01,17.89,26.43,11.16,42.82,2.88
1991-03-14,0.0,17.12,26.61,9.51,38.16,2.75
1991-03-15,0.05,17.11,24.61,11.08,40.07,2.37
1991-03-16,0.0,19.31,27.08,12.21,32.43,2.44
1991-03-17,0.0,19.03,26.24,13.38,38.11,2.56
1991-03-18,1.75,14.76,22.18,11.41,56.55,3.54
1991-03-19,0.0,18.58,28.21,10.39,48.72,2.82
1991-03-20,5.61,20.35,28.42,13.13,41.6,1.99
1991-03-21,0.0,19.5,26.63,13.46,43.89,3.16
1991-03-22,0.0,18.56,26.59,13.98,44.74,3.16
1991-03-23,6.58,15.99,21.44,11.37,57.11,2.5
1991-03-24,0.14,17.71,25.88,9.42,46.42,2.49
1991-03-25,3.1,17.94,24.31,11.94,43.78,2.54
1991-03-26,0.0,19.49,27.62,11.67,40.55,2.83
1991-03-27,0.0,22.04,31.06,12.95,36.94,2.67
1991-03-28,0.0,24.66,33.48,17.03,37.49,3.01
1991-03-29,0.0,25.87,34.99,18.61,38.92,3.16
1991-03-30,0.0,26.71,35.58,17.86,36.52,2.5
1991-03-31,0.0,26.81,34.39,20.21,35.27,2.65
1991-04-01,0.0,25.05,32.84,19.31,36.34,3.56
1991-04-02,5.91,24.73,32.7,18.36,37.86,4.59
1991-04-03,0.67,23.16,30.64,16.18,38.8,2.35
1991-04-04,0.52,22.76,31.4,15.3,38.62,2.06
1991-04-05,0.0,23.11,32.04,15.13,37.85,2.31
1991-04-06,0.0,22.23,30.36,15.94,39.72,2.79
1991-04-07,0.08,22.18,29.7,16.05,45.81,2.68
1991-04-08,0.64,16.34,18.75,12.93,69.54,3.09
1991-04-09,5.68,16.25,21.71,12.33,65.57,2.83
1991-04-10,1.83,18.4,26.39,10.97,51.85,2.45
1991-04-11,3.77,19.56,26.74,11.34,45.47,3.01
1991-04-12,0.0,19.25,24.31,14.84,50.25,2.55
1991-04-13,0.0,17.86,24.88,13.42,60.69,5.14
1991-04-14,7.17,19.17,25.15,14.12,56.66,3.76
1991-04-15,23.82,19.17,25.17,13.28,51.54,3.59
1991-04-16,0.44,18.64,25.5,10.75,39.56,2.93
1991-04-17,0.0,18.61,27.85,9.76,32.65,3.92
1991-04-18,0.0,21.45,31.39,11.88,27.04,3.21
1991-04-19,0.0,24.35,33.36,13.43,24.29,1.98
1991-04-20,0.0,24.64,33.3,14.52,30.12,2.99
1991-04-21,0.0,24.38,31.21,18.8,38.47,3.38
1991-04-22,0.01,24.78,33.85,16.35,40.74,3.2
1991-04-23,0.26,24.22,32.3,16.45,38.2,2.5
1991-04-24,0.01,25.0,33.61,15.69,33.54,3.18
1991-04-25,0.0,26.42,35.15,16.77,28.28,2.55
1991-04-26,0.0,27.47,35.92,18.74,28.2,2.64
1991-04-27,0.0,27.25,36.33,19.11,29.89,2.81
1991-04-28,0.0,26.52,35.05,17.76,28.86,2.75
1991-04-29,0.0,28.56,37.42,19.21,27.56,2.87
1991-04-30,0.0,29.72,38.25,20.08,22.94,2.75
1991-05-01,0.0,30.0,37.61,21.61,22.93,4.1
1991-05-02,0.0,28.5,36.31,21.22,21.66,3.99
1991-05-03,0.0,27.33,35.38,17.6,24.1,2.57
1991-05-04,0.0,27.96,36.98,19.48,19.39,3.49
1991-05-05,0.0,28.21,35.27,21.42,25.21,3.65
1991-05-06,0.0,28.74,36.5,20.97,24.86,3.15
1991-05-07,0.05,29.47,37.63,21.06,24.46,2.66
1991-05-08,0.0,28.25,35.39,22.95,26.76,2.75
1991-05-09,0.0,29.73,37.87,21.35,20.46,3.14
1991-05-10,0.0,29.14,36.03,22.59,15.74,4.64
1991-05-11,0.0,28.45,35.91,20.86,12.3,2.62
1991-05-12,0.0,29.24,38.1,19.29,13.47,3.52
1991-05-13,0.0,30.68,39.59,22.49,14.48,3.66
1991-05-14,0.0,30.83,39.24,23.54,16.25,3.5
1991-05-15,0.0,31.82,40.28,22.75,13.83,3.74
1991-05-16,0.0,31.52,39.02,23.77,14.03,2.98
1991-05-17,0.01,32.59,39.9,25.13,18.5,2.9
1991-05-18,0.05,33.25,40.3,27.05,22.18,2.32
1991-05-19,0.0,33.51,41.08,25.58,21.12,3.51
1991-05-20,0.01,30.31,37.7,23.09,34.52,4.82
1991-05-21,3.57,30.54,36.49,24.28,33.05,2.03
1991-05-22,0.2,29.8,37.01,23.02,29.91,2.94
1991-05-23,0.0,30.65,38.45,22.7,21.92,3.09
1991-05-24,0.0,32.65,40.89,24.09,20.49,2.66
1991-05-25,0.42,31.82,39.0,24.86,23.99,2.95
1991-05-26,0.04,32.26,40.16,24.24,17.35,4.33
1991-05-27,0.04,31.98,39.99,22.53,12.14,2.77
1991-05-28,0.0,31.96,40.13,23.37,12.1,2.5
1991-05-29,0.0,32.25,41.49,23.3,12.34,3.53
1991-05-30,0.0,32.07,39.87,23.44,13.12,3.12
1991-05-31,0.0,33.42,42.11,23.12,9.82,2.5
1991-06-01,0.0,34.1,42.99,22.65,7.3,3.13
1991-06-02,0.0,35.34,44.61,23.62,6.52,2.64
1991-06-03,0.0,36.65,44.7,27.59,6.25,2.18
1991-06-04,0.0,36.81,45.29,28.54,7.7,2.58
1991-06-05,0.0,37.14,46.12,25.85,8.04,2.65
1991-06-06,0.0,36.5,44.26,26.21,9.0,2.73
1991-06-07,0.0,36.54,45.01,27.56,10.55,2.8
1991-06-08,0.0,37.32,45.49,27.25,11.37,2.6
1991-06-09,0.11,36.8,46.54,26.55,16.28,4.1
1991-06-10,0.09,37.02,45.04,28.61,19.63,5.47
1991-06-11,2.44,34.5,41.01,28.34,29.07,4.19
1991-06-12,0.0,34.54,41.73,27.95,24.72,2.77
1991-06-13,0.0,35.89,44.13,27.14,17.67,2.31
1991-06-14,0.0,36.25,44.41,26.44,14.08,2.76
1991-06-15,0.0,36.31,44.1,26.79,17.13,2.85
1991-06-16,0.0,37.26,44.82,28.14,14.48,2.17
1991-06-17,0.0,37.5,44.91,28.72,16.11,3.13
1991-06-18,0.02,35.79,42.06,28.74,17.31,3.02
1991-06-19,1.29,31.79,37.57,26.54,32.86,4.24
1991-06-20,0.2,31.72,38.46,24.68,31.78,2.38
1991-06-21,0.13,33.18,40.59,25.83,20.91,2.41
1991-06-22,0.14,33.09,40.62,24.76,21.49,3.47
1991-06-23,0.0,34.4,41.9,26.42,17.62,2.41
1991-06-24,0.0,34.76,42.84,26.18,15.79,2.98
1991-06-25,0.0,34.9,43.49,25.97,12.64,3.08
1991-06-26,0.02,34.64,43.63,24.76,10.04,3.33
1991-06-27,0.0,35.63,44.32,26.62,10.33,3.11
1991-06-28,0.0,36.53,44.65,28.14,10.98,2.27
1991-06-29,0.0,36.59,44.7,27.99,14.35,2.32
1991-06-30,0.0,38.01,45.7,27.63,12.25,2.25
1991-07-01,0.0,38.01,46.04,29.29,12.47,3.02
1991-07-02,0.0,37.29,45.16,28.86,15.54,2.98
1991-07-03,0.0,37.74,45.23,28.77,14.97,2.55
1991-07-04,0.0,37.54,45.67,28.9,15.04,2.69
1991-07-05,0.0,36.83,43.88,29.38,20.03,2.15
1991-07-06,6.42,35.61,41.78,29.03,24.32,2.28
1991-07-07,1.71,34.75,41.45,27.21,27.93,2.02
1991-07-08,0.18,35.58,43.02,27.18,25.48,2.16
1991-07-09,0.0,37.16,44.74,28.28,21.29,2.14
1991-07-10,0.0,37.15,44.95,28.8,21.84,2.42
1991-07-11,0.25,36.26,43.94,27.78,20.84,2.39
1991-07-12,0.0,35.56,42.83,27.82,21.78,4.0
1991-07-13,25.51,32.96,40.12,26.94,37.15,6.09
1991-07-14,31.56,31.21,36.6,26.25,53.35,2.06
1991-07-15,2.41,31.84,39.12,23.74,48.75,2.57
1991-07-16,0.06,33.82,41.34,25.62,42.29,2.6
1991-07-17,0.0,33.76,41.06,26.54,41.37,2.68
1991-07-18,0.03,33.55,40.53,26.48,42.2,2.9
1991-07-19,8.93,33.64,41.05,26.07,46.26,2.77
1991-07-20,0.76,33.74,40.95,26.42,46.11,2.43
1991-07-21,0.85,32.93,39.12,27.75,48.13,2.7
1991-07-22,8.09,31.72,37.32,26.34,55.17,2.12
1991-07-23,0.13,32.11,38.9,24.89,45.42,1.76
1991-07-24,0.02,32.55,40.7,24.17,42.03,2.33
1991-07-25,0.0,33.37,39.99,27.38,39.53,1.68
1991-07-26,10.7,32.54,39.88,24.64,47.46,2.04
1991-07-27,0.0,33.48,40.36,26.04,43.73,2.24
1991-07-28,0.0,34.49,42.57,26.44,41.34,2.45
1991-07-29,0.0,34.26,42.75,26.85,39.82,3.58
1991-07-30,2.7,32.63,39.35,26.41,49.91,2.78
1991-07-31,26.87,31.82,37.0,26.33,56.93,1.85
1991-08-01,8.01,32.08,37.4,26.08,56.07,2.14
1991-08-02,31.43,31.57,36.25,27.17,58.19,1.71
1991-08-03,0.09,31.8,38.23,25.29,54.83,2.08
1991-08-04,0.1,32.48,39.12,26.28,51.55,2.69
1991-08-05,7.46,31.31,37.23,25.91,55.12,1.97
1991-08-06,7.8,30.78,36.99,24.85,56.18,2.02
1991-08-07,0.0,31.1,37.48,24.65,53.32,2.22
1991-08-08,0.01,31.94,38.65,25.36,50.2,2.64
1991-08-09,0.05,31.65,39.02,26.28,50.19,4.88
1991-08-10,44.9,28.2,31.65,24.18,59.04,2.59
1991-08-11,0.0,28.51,34.4,21.58,53.08,1.99
1991-08-12,0.03,29.84,36.63,22.13,47.02,2.04
1991-08-13,0.0,30.28,37.23,22.44,47.11,2.16
1991-08-14,0.0,31.56,38.09,23.85,45.95,1.69
1991-08-15,0.0,31.22,37.24,24.69,50.14,1.83
1991-08-16,0.0,31.22,37.25,24.46,49.4,1.78
1991-08-17,0.0,31.89,38.58,25.26,49.34,2.18
1991-08-18,0.48,31.22,37.1,25.55,53.09,2.63
1991-08-19,4.5,31.22,36.51,26.21,58.66,1.72
1991-08-20,0.08,31.1,37.12,25.85,58.14,2.05
1991-08-21,1.71,31.1,36.99,25.37,57.31,2.16
1991-08-22,5.01,30.0,35.78,24.79,62.06,1.78
1991-08-23,1.77,29.27,35.08,24.52,64.84,2.59
1991-08-24,0.38,29.65,36.13,23.83,61.04,1.77
1991-08-25,0.07,30.73,37.57,24.68,56.68,2.05
1991-08-26,0.0,31.39,38.37,24.19,50.77,1.94
1991-08-27,0.0,32.94,40.02,24.82,43.06,2.03
1991-08-28,1.37,30.69,36.95,24.42,55.03,3.15
1991-08-29,2.98,29.69,35.48,24.93,65.75,1.96
1991-08-30,4.01,29.12,35.04,24.01,65.42,1.38
1991-08-31,2.83,29.67,35.29,24.18,60.68,1.4
1991-09-01,1.94,30.63,36.83,24.71,56.55,1.57
1991-09-02,0.12,30.14,36.2,23.68,54.62,1.82
1991-09-03,0.03,31.19,37.95,23.87,50.64,1.59
1991-09-04,0.07,31.3,38.49,24.46,50.45,1.94
1991-09-05,1.52,31.15,39.13,24.05,50.06,2.41
1991-09-06,0.0,30.64,37.64,24.1,48.75,2.17
1991-09-07,19.5,29.37,35.97,22.81,54.9,1.9
1991-09-08,14.24,29.18,36.17,22.59,55.67,1.93
1991-09-09,0.0,30.02,36.94,23.55,50.53,1.73
1991-09-10,0.0,30.26,37.34,23.42,48.9,2.15
1991-09-11,0.0,29.84,36.91,22.93,50.86,2.07
1991-09-12,0.0,29.79,37.09,22.9,51.02,2.1
1991-09-13,0.0,29.73,36.65,23.22,51.34,2.18
1991-09-14,0.02,30.3,37.39,23.69,52.12,2.26
1991-09-15,17.29,28.54,34.01,24.17,59.05,2.18
1991-09-16,6.02,27.72,32.55,24.06,62.2,1.77
1991-09-17,29.07,25.61,30.44,21.87,68.96,2.27
1991-09-18,2.99,25.99,31.07,20.69,62.16,2.0
1991-09-19,0.07,25.89,31.39,20.49,60.32,2.01
1991-09-20,0.01,26.42,32.52,20.5,55.26,2.08
1991-09-21,0.0,26.81,33.42,20.46,52.29,2.27
1991-09-22,0.0,26.94,34.02,19.8,47.6,2.06
1991-09-23,0.0,26.9,34.85,19.4,45.53,2.33
1991-09-24,0.0,26.42,35.1,18.86,42.5,2.48
1991-09-25,0.0,26.18,34.29,18.57,43.04,2.74
1991-09-26,4.89,26.49,34.67,18.7,44.53,2.44
1991-09-27,15.14,23.93,31.46,18.62,57.3,3.24
1991-09-28,0.99,22.72,31.23,17.87,64.63,3.78
1991-09-29,0.59,22.87,29.94,17.5,55.58,2.6
1991-09-30,0.0,21.73,29.37,15.73,45.48,2.34
1991-10-01,0.0,21.29,29.0,16.02,38.78,2.47
1991-10-02,0.0,21.93,30.23,14.98,37.26,2.02
1991-10-03,0.0,22.78,31.44,14.95,36.88,2.09
1991-10-04,0.0,23.43,32.62,15.08,36.72,2.17
1991-10-05,0.0,24.35,31.61,18.2,35.41,1.99
1991-10-06,0.0,23.93,32.32,16.35,36.7,2.37
1991-10-07,0.0,24.24,31.9,16.06,36.35,2.0
1991-10-08,0.0,24.41,32.26,18.41,38.76,2.09
1991-10-09,0.0,24.02,32.15,16.05,38.04,2.07
1991-10-10,0.0,23.76,32.74,15.93,38.93,2.36
1991-10-11,0.0,22.49,31.03,15.93,40.52,2.75
1991-10-12,0.28,22.77,30.89,15.28,36.81,1.8
1991-10-13,0.0,21.44,30.05,14.79,40.74,2.79
1991-10-14,0.0,21.61,29.2,14.21,38.94,2.18
1991-10-15,1.23,20.05,26.59,14.36,47.59,2.4
1991-10-16,0.09,20.0,28.73,12.64,47.36,2.29
1991-10-17,1.5,21.31,29.65,14.11,43.76,2.01
1991-10-18,0.0,21.63,30.38,15.11,38.47,2.16
1991-10-19,0.0,21.92,30.46,14.34,37.27,2.06
1991-10-20,0.0,22.5,30.66,15.56,33.11,2.17
1991-10-21,0.0,20.89,30.05,13.66,37.77,3.04
1991-10-22,0.0,21.83,30.53,15.24,36.52,2.66
1991-10-23,0.0,21.48,30.47,13.89,36.48,2.8
1991-10-24,0.0,21.68,30.3,14.37,35.28,2.09
1991-10-25,0.0,21.49,30.55,14.94,34.08,2.56
1991-10-26,0.0,20.89,29.47,12.81,31.96,2.4
1991-10-27,0.0,21.74,30.62,13.5,30.76,2.11
1991-10-28,0.0,21.23,29.31,13.35,31.11,2.38
1991-10-29,0.0,21.22,29.43,15.12,31.44,1.9
1991-10-30,0.0,20.59,29.24,13.98,30.82,2.06
1991-10-31,0.04,20.05,28.68,13.65,28.65,2.42
1991-11-01,0.0,21.0,29.91,14.55,22.77,2.16
1991-11-02,0.0,19.66,29.75,11.84,20.81,2.95
1991-11-03,0.0,19.97,29.59,11.62,17.8,2.33
1991-11-04,0.0,19.27,28.74,10.79,18.03,2.38
1991-11-05,0.0,18.94,28.82,11.11,18.89,2.52
1991-11-06,0.0,18.45,27.83,10.92,19.09,2.87
1991-11-07,0.0,18.04,26.66,10.21,19.71,2.57
1991-11-08,0.0,18.12,27.28,10.3,20.89,2.39
1991-11-09,0.0,17.94,26.47,10.49,22.24,2.39
1991-11-10,0.0,17.19,25.52,10.27,24.46,2.25
1991-11-11,0.0,17.44,25.24,11.2,24.03,2.08
1991-11-12,0.0,17.17,24.43,10.41,31.37,2.23
1991-11-13,0.0,17.4,24.84,12.09,29.66,2.49
1991-11-14,0.05,17.82,25.33,10.64,29.57,2.11
1991-11-15,0.0,17.21,24.68,11.98,29.59,2.81
1991-11-16,0.0,16.88,25.1,10.95,24.39,2.19
1991-11-17,0.0,15.74,24.54,9.02,24.94,2.69
1991-11-18,0.0,15.82,24.19,9.32,24.19,2.33
1991-11-19,0.0,17.03,25.18,11.98,21.86,2.29
1991-11-20,0.0,16.71,25.2,9.74,20.96,2.21
1991-11-21,0.0,16.54,25.4,9.99,20.95,2.49
1991-11-22,0.0,16.17,24.67,9.11,22.24,2.42
1991-11-23,0.0,16.67,25.83,11.47,21.57,2.98
1991-11-24,0.0,16.27,25.4,10.33,21.53,3.34
1991-11-25,0.0,17.48,25.33,12.7,19.23,2.48
1991-11-26,0.0,16.94,21.83,11.52,23.61,2.08
1991-11-27,0.0,15.62,24.63,9.68,40.18,2.85
1991-11-28,0.0,16.54,24.64,11.18,29.02,2.37
1991-11-29,0.0,14.59,22.05,9.57,31.15,4.65
1991-11-30,0.01,13.67,22.5,7.87,34.46,2.92
1991-12-01,4.19,12.89,21.65,7.97,31.15,2.88
1991-12-02,0.0,13.38,22.65,6.63,22.79,2.91
1991-12-03,0.0,14.66,21.84,8.9,17.43,1.67
1991-12-04,0.0,16.43,24.1,10.9,23.42,2.49
1991-12-05,0.0,15.26,22.97,10.27,43.27,3.3
1991-12-06,0.0,16.16,24.41,10.98,37.55,2.98
1991-12-07,0.04,17.73,24.65,12.76,31.06,1.64
1991-12-08,0.27,15.91,24.06,11.36,39.16,2.5
1991-12-09,0.36,16.05,23.5,11.03,36.61,2.27
1991-12-10,0.0,15.34,23.36,9.48,37.25,2.67
1991-12-11,0.63,13.52,19.78,9.46,44.36,2.43
1991-12-12,0.26,15.87,23.03,10.34,43.81,2.29
1991-12-13,0.12,16.23,23.89,10.92,51.18,2.74
1991-12-14,0.26,17.53,25.17,12.91,45.76,2.01
1991-12-15,0.0,16.48,23.27,12.89,43.46,1.97
1991-12-16,0.0,16.33,21.67,12.8,36.47,2.31
1991-12-17,0.0,16.52,21.45,14.16,32.15,2.17
1991-12-18,0.0,15.82,19.53,12.87,34.18,1.83
1991-12-19,0.0,16.19,21.97,13.16,42.3,2.74
1991-12-20,0.0,16.13,21.64,13.21,34.45,3.22
1991-12-21,1.13,13.29,16.06,11.41,57.48,3.83
1991-12-22,14.86,12.3,17.57,8.35,77.42,2.23
1991-12-23,1.42,12.1,18.42,8.23,62.95,1.98
1991-12-24,0.0,12.32,19.27,7.59,52.82,1.8
1991-12-25,0.02,11.01,15.94,6.48,58.14,1.37
1991-12-26,0.0,9.91,17.43,4.27,59.22,2.46
1991-12-27,0.07,9.77,14.99,5.57,54.68,2.42
1991-12-28,0.79,9.01,16.03,4.13,58.93,2.3
1991-12-29,0.1,9.34,16.34,4.41,49.99,2.1
1991-12-30,0.0,9.65,16.15,5.05,44.73,1.98
1991-12-31,0.0,8.14,16.63,3.33,49.12,2.58
1992-01-01,0.0,7.98,16.01,2.8,47.32,2.45
1992-01-02,0.0,9.79,18.37,4.94,49.0,2.65
1992-01-03,0.0,10.15,16.95,5.36,48.79,2.89
1992-01-04,0.0,13.38,20.04,8.6,51.28,1.85
1992-01-05,0.0,11.53,17.63,7.78,61.28,2.81
1992-01-06,0.0,13.36,20.29,8.2,49.43,2.43
1992-01-07,0.0,12.35,17.16,9.41,59.96,4.51
1992-01-08,7.92,12.2,19.03,7.22,63.43,1.86
1992-01-09,0.28,11.55,18.1,7.8,61.36,2.35
1992-01-10,0.22,10.57,16.86,5.39,55.99,3.09
1992-01-11,3.58,8.94,16.91,3.66,51.27,2.32
1992-01-12,2.06,6.84,13.8,2.15,54.05,3.1
1992-01-13,0.02,10.79,18.27,4.57,40.82,2.26
1992-01-14,0.0,9.49,14.12,5.64,53.63,2.57
1992-01-15,0.0,11.52,18.19,6.63,50.32,1.86
1992-01-16,0.0,11.77,20.2,7.45,45.9,2.39
1992-01-17,0.0,10.65,18.24,5.33,47.07,3.05
1992-01-18,0.0,12.59,17.56,9.28,41.41,1.63
1992-01-19,0.0,12.9,20.49,8.65,48.86,2.56
1992-01-20,0.0,13.22,21.24,8.42,53.85,2.17
1992-01-21,0.0,13.2,21.08,7.8,52.83,2.26
1992-01-22,0.0,12.3,19.77,6.47,55.83,2.71
1992-01-23,0.02,13.22,18.71,9.81,56.02,1.93
1992-01-24,4.82,11.58,14.85,8.92,77.65,3.72
1992-01-25,0.2,12.21,15.27,9.84,81.13,3.04
1992-01-26,3.37,11.23,13.22,10.06,86.97,3.09
1992-01-27,2.94,12.59,17.13,9.52,78.94,1.21
1992-01-28,3.88,10.94,13.54,8.81,86.32,1.64
1992-01-29,13.5,11.08,14.19,9.21,90.95,4.81
1992-01-30,42.7,11.69,15.77,8.6,89.29,3.35
1992-01-31,5.22,11.1,17.34,6.86,77.75,2.2
1992-02-01,4.69,11.36,18.55,6.46,55.97,2.75
1992-02-02,0.0,10.8,18.39,3.56,54.27,2.7
1992-02-03,0.0,10.84,18.7,4.29,58.59,2.66
1992-02-04,0.0,11.63,17.82,7.9,52.47,2.1
1992-02-05,0.07,11.48,16.62,6.93,70.0,2.4
1992-02-06,9.2,10.03,11.68,7.51,85.58,4.75
1992-02-07,6.38,10.15,13.81,6.11,80.61,1.44
1992-02-08,0.0,9.36,16.95,3.16,66.06,2.87
1992-02-09,0.15,11.03,18.8,5.27,50.94,2.14
1992-02-10,0.0,11.12,19.09,5.72,48.15,2.26
1992-02-11,0.0,11.95,19.53,5.46,46.3,2.32
1992-02-12,0.03,9.42,13.28,6.59,68.97,4.9
1992-02-13,35.4,11.04,16.26,6.52,82.18,2.69
1992-02-14,0.14,10.01,17.54,4.82,64.57,3.09
1992-02-15,0.81,11.01,19.93,4.65,52.09,3.13
1992-02-16,0.0,10.71,18.72,3.5,50.02,2.99
1992-02-17,0.0,12.4,19.52,6.18,52.52,2.18
1992-02-18,0.0,11.84,19.57,5.44,53.38,3.06
1992-02-19,0.0,10.04,15.44,5.33,63.58,2.31
1992-02-20,0.05,10.57,15.85,5.0,65.92,1.96
1992-02-21,0.0,11.74,18.23,6.63,60.34,1.59
1992-02-22,0.0,12.05,19.31,6.49,58.02,2.34
1992-02-23,0.0,12.72,21.06,6.46,54.88,2.75
1992-02-24,0.0,12.94,21.78,5.63,49.02,2.7
1992-02-25,0.0,14.76,22.01,8.22,41.72,2.43
1992-02-26,0.0,15.73,23.19,10.61,48.21,2.23
1992-02-27,0.01,14.5,21.84,9.79,55.38,3.91
1992-02-28,5.35,13.67,17.26,10.54,67.73,5.76
1992-02-29,3.89,14.4,22.34,7.97,64.03,4.86
1992-03-01,1.7,12.48,20.85,5.97,50.07,3.04
1992-03-02,0.99,13.46,22.06,7.11,43.88,2.74
1992-03-03,0.0,14.26,22.5,8.16,43.65,2.76
1992-03-04,0.0,14.66,22.8,6.85,43.19,2.84
1992-03-05,0.0,14.02,20.54,9.16,54.96,2.96
1992-03-06,0.0,13.8,22.5,7.86,55.48,3.14
1992-03-07,0.02,14.6,22.77,8.08,48.09,3.13
1992-03-08,0.0,15.12,23.55,8.73,47.65,3.09
1992-03-09,0.0,16.7,25.1,9.17,43.36,2.47
1992-03-10,0.13,16.61,24.93,10.25,47.6,3.47
1992-03-11,0.7,16.11,21.82,12.03,50.48,7.09
1992-03-12,0.14,15.03,21.82,9.52,59.58,4.65
1992-03-13,6.57,14.6,21.09,9.96,55.01,4.88
1992-03-14,0.22,12.13,20.88,5.17,56.37,3.08
1992-03-15,0.66,13.43,22.16,5.82,44.06,3.6
1992-03-16,0.0,15.46,24.35,7.81,46.44,2.85
1992-03-17,0.0,18.54,26.41,11.33,45.0,2.58
1992-03-18,0.0,18.24,26.35,11.11,47.14,2.5
1992-03-19,0.02,17.89,24.79,12.43,49.51,2.8
1992-03-20,3.36,15.8,21.19,12.09,64.88,4.6
1992-03-21,0.19,17.5,24.37,10.36,55.18,2.22
1992-03-22,5.38,15.14,18.0,12.22,78.42,3.4
1992-03-23,16.99,16.05,20.87,13.05,83.71,5.24
1992-03-24,28.91,17.18,22.61,11.6,72.74,2.43
