date,precipitation_sum,temperature_2m_mean,temperature_2m_max,temperature_2m_min,relative_humidity_2m_mean,wind_speed_10m_mean
2008-01-06,0.81,11.09,16.98,7.2,61.5,2.56
2008-01-07,5.83,11.41,18.17,7.17,66.59,2.95
2008-01-08,16.42,9.89,12.27,8.13,88.87,3.2
2008-01-09,11.45,10.34,12.93,9.03,93.56,3.25
2008-01-10,11.73,9.63,14.17,5.37,84.44,2.51
2008-01-11,0.01,7.68,14.55,3.67,67.48,2.73
2008-01-12,0.0,8.41,16.98,3.42,44.88,2.25
2008-01-13,0.0,8.73,17.54,2.68,47.11,2.92
2008-01-14,0.0,9.74,17.84,5.52,47.68,3.15
2008-01-15,0.0,12.16,20.09,6.21,47.88,2.86
2008-01-16,2.92,11.04,13.83,9.54,77.21,2.79
2008-01-17,19.56,10.65,13.19,8.12,91.9,2.53
2008-01-18,2.34,9.21,15.35,4.87,73.15,2.21
2008-01-19,0.0,8.46,15.31,4.56,45.98,2.36
2008-01-20,0.0,6.52,14.97,0.91,45.42,2.93
2008-01-21,0.0,6.13,13.88,-0.74,42.2,2.68
2008-01-22,0.0,7.84,14.16,3.69,38.45,2.04
2008-01-23,0.0,6.23,13.28,1.71,41.27,2.8
2008-01-24,0.0,5.88,12.64,1.94,40.36,2.0
2008-01-25,0.0,4.83,11.8,-2.21,43.92,2.18
2008-01-26,0.0,5.22,13.0,0.95,42.67,2.24
2008-01-27,0.0,5.74,14.22,-2.03,46.46,2.58
2008-01-28,0.0,9.64,16.7,4.9,40.21,1.75
2008-01-29,0.0,8.04,15.74,2.71,47.81,2.72
2008-01-30,0.0,8.51,16.65,2.22,45.53,2.9
2008-01-31,0.0,7.14,17.55,-0.28,39.41,3.36
2008-02-01,0.0,7.84,17.06,-0.13,37.37,2.75
2008-02-02,1.15,7.84,15.35,3.76,51.29,2.28
2008-02-03,2.31,6.44,11.37,2.78,74.99,1.99
2008-02-04,5.26,8.01,13.81,3.83,69.87,2.15
2008-02-05,0.59,7.21,11.67,4.03,86.17,2.12
2008-02-06,3.31,7.55,13.07,2.56,69.95,1.65
2008-02-07,6.01,6.85,11.11,2.63,78.42,3.01
2008-02-08,0.67,7.47,11.79,3.22,73.2,1.39
2008-02-09,0.0,7.3,15.58,1.25,57.73,3.4
2008-02-10,0.0,9.16,17.23,3.8,36.03,2.64
2008-02-11,0.0,8.2,16.81,1.65,35.06,2.67
2008-02-12,0.0,7.83,17.47,0.46,41.58,3.65
2008-02-13,0.0,9.46,20.24,0.02,38.18,3.35
2008-02-14,0.0,10.86,17.44,5.23,40.11,2.54
2008-02-15,0.0,11.87,21.25,5.1,43.83,2.88
2008-02-16,0.0,14.08,23.12,6.27,47.28,2.65
2008-02-17,0.0,15.09,23.09,9.81,46.39,3.23
2008-02-18,0.0,13.97,24.75,7.23,40.98,3.4
2008-02-19,0.0,13.75,26.1,4.68,34.88,3.7
2008-02-20,0.0,14.56,25.34,5.78,33.32,3.28
2008-02-21,0.0,15.22,22.37,9.45,37.55,4.53
2008-02-22,0.29,15.96,22.69,9.62,40.75,3.76
2008-02-23,0.07,15.55,23.0,10.34,49.5,2.17
2008-02-24,0.13,15.19,23.01,10.28,53.91,2.06
2008-02-25,0.0,14.35,22.62,8.67,44.67,3.64
2008-02-26,0.0,14.47,24.58,7.09,36.65,4.27
2008-02-27,0.0,16.3,27.88,7.56,35.67,4.02
2008-02-28,0.0,17.92,28.78,9.21,36.94,3.57
2008-02-29,0.0,21.09,29.23,13.23,34.48,2.05
2008-03-01,0.0,20.82,28.53,13.58,38.53,2.44
2008-03-02,0.0,21.2,28.21,14.82,34.5,1.62
2008-03-03,0.93,18.81,26.66,12.38,43.62,2.52
2008-03-04,0.74,18.92,27.02,12.72,47.56,3.06
2008-03-05,0.0,19.5,28.59,12.14,48.55,2.9
2008-03-06,0.39,19.17,27.65,13.31,48.86,2.88
2008-03-07,0.02,19.68,28.25,13.38,44.68,2.59
2008-03-08,0.42,19.16,28.21,11.32,43.83,2.43
2008-03-09,0.0,20.75,28.39,13.4,39.05,2.07
2008-03-10,0.0,19.48,27.82,12.84,46.42,2.69
2008-03-11,0.02,19.48,27.93,12.45,42.92,3.38
2008-03-12,0.0,19.99,29.06,12.52,40.31,2.71
2008-03-13,0.0,20.46,29.13,13.23,37.94,2.6
2008-03-14,0.0,20.62,29.38,13.29,39.37,2.59
2008-03-15,0.0,21.3,29.83,13.27,39.49,3.27
2008-03-16,0.0,23.3,32.56,14.25,33.77,2.42
2008-03-17,0.0,23.27,31.88,14.81,32.32,3.86
2008-03-18,0.0,22.41,31.93,14.67,31.51,3.06
2008-03-19,0.0,21.71,31.04,14.42,29.92,2.84
2008-03-20,0.02,21.3,30.65,12.86,32.25,2.91
2008-03-21,0.0,20.37,29.9,13.37,33.93,3.21
2008-03-22,0.0,21.51,30.25,13.98,35.73,2.83
2008-03-23,0.0,22.64,31.91,14.07,31.55,3.3
2008-03-24,0.0,24.01,33.24,16.36,24.3,3.03
2008-03-25,0.0,24.11,33.45,14.72,22.43,2.64
2008-03-26,0.0,23.9,33.15,16.42,24.79,2.66
2008-03-27,0.0,23.9,31.58,16.93,27.77,3.34
2008-03-28,0.0,24.67,33.04,16.12,24.8,2.56
2008-03-29,0.0,26.12,34.5,19.52,18.1,2.14
2008-03-30,0.02,24.75,33.95,16.04,16.97,2.91
2008-03-31,7.51,23.23,30.91,15.95,34.79,2.18
2008-04-01,0.57,23.19,31.44,14.74,36.95,2.02
2008-04-02,9.73,21.85,28.24,15.28,43.93,2.27
2008-04-03,0.1,18.72,22.65,15.84,61.15,2.72
2008-04-04,1.25,18.75,23.93,13.22,61.33,2.56
2008-04-05,81.08,15.58,16.8,14.13,88.38,4.91
2008-04-06,1.25,16.66,21.79,11.36,74.92,2.27
2008-04-07,6.01,18.14,23.39,12.83,70.49,1.84
2008-04-08,2.15,19.56,25.37,13.91,65.63,2.56
2008-04-09,2.3,20.47,28.41,14.45,59.11,3.06
2008-04-10,1.71,21.14,27.38,14.9,65.6,2.81
2008-04-11,2.54,21.94,28.01,16.14,64.94,2.3
2008-04-12,0.03,23.85,29.38,18.26,52.11,1.48
2008-04-13,0.0,22.53,30.53,14.62,51.4,3.35
2008-04-14,1.93,23.41,30.68,16.73,50.99,2.68
2008-04-15,12.74,19.24,23.67,14.6,67.79,2.64
2008-04-16,2.38,19.33,26.0,13.9,58.91,2.42
2008-04-17,0.17,20.63,28.98,12.32,47.86,3.44
2008-04-18,0.0,22.78,30.71,14.62,44.53,2.84
2008-04-19,0.05,23.11,31.8,15.25,47.8,3.26
2008-04-20,0.0,24.29,32.97,16.25,48.25,3.32
2008-04-21,0.0,25.61,33.19,18.25,46.83,3.48
2008-04-22,0.0,25.66,34.43,18.12,46.79,3.14
2008-04-23,0.0,25.95,33.68,19.58,45.85,2.96
2008-04-24,0.0,26.56,34.93,19.09,41.03,3.36
2008-04-25,0.0,27.24,35.33,20.04,37.02,2.72
2008-04-26,0.07,27.11,35.41,19.25,34.93,2.76
2008-04-27,0.0,27.08,35.62,17.66,33.36,3.59
2008-04-28,0.0,29.06,36.97,21.46,28.02,2.45
2008-04-29,0.0,28.35,37.62,19.26,31.75,2.84
2008-04-30,0.05,28.67,37.98,19.03,31.69,3.16
2008-05-01,0.0,29.36,38.01,20.8,32.21,2.7
2008-05-02,0.0,30.79,39.34,21.88,27.94,2.57
2008-05-03,0.0,31.07,40.19,22.62,28.06,2.7
2008-05-04,0.12,30.6,40.15,22.47,31.42,2.91
2008-05-05,0.0,30.58,37.79,24.04,31.91,2.97
2008-05-06,0.22,29.43,36.5,23.99,23.79,2.23
2008-05-07,0.0,28.76,37.35,20.29,26.49,2.46
2008-05-08,0.0,29.4,37.0,20.42,28.66,1.86
2008-05-09,0.1,29.12,36.52,23.04,33.84,2.31
2008-05-10,0.48,28.44,34.83,21.73,36.73,2.53
2008-05-11,0.3,29.35,37.03,21.68,33.56,2.93
2008-05-12,0.01,30.43,38.85,22.56,26.61,2.62
2008-05-13,0.52,31.02,38.13,22.13,26.75,2.11
2008-05-14,0.99,31.1,38.75,24.47,27.93,2.55
2008-05-15,1.46,31.55,40.13,22.61,26.72,2.96
2008-05-16,2.33,31.76,39.13,24.1,30.01,2.72
2008-05-17,0.0,32.83,41.09,23.75,23.36,3.12
2008-05-18,0.0,33.23,41.3,23.72,21.4,2.9
2008-05-19,0.01,33.34,41.1,24.76,21.27,3.45
2008-05-20,0.02,32.38,39.46,24.27,26.59,2.55
2008-05-21,0.0,32.86,41.22,24.5,18.91,2.3
2008-05-22,0.75,31.08,37.79,25.31,32.18,3.16
2008-05-23,1.62,29.97,35.31,25.0,45.31,2.48
2008-05-24,0.37,27.86,32.77,25.33,52.08,2.45
2008-05-25,10.12,28.13,32.49,23.43,52.59,1.76
2008-05-26,0.01,28.75,36.16,21.1,45.47,2.26
2008-05-27,0.27,28.78,36.56,21.17,38.38,2.59
2008-05-28,0.1,30.68,37.26,23.18,29.95,2.58
2008-05-29,0.0,32.08,39.58,23.9,26.87,2.3
2008-05-30,0.0,33.18,40.57,24.79,25.62,2.15
2008-05-31,0.36,35.05,42.02,27.31,22.02,2.39
2008-06-01,0.11,35.17,42.28,26.65,23.21,2.17
2008-06-02,5.92,31.63,37.62,26.01,42.49,2.89
2008-06-03,3.83,31.22,37.71,24.32,45.97,2.18
2008-06-04,0.01,33.55,39.73,26.17,35.77,1.74
2008-06-05,0.0,34.58,41.27,26.26,32.46,1.9
2008-06-06,0.28,34.99,42.18,27.12,31.88,2.86
2008-06-07,2.03,35.28,41.96,27.55,32.44,2.31
2008-06-08,4.3,34.17,40.81,27.65,34.95,2.2
2008-06-09,26.34,30.86,36.05,26.91,57.2,2.94
2008-06-10,1.83,31.54,36.88,25.65,57.96,1.49
2008-06-11,0.02,32.49,38.53,26.1,54.06,1.74
2008-06-12,2.74,33.03,38.17,27.69,52.5,1.33
2008-06-13,0.12,33.68,38.43,28.56,49.34,1.48
2008-06-14,10.45,33.52,38.63,28.22,54.96,1.77
2008-06-15,14.41,32.98,37.77,28.46,58.29,1.71
2008-06-16,10.96,30.9,35.43,26.07,63.59,2.0
2008-06-17,0.91,32.84,38.02,27.76,49.85,1.93
2008-06-18,0.78,32.99,39.13,26.31,52.18,2.0
2008-06-19,12.48,31.82,37.08,27.03,57.82,1.64
2008-06-20,10.21,31.92,36.67,26.95,52.41,1.37
2008-06-21,3.58,32.54,36.96,26.68,47.48,1.25
2008-06-22,8.83,31.57,36.6,25.76,53.02,1.28
2008-06-23,0.58,32.62,37.92,25.1,50.32,1.69
2008-06-24,3.7,34.45,39.69,28.45,44.08,2.15
2008-06-25,0.37,33.84,40.43,26.03,47.23,1.81
2008-06-26,20.35,33.42,39.03,26.76,55.55,1.85
2008-06-27,7.54,33.88,39.06,28.9,53.0,1.85
2008-06-28,36.62,30.73,34.2,26.93,59.28,1.59
2008-06-29,3.46,29.49,33.59,25.31,64.76,2.05
2008-06-30,0.19,28.91,32.97,24.46,66.7,1.9
2008-07-01,0.0,30.44,34.46,24.64,59.17,1.31
2008-07-02,0.0,32.5,37.82,26.0,56.45,2.04
2008-07-03,0.25,33.89,39.02,28.36,54.66,1.69
2008-07-04,7.33,33.34,39.25,27.84,57.06,1.93
2008-07-05,38.6,31.59,35.53,27.52,66.33,1.91
2008-07-06,47.99,29.1,32.64,26.08,80.06,3.04
2008-07-07,20.48,28.63,32.29,24.99,78.83,2.11
2008-07-08,22.95,28.82,31.82,25.53,77.21,2.04
2008-07-09,1.66,28.71,31.96,25.4,76.1,2.54
2008-07-10,0.19,29.03,32.87,24.74,74.01,1.77
2008-07-11,9.93,29.73,32.95,25.66,73.73,1.87
2008-07-12,29.48,28.65,31.91,25.47,75.94,1.51
2008-07-13,0.1,28.46,32.28,24.41,72.38,1.47
2008-07-14,3.26,28.68,32.33,23.74,71.48,1.35
2008-07-15,0.0,30.1,33.84,25.69,66.82,1.4
2008-07-16,3.89,30.15,34.62,25.1,67.54,1.57
2008-07-17,9.29,30.72,35.18,25.99,67.22,1.84
2008-07-18,15.47,30.5,34.22,26.54,69.61,1.82
2008-07-19,5.8,30.01,33.56,25.87,70.95,1.78
2008-07-20,6.43,28.9,32.79,25.54,76.77,3.11
2008-07-21,22.76,28.31,31.51,25.11,75.68,2.04
2008-07-22,5.22,28.98,33.14,23.95,69.24,1.65
2008-07-23,0.0,29.44,33.55,24.23,65.89,1.67
2008-07-24,0.0,30.23,34.99,25.29,63.01,1.74
2008-07-25,1.2,30.05,34.66,24.21,64.77,1.87
2008-07-26,6.53,28.68,33.15,24.38,72.71,2.28
2008-07-27,0.16,30.34,34.39,25.02,63.99,1.23
2008-07-28,4.88,29.37,33.06,24.97,73.02,1.85
2008-07-29,4.84,30.41,34.32,25.22,69.62,1.63
2008-07-30,0.81,30.72,33.86,26.89,70.13,1.6
2008-07-31,4.24,29.8,34.17,25.82,76.12,2.64
2008-08-01,3.05,27.42,31.42,24.16,83.73,3.41
2008-08-02,11.62,28.01,31.43,24.7,80.98,1.52
2008-08-03,32.69,28.3,31.29,25.66,80.02,1.37
2008-08-04,15.38,28.54,31.59,25.35,77.28,1.64
2008-08-05,2.7,27.21,30.61,24.42,82.52,2.78
2008-08-06,0.0,27.97,31.94,23.25,76.11,1.29
2008-08-07,0.19,28.84,32.95,23.89,74.14,1.63
2008-08-08,10.29,29.74,34.23,25.29,74.19,1.85
2008-08-09,17.94,28.19,31.64,24.98,83.32,2.29
2008-08-10,2.49,29.32,32.91,25.43,77.06,1.43
2008-08-11,7.75,28.83,31.97,25.31,78.57,1.73
2008-08-12,10.84,27.82,31.46,24.41,81.29,1.89
2008-08-13,5.25,27.17,31.27,23.66,80.64,1.65
2008-08-14,7.95,27.07,32.17,21.92,78.41,1.71
2008-08-15,6.92,26.8,30.77,23.58,83.57,2.47
2008-08-16,3.18,27.74,31.78,22.85,72.61,1.39
2008-08-17,3.68,27.7,31.42,23.24,69.71,1.41
2008-08-18,0.0,27.66,31.41,23.49,72.67,1.91
2008-08-19,0.0,28.65,33.18,23.72,69.0,1.87
2008-08-20,0.16,28.96,33.42,23.4,66.3,1.61
2008-08-21,8.17,28.27,32.37,23.96,71.1,1.97
2008-08-22,0.63,28.09,32.44,23.54,71.32,1.92
2008-08-23,0.34,28.01,32.06,23.74,72.69,1.72
2008-08-24,0.29,28.4,32.55,23.98,72.85,1.81
2008-08-25,0.0,29.31,33.64,24.41,69.01,1.82
2008-08-26,0.03,29.74,34.38,24.49,66.26,1.9
2008-08-27,0.04,29.45,34.73,24.08,63.95,2.04
2008-08-28,0.0,29.37,34.85,23.8,62.24,2.18
2008-08-29,0.09,29.41,34.74,23.95,61.05,1.57
2008-08-30,1.28,29.05,34.42,24.11,62.69,1.42
2008-08-31,4.82,26.77,30.94,22.3,72.48,1.7
2008-09-01,0.01,27.19,31.61,22.27,67.03,1.32
2008-09-02,0.0,28.07,33.25,22.48,63.78,1.68
2008-09-03,0.05,29.01,33.89,23.66,61.28,1.69
2008-09-04,1.47,28.53,33.49,23.18,66.41,1.72
2008-09-05,10.27,27.52,32.53,22.52,67.57,2.3
2008-09-06,37.58,25.16,28.92,21.63,72.55,1.29
2008-09-07,2.34,23.75,27.92,19.63,68.49,1.33
2008-09-08,0.0,25.23,30.61,18.77,58.57,1.51
2008-09-09,0.0,25.91,31.29,20.21,55.65,2.0
2008-09-10,0.0,27.4,33.55,21.37,50.35,1.66
2008-09-11,0.0,27.62,33.89,21.43,49.05,1.95
2008-09-12,0.0,27.52,34.02,20.43,51.22,2.2
2008-09-13,0.0,27.39,34.0,20.54,54.62,2.27
2008-09-14,0.0,27.27,33.46,20.78,55.35,2.1
2008-09-15,0.0,27.7,33.53,21.37,57.34,2.06
2008-09-16,5.26,28.11,33.3,23.28,59.76,1.83
2008-09-17,1.42,27.03,31.85,22.85,64.61,1.89
2008-09-18,0.42,27.16,32.3,22.65,59.0,1.52
2008-09-19,0.86,26.62,31.82,21.47,59.64,1.69
2008-09-20,0.0,26.76,32.45,21.55,56.15,1.65
2008-09-21,7.82,25.91,31.15,21.06,62.16,1.82
2008-09-22,0.0,25.6,30.43,20.59,57.91,1.26
2008-09-23,0.23,24.67,30.27,19.77,57.73,1.84
2008-09-24,0.0,24.58,31.34,18.32,54.26,2.56
2008-09-25,0.0,25.64,32.06,19.88,49.79,2.31
2008-09-26,0.0,27.1,34.58,20.15,45.73,2.25
2008-09-27,0.0,26.71,33.89,19.94,44.77,2.24
2008-09-28,0.0,27.09,34.18,20.05,47.16,2.47
2008-09-29,0.0,27.95,36.02,20.53,45.14,2.74
2008-09-30,0.0,27.43,35.45,20.87,51.04,2.09
2008-10-01,0.0,28.07,35.11,22.37,50.39,2.24
2008-10-02,0.0,27.44,34.52,21.62,52.62,1.95
2008-10-03,0.0,28.45,34.84,22.0,53.32,1.65
2008-10-04,0.0,28.82,35.13,23.36,51.24,1.73
2008-10-05,0.0,28.47,34.81,22.53,52.13,1.83
2008-10-06,5.24,27.22,32.69,22.77,59.74,1.34
2008-10-07,4.57,25.37,31.67,20.93,62.34,1.95
2008-10-08,0.28,24.76,31.74,19.57,56.13,2.25
2008-10-09,0.01,24.8,32.06,18.6,50.83,2.11
2008-10-10,0.0,24.71,32.4,18.09,47.68,2.8
2008-10-11,0.0,25.31,33.45,17.87,42.69,2.7
2008-10-12,0.0,25.76,34.03,18.7,41.47,2.54
2008-10-13,0.0,25.74,33.7,19.01,39.61,2.52
2008-10-14,0.13,24.71,32.5,18.47,42.41,2.21
2008-10-15,16.89,22.63,27.74,17.92,54.05,2.06
2008-10-16,0.29,21.45,29.14,16.05,56.67,2.49
2008-10-17,0.0,21.94,29.71,15.76,47.76,2.79
2008-10-18,0.0,22.33,30.17,15.57,42.34,2.0
2008-10-19,0.0,22.35,29.82,16.35,43.06,2.03
2008-10-20,0.0,22.84,30.06,17.39,42.9,2.17
2008-10-21,0.0,22.54,30.29,16.24,43.45,2.64
2008-10-22,0.0,23.08,30.65,16.38,43.79,2.57
2008-10-23,0.0,22.62,31.01,15.84,44.34,2.53
2008-10-24,0.0,22.57,30.06,15.94,39.43,2.0
2008-10-25,0.0,21.94,29.54,16.48,43.88,1.78
2008-10-26,0.0,21.47,29.88,14.95,41.38,2.75
2008-10-27,0.0,21.5,29.41,15.17,36.99,2.83
2008-10-28,0.0,21.44,29.4,16.04,37.76,2.2
2008-10-29,0.02,20.89,28.01,14.48,42.49,2.05
2008-10-30,0.93,20.5,27.78,15.05,53.95,3.34
2008-10-31,0.0,20.56,29.95,14.33,44.98,3.17
2008-11-01,0.0,21.72,30.22,14.9,37.53,2.93
2008-11-02,0.0,21.95,30.5,14.62,38.9,2.51
2008-11-03,0.0,21.67,29.78,16.02,39.33,2.72
2008-11-04,0.0,20.52,30.24,14.82,29.58,3.86
2008-11-05,0.0,21.69,30.69,15.25,22.46,2.23
2008-11-06,0.0,21.43,29.98,15.09,25.24,2.2
2008-11-07,0.0,21.78,30.13,15.78,28.24,2.34
2008-11-08,0.0,22.14,30.65,15.37,29.66,2.09
2008-11-09,0.0,21.93,29.86,15.15,28.52,1.77
2008-11-10,0.0,21.94,30.08,16.93,26.27,2.34
2008-11-11,0.0,21.7,28.66,16.87,24.89,1.37
2008-11-12,0.1,19.35,26.94,14.47,30.59,2.1
2008-11-13,16.88,18.16,23.48,14.69,52.05,2.35
2008-11-14,1.85,16.96,23.07,12.96,64.53,2.52
2008-11-15,0.21,16.31,22.67,12.54,55.15,1.68
2008-11-16,0.0,16.14,22.64,11.67,46.28,1.59
2008-11-17,0.0,15.08,22.8,10.19,45.15,2.24
2008-11-18,0.0,16.36,24.72,11.03,46.58,2.32
2008-11-19,0.19,16.65,23.74,10.82,41.44,2.29
2008-11-20,1.17,14.29,21.66,9.54,52.88,3.1
2008-11-21,0.0,12.89,21.96,7.38,44.42,3.55
2008-11-22,0.0,14.16,23.53,7.39,34.26,2.75
2008-11-23,0.0,16.16,25.22,10.78,34.68,2.52
2008-11-24,0.0,16.3,26.17,8.99,37.86,3.23
2008-11-25,0.0,17.26,26.05,10.76,34.55,2.17
2008-11-26,0.0,16.49,25.1,9.81,37.03,2.3
2008-11-27,0.0,16.21,24.59,11.02,35.62,2.11
2008-11-28,0.0,16.22,25.45,10.63,33.36,2.32
2008-11-29,0.0,16.96,26.66,12.36,32.59,3.02
2008-11-30,0.0,18.22,27.47,11.61,28.93,2.35
2008-12-01,0.0,17.8,26.3,12.07,29.14,2.21
2008-12-02,0.0,16.55,24.86,11.51,30.94,2.65
2008-12-03,0.0,16.17,25.33,9.56,29.65,2.59
2008-12-04,0.0,16.95,25.75,11.14,27.25,2.49
2008-12-05,0.0,16.24,25.13,8.98,26.9,2.41
2008-12-06,0.0,16.46,25.98,8.42,25.84,2.8
2008-12-07,1.29,17.1,27.18,10.53,26.49,2.73
2008-12-08,16.77,16.11,22.5,12.47,63.98,2.62
2008-12-09,0.7,14.19,19.42,10.23,76.39,3.17
2008-12-10,0.02,13.92,21.53,9.75,61.36,2.72
2008-12-11,0.0,14.18,22.53,9.39,49.47,2.95
2008-12-12,0.02,13.22,23.12,6.47,40.39,3.06
2008-12-13,0.0,13.46,22.21,7.43,38.15,2.3
2008-12-14,0.0,12.55,21.49,6.76,41.06,2.48
2008-12-15,0.0,14.4,21.22,9.79,33.8,1.53
2008-12-16,0.03,12.86,18.16,10.16,44.96,2.62
2008-12-17,3.04,11.63,17.27,7.68,73.24,2.59
2008-12-18,0.96,14.3,22.53,9.75,62.85,2.53
2008-12-19,3.51,14.6,19.36,11.16,69.58,1.61
2008-12-20,17.34,13.96,18.6,10.11,78.21,1.9
2008-12-21,0.0,11.91,19.74,6.71,64.71,2.97
2008-12-22,0.0,12.63,22.57,6.86,49.78,3.16
2008-12-23,0.0,13.71,22.35,8.43,37.58,2.65
2008-12-24,0.0,14.07,22.31,9.49,40.9,2.44
2008-12-25,0.0,13.47,21.65,8.26,43.93,2.45
2008-12-26,0.0,13.74,22.77,8.43,44.07,2.76
2008-12-27,0.0,12.89,21.4,5.93,44.35,2.48
2008-12-28,0.0,13.74,20.38,9.49,40.05,1.69
2008-12-29,0.0,12.02,18.93,8.36,46.13,2.2
2008-12-30,0.0,12.1,20.65,7.95,49.9,2.88
2008-12-31,0.0,11.73,21.1,6.28,43.69,3.28
2009-01-01,0.0,11.01,21.51,3.96,36.28,3.28
2009-01-02,0.0,12.84,20.28,7.66,31.1,1.57
2009-01-03,10.84,10.69,15.61,7.92,57.3,2.2
2009-01-04,0.25,9.39,13.82,5.92,73.9,3.41
2009-01-05,0.33,9.49,17.49,4.03,64.37,2.75
2009-01-06,0.0,10.6,17.99,4.89,52.93,2.06
2009-01-07,0.01,11.04,17.71,6.36,53.52,1.9
2009-01-08,0.01,10.5,18.13,5.19,48.87,2.17
2009-01-09,0.01,11.77,18.96,7.11,48.26,2.09
2009-01-10,0.0,11.35,18.32,6.77,50.83,2.29
2009-01-11,0.0,11.44,20.68,4.58,49.1,2.45
2009-01-12,0.0,12.55,19.84,6.75,50.73,2.03
2009-01-13,0.13,11.97,18.01,8.09,45.32,1.73
2009-01-14,0.12,11.74,19.0,6.07,48.3,2.28
2009-01-15,0.27,14.39,22.96,9.18,48.36,2.4
2009-01-16,3.03,13.08,19.07,8.87,65.78,2.62
2009-01-17,3.65,11.87,16.78,8.09,80.53,2.68
2009-01-18,9.99,11.14,14.91,8.54,81.16,2.52
2009-01-19,0.03,11.16,18.34,6.45,65.85,3.02
2009-01-20,0.0,11.5,22.15,3.75,42.74,3.11
2009-01-21,0.0,13.46,22.92,6.88,36.51,2.78
2009-01-22,0.0,15.58,22.68,10.03,30.64,1.6
2009-01-23,0.0,14.28,23.73,6.3,43.6,2.54
2009-01-24,0.13,16.14,24.79,11.51,49.07,2.3
2009-01-25,3.43,13.52,17.43,9.87,74.72,2.78
2009-01-26,6.18,15.31,20.73,11.51,63.44,2.63
2009-01-27,3.68,12.62,17.96,7.74,74.26,2.11
2009-01-28,1.25,13.04,21.58,6.7,54.2,2.13
2009-01-29,0.0,13.3,20.13,8.62,48.37,2.22
2009-01-30,0.0,12.66,20.12,8.02,57.12,2.82
2009-01-31,0.36,12.32,21.43,6.0,50.32,3.72
2009-02-01,0.0,13.71,22.5,7.75,37.09,2.73
2009-02-02,0.05,11.97,18.56,5.52,43.0,2.12
2009-02-03,0.15,14.05,22.28,8.18,47.69,2.86
2009-02-04,2.27,14.51,23.1,7.65,49.23,2.58
2009-02-05,10.42,12.93,17.26,10.3,66.71,2.31
2009-02-06,7.89,10.91,16.37,5.54,68.89,3.17
2009-02-07,0.11,11.36,21.91,3.72,50.75,2.91
2009-02-08,0.0,13.33,23.07,5.95,39.55,2.6
2009-02-09,0.22,12.28,17.74,8.92,56.02,2.82
2009-02-10,2.97,11.57,16.82,8.81,70.92,2.54
2009-02-11,0.06,12.71,19.17,7.56,68.72,1.75
2009-02-12,0.86,12.91,19.05,9.04,68.79,1.9
2009-02-13,26.33,11.92,16.92,8.48,73.43,3.66
2009-02-14,0.32,12.09,18.66,7.76,74.43,2.75
2009-02-15,0.0,12.05,20.57,5.93,58.45,2.78
2009-02-16,0.0,13.16,21.45,5.05,47.56,2.48
2009-02-17,0.0,15.18,22.36,9.66,41.47,2.4
2009-02-18,0.0,13.82,23.0,7.13,49.89,3.35
2009-02-19,0.7,15.45,24.16,8.65,48.78,2.94
2009-02-20,3.61,14.22,21.4,7.82,63.09,2.93
2009-02-21,0.18,14.59,22.2,8.29,55.73,3.24
2009-02-22,0.39,13.13,18.97,8.25,67.37,2.51
2009-02-23,2.77,13.43,19.35,9.15,71.16,2.67
2009-02-24,0.04,15.97,23.11,9.86,58.26,2.3
2009-02-25,0.0,15.4,22.65,10.66,47.19,2.6
2009-02-26,0.0,15.36,23.26,8.91,42.57,3.09
2009-02-27,0.0,15.08,23.77,8.18,43.55,3.19
2009-02-28,0.0,14.87,24.05,8.05,38.07,3.88
2009-03-01,0.0,16.06,24.37,10.69,43.79,2.9
2009-03-02,0.0,20.07,27.22,12.43,47.28,2.35
2009-03-03,3.32,20.08,26.45,14.87,51.63,4.37
2009-03-04,0.02,18.79,26.58,13.86,55.42,2.59
2009-03-05,2.55,18.07,26.35,12.34,50.29,2.61
2009-03-06,0.01,17.68,26.19,10.7,46.35,2.75
2009-03-07,0.28,17.55,25.54,11.74,52.14,2.78
2009-03-08,0.58,17.78,24.68,12.2,40.6,2.1
2009-03-09,0.0,16.34,24.72,9.24,47.07,2.74
2009-03-10,0.0,16.2,25.68,9.34,40.55,3.53
2009-03-11,0.0,16.94,27.89,8.2,34.94,4.04
2009-03-12,0.0,19.54,28.98,10.77,33.51,3.27
2009-03-13,0.0,20.38,29.51,11.49,34.73,2.48
2009-03-14,0.0,19.55,28.86,11.41,36.15,2.89
2009-03-15,0.0,20.28,30.21,11.88,39.86,2.93
2009-03-16,0.0,20.25,27.57,12.76,39.95,1.96
2009-03-17,0.0,20.79,29.18,13.77,44.78,2.92
2009-03-18,0.65,18.91,25.86,13.06,55.01,3.3
2009-03-19,0.01,20.36,26.75,14.56,56.65,2.82
2009-03-20,0.31,18.69,27.99,13.02,57.44,3.53
2009-03-21,0.0,18.78,26.46,12.87,52.14,2.77
2009-03-22,0.0,18.55,26.08,11.66,44.47,2.24
2009-03-23,0.01,20.22,28.63,12.88,41.25,2.06
2009-03-24,23.56,16.78,23.7,13.51,65.62,3.13
2009-03-25,4.47,17.43,24.11,12.6,69.19,2.19
2009-03-26,0.05,18.11,26.31,10.95,56.6,2.5
2009-03-27,2.79,18.21,24.23,13.33,60.48,2.37
2009-03-28,0.88,17.68,24.68,12.4,63.94,2.64
2009-03-29,8.14,16.39,20.66,13.11,72.73,2.16
