radius_m,w_lower,w_upper,component_id,component_name,rank,top3
500,0.7182320441988951,0.72992700729927,139-008,Kalawan,4,False
500,0.7182320441988951,0.72992700729927,139-009,Giri complex,1,True
500,0.7182320441988951,0.72992700729927,139-010,Kunala,10,False
500,0.7182320441988951,0.72992700729927,139-011,Jandial,17,False
500,0.7182320441988951,0.72992700729927,139-012,Lalchak / Badalpur,14,False
500,0.7182320441988951,0.72992700729927,139-013,Mohra Moradu,9,False
500,0.7182320441988951,0.72992700729927,139-014,Pippala,12,False
500,0.7182320441988951,0.72992700729927,139-015,Jaulian,2,True
500,0.7182320441988951,0.72992700729927,139-016,Lalchak mounds,11,False
500,0.7182320441988951,0.72992700729927,139-017,Bhallar,13,False
500,0.7182320441988951,0.72992700729927,139-018,Giri Mosque / tombs,5,False
500,0.72992700729927,0.7352941176470589,139-001,Khanpur Cave,15,False
500,0.72992700729927,0.7352941176470589,139-003,Bhir Mound,16,False
500,0.72992700729927,0.7352941176470589,139-004,Sirkap,5,False
500,0.72992700729927,0.7352941176470589,139-005,Sirsukh,7,False
500,0.72992700729927,0.7352941176470589,139-006,Dharmarajika,3,True
500,0.72992700729927,0.7352941176470589,139-007,Khader Mohra,8,False
500,0.72992700729927,0.7352941176470589,139-008,Kalawan,4,False
500,0.72992700729927,0.7352941176470589,139-009,Giri complex,1,True
500,0.72992700729927,0.7352941176470589,139-010,Kunala,10,False
500,0.72992700729927,0.7352941176470589,139-011,Jandial,17,False
500,0.72992700729927,0.7352941176470589,139-012,Lalchak / Badalpur,14,False
500,0.72992700729927,0.7352941176470589,139-013,Mohra Moradu,9,False
500,0.72992700729927,0.7352941176470589,139-014,Pippala,12,False
500,0.72992700729927,0.7352941176470589,139-015,Jaulian,2,True
500,0.72992700729927,0.7352941176470589,139-016,Lalchak mounds,11,False
500,0.72992700729927,0.7352941176470589,139-017,Bhallar,13,False
500,0.72992700729927,0.7352941176470589,139-018,Giri Mosque / tombs,6,False
500,0.7352941176470589,0.7407407407407411,139-001,Khanpur Cave,15,False
500,0.7352941176470589,0.7407407407407411,139-003,Bhir Mound,16,False
500,0.7352941176470589,0.7407407407407411,139-004,Sirkap,5,False
500,0.7352941176470589,0.7407407407407411,139-005,Sirsukh,7,False
500,0.7352941176470589,0.7407407407407411,139-006,Dharmarajika,2,True
500,0.7352941176470589,0.7407407407407411,139-007,Khader Mohra,8,False
500,0.7352941176470589,0.7407407407407411,139-008,Kalawan,4,False
500,0.7352941176470589,0.7407407407407411,139-009,Giri complex,1,True
500,0.7352941176470589,0.7407407407407411,139-010,Kunala,10,False
500,0.7352941176470589,0.7407407407407411,139-011,Jandial,17,False
500,0.7352941176470589,0.7407407407407411,139-012,Lalchak / Badalpur,14,False
