model,inner_macro_f1,parameters,fit_seconds,primary_selected
RandomForest,0.6945818040939145,"{""min_samples_leaf"": 12}",44.12970042228699,True
Logistic,0.6553363318943733,"{""logisticregression__C"": 1}",2.094106912612915,False
MLP,0.6242933018802884,"{""mlpclassifier__alpha"": 0.01}",66.61897039413452,False
XGBoost,0.6167277108344184,"{""max_depth"": 3}",34.164639472961426,False
ExtraTrees,0.6166499852588542,"{""min_samples_leaf"": 3}",15.647566318511963,False
CatBoost,0.6138498406443387,"{""depth"": 8}",178.23798608779907,False
HistGradientBoosting,0.6107451332827315,"{""max_leaf_nodes"": 15}",55.67893958091736,False
