season_year,season,complete_period,valid_days,missing_weather_values,precipitation_sum_mm,precipitation_mean_mm_day,rx1day_mm,rx5day_mm,wet_days_ge1mm,heavy_precipitation_days,consecutive_wet_days,consecutive_dry_days,temperature_mean_c,tmax_mean_c,tmin_mean_c,annual_or_period_max_tmax_c,hot_days,heatwave_max_days,relative_humidity_mean_percent,dew_point_mean_c,soil_moisture_mean_m3m3,et0_sum_mm
2021,DJF,True,90,0,106.35,1.1816666666666666,24.15,35.349999999999994,15,0,4,32,10.671388888888886,17.404166666666665,4.7972222222222225,23.375,0,0,69.09166666666667,4.6066666666666665,0.3085888888888889,188.39999999999998
2021,MAM,True,92,0,181.6,1.9739130434782608,36.150000000000006,65.75,23,1,4,11,20.933152173913044,27.125815217391306,14.299728260869566,38.55,2,2,54.88586956521739,10.070380434782608,0.25979891304347824,449.5725
2021,Monsoon,True,92,0,361.15000000000003,3.92554347826087,49.650000000000006,106.15,38,3,5,11,27.9570652173913,32.34864130434783,23.662228260869572,40.15,5,3,69.65489130434783,21.23885869565217,0.28459239130434777,426.79749999999996
2021,Post-monsoon,True,61,0,73.2,1.2,19.05,34.5,8,0,4,37,17.97459016393443,24.892622950819668,11.958606557377049,31.175,0,0,60.14754098360656,9.195901639344264,0.23295901639344255,188.9325
2022,DJF,True,90,0,254.75,2.8305555555555557,55.15,93.95,20,2,6,20,9.89861111111111,15.789444444444444,4.446666666666667,21.175,0,0,70.47222222222223,4.1530555555555555,0.3130277777777778,170.6975
2022,MAM,True,92,0,81.69999999999999,0.8880434782608695,20.4,27.25,18,0,3,19,24.150815217391308,31.051086956521736,16.646195652173912,39.9,5,5,46.28260869565217,10.097554347826089,0.21197010869565217,526.5425
2022,Monsoon,True,92,0,321.65,3.496195652173913,28.15,58.2,47,0,14,8,27.37119565217391,31.586141304347827,23.401358695652174,35.349999999999994,0,0,72.00271739130434,21.355978260869566,0.29951630434782606,379.0300000000001
2022,Post-monsoon,True,61,0,55.65,0.9122950819672131,9.55,19.25,11,0,3,16,18.496311475409833,25.39795081967213,12.340573770491805,32.9,0,0,55.14344262295082,8.111885245901638,0.20517622950819672,194.66250000000002
2023,DJF,True,90,0,130.45,1.4494444444444443,27.200000000000003,42.05,15,0,3,28,10.807222222222224,17.286666666666665,4.890000000000001,23.825,0,0,65.95833333333333,3.9838888888888895,0.259225,186.99499999999998
2023,MAM,True,92,0,267.34999999999997,2.905978260869565,31.15,47.55,35,0,8,13,20.214945652173913,26.10597826086956,13.972282608695652,37.525,1,1,62.13315217391305,11.631249999999998,0.28150815217391306,406.6925
2023,Monsoon,True,92,0,265.45,2.8853260869565216,25.15,45.699999999999996,47,0,7,8,28.423097826086952,33.18478260869565,23.858695652173903,37.575,1,1,66.66032608695652,20.992391304347823,0.2635217391304348,439.25250000000005
2023,Post-monsoon,True,61,0,88.30000000000001,1.4475409836065576,36.4,57.099999999999994,10,1,5,19,18.638524590163932,25.126639344262298,12.73606557377049,33.925,0,0,61.372950819672134,9.980737704918031,0.2282172131147541,181.9825
2024,DJF,True,91,0,90.15,0.9906593406593407,29.55,43.6,9,0,4,58,10.853021978021978,17.425,4.856043956043956,21.7,0,0,67.07142857142857,4.21565934065934,0.20810714285714288,190.01500000000001
2024,MAM,True,92,0,353.90000000000003,3.846739130434783,57.75,82.95,31,1,6,15,20.576358695652175,26.664130434782606,13.959510869565218,38.85,9,6,59.44836956521739,10.940489130434782,0.30950000000000005,432.36000000000007
2024,Monsoon,True,92,0,405.0,4.4021739130434785,40.099999999999994,110.85,55,2,12,11,28.13478260869565,32.54320652173914,23.826902173913048,39.45,3,2,71.7445652173913,22.04429347826087,0.29836684782608697,401.55749999999995
2024,Post-monsoon,True,61,0,30.800000000000004,0.5049180327868853,8.55,17.950000000000003,7,0,2,19,19.811885245901642,26.4,14.026639344262295,31.950000000000003,0,0,61.13934426229508,11.180737704918034,0.21645901639344262,191.645
2025,DJF,True,90,0,120.10000000000002,1.3344444444444448,23.8,69.55,13,0,4,34,11.1125,17.928888888888892,4.955555555555555,22.45,0,0,59.46388888888889,2.4305555555555554,0.18476944444444443,205.12999999999997
2025,MAM,True,92,0,156.85000000000002,1.7048913043478264,31.95,46.55,25,0,3,14,23.05652173913043,29.787771739130434,15.831793478260868,41.45,11,9,48.91576086956522,9.871195652173913,0.22770652173913045,498.91
2025,Monsoon,True,92,0,460.55000000000007,5.005978260869566,58.150000000000006,93.7,53,2,10,7,26.99972826086957,30.969565217391303,23.390489130434784,34.325,0,0,76.89945652173913,22.19646739130435,0.35236684782608696,362.3850000000001
2025,Post-monsoon,True,61,0,67.29999999999998,1.10327868852459,47.099999999999994,59.199999999999996,5,1,2,28,17.656557377049182,24.606967213114757,11.670491803278686,32.25,0,0,61.864754098360656,9.300409836065572,0.20936885245901635,182.64249999999998
