season_year,season,complete_period,valid_days,missing_weather_values,precipitation_sum_mm,precipitation_mean_mm_day,rx1day_mm,rx5day_mm,wet_days_ge1mm,heavy_precipitation_days,consecutive_wet_days,consecutive_dry_days,temperature_mean_c,tmax_mean_c,tmin_mean_c,annual_or_period_max_tmax_c,hot_days,heatwave_max_days,relative_humidity_mean_percent,dew_point_mean_c,soil_moisture_mean_m3m3,et0_sum_mm
2015,Monsoon,True,92,0,520.2,5.654347826086957,133.35,172.99999999999997,47,3,13,16,26.63478260869565,30.90815217391305,22.493478260869562,39.025,2,2,74.72826086956522,21.2625,0.3296630434782609,381.44750000000005
2015,Post-monsoon,True,61,0,171.3,2.8081967213114756,42.5,57.699999999999996,12,1,3,18,17.78647540983607,23.802868852459017,12.443032786885245,31.325,0,0,70.04918032786885,11.63893442622951,0.3152459016393442,162.925
2016,DJF,True,91,0,160.05,1.758791208791209,37.25,44.6,12,1,3,15,10.641758241758241,17.090934065934068,4.847527472527473,24.65,0,0,72.25274725274726,5.302197802197802,0.3534478021978022,185.065
2016,MAM,True,92,0,277.00000000000006,3.010869565217392,36.65,104.3,27,3,5,13,21.828532608695653,27.81711956521739,15.22961956521739,40.2,5,5,58.07065217391305,11.7375,0.27181249999999996,437.05499999999995
2016,Monsoon,True,92,0,237.65,2.5831521739130436,29.55,39.35,47,0,8,8,28.310597826086955,32.849184782608695,23.732880434782615,38.55,1,1,67.86413043478261,21.243750000000002,0.2530951086956522,429.4275
2016,Post-monsoon,True,61,0,7.799999999999999,0.12786885245901639,2.6,3.9,2,0,1,27,20.476229508196717,27.45696721311475,14.06844262295082,35.05,0,0,49.85245901639344,8.509016393442623,0.14272540983606555,206.76500000000004
2017,DJF,True,90,0,258.15000000000003,2.8683333333333336,41.15,67.8,20,2,5,23,11.710277777777778,17.72194444444445,6.295833333333333,23.125,0,0,68.15833333333333,5.373055555555556,0.3062638888888889,180.81
2017,MAM,True,92,0,169.79999999999998,1.8456521739130434,25.9,67.6,23,0,5,18,21.837228260869562,28.306250000000002,14.894293478260868,39.875,4,4,54.880434782608695,10.952445652173912,0.24933695652173912,458.56749999999994
2017,Monsoon,True,92,0,360.94999999999993,3.9233695652173908,39.6,82.7,56,1,31,19,27.370652173913047,32.04483695652174,22.984239130434784,38.075,2,1,72.4320652173913,21.383423913043476,0.32828532608695654,406.21999999999997
2017,Post-monsoon,True,61,0,20.9,0.3426229508196721,14.4,19.15,3,0,2,44,19.608196721311472,26.55081967213115,13.329918032786884,33.9,0,0,54.39754098360656,8.87827868852459,0.1657377049180328,199.5275
2018,DJF,True,90,0,112.85,1.2538888888888888,38.65,56.5,10,2,3,24,11.309722222222222,18.160555555555554,5.156944444444444,24.125,0,0,64.44722222222222,4.046666666666667,0.25036388888888894,198.745
2018,MAM,True,92,0,212.79999999999995,2.313043478260869,30.95,56.75,21,0,4,16,22.130978260869565,28.633967391304346,15.143478260869568,39.7,4,4,54.34782608695652,10.812228260869565,0.250945652173913,473.1925
2018,Monsoon,True,92,0,477.7,5.192391304347826,79.44999999999999,133.79999999999998,41,3,6,9,27.623369565217395,32.04184782608696,23.29429347826087,39.55,3,2,71.56521739130434,21.48315217391304,0.3023478260869565,412.3450000000001
2018,Post-monsoon,True,61,0,102.89999999999999,1.6868852459016392,39.2,52.75000000000001,10,1,4,16,17.268852459016394,23.988524590163934,11.425409836065574,31.675,0,0,63.40163934426229,9.342622950819672,0.26600409836065575,178.7875
2019,DJF,True,90,0,235.05,2.611666666666667,37.9,62.95,29,1,5,20,9.406944444444443,15.342500000000001,3.977777777777778,20.65,0,0,71.225,3.90388888888889,0.3283333333333333,160.7675
2019,MAM,True,92,0,204.6,2.223913043478261,28.85,61.849999999999994,20,0,3,20,20.395652173913042,26.526902173913047,13.705434782608696,38.15,2,2,60.307065217391305,11.219565217391304,0.29381521739130434,428.58000000000004
2019,Monsoon,True,92,0,372.8,4.052173913043478,74.19999999999999,119.69999999999997,51,1,10,7,28.17065217391304,32.442119565217396,23.949456521739133,41.3,4,4,70.86413043478261,21.786141304347826,0.2863396739130435,406.63499999999993
2019,Post-monsoon,True,61,0,80.60000000000001,1.3213114754098363,28.3,42.7,11,0,3,15,18.570081967213117,24.404098360655745,13.212295081967213,30.625,0,0,63.14344262295082,10.50983606557377,0.24858196721311474,171.7875
2020,DJF,True,91,0,179.95,1.9774725274725273,31.75,42.2,22,0,3,19,9.760164835164835,15.800549450549452,4.195604395604396,22.975,0,0,70.85714285714286,4.134340659340659,0.3237307692307692,174.41
2020,MAM,True,92,0,386.55,4.201630434782609,56.5,103.60000000000001,37,2,5,6,19.657065217391306,25.13885869565218,13.764945652173912,37.775,2,2,67.40489130434783,12.573641304347825,0.34170108695652174,385.16
2020,Monsoon,True,92,0,574.5,6.244565217391305,138.95,166.95,45,3,15,24,27.506521739130434,32.14592391304347,22.8820652173913,39.2,2,2,69.75271739130434,20.8366847826087,0.29535326086956526,421.7475
2020,Post-monsoon,True,61,0,54.8,0.8983606557377048,28.15,40.25,6,0,3,44,17.524590163934423,24.39016393442623,11.316803278688523,30.85,0,0,56.52049180327869,7.698360655737704,0.19738114754098363,189.2325
