epoch_id,label_year,item_id,platform,acquisition_datetime_utc,acquisition_date,weather_provider,precipitation_preceding_7d_mm,temperature_mean_preceding_7d_c,tmax_max_preceding_7d_c,data_completeness_preceding_7d,precipitation_preceding_30d_mm,temperature_mean_preceding_30d_c,tmax_max_preceding_30d_c,data_completeness_preceding_30d,precipitation_preceding_90d_mm,temperature_mean_preceding_90d_c,tmax_max_preceding_90d_c,data_completeness_preceding_90d,precipitation_preceding_180d_mm,temperature_mean_preceding_180d_c,tmax_max_preceding_180d_c,data_completeness_preceding_180d,precipitation_preceding_365d_mm,temperature_mean_preceding_365d_c,tmax_max_preceding_365d_c,data_completeness_preceding_365d,humidity_mean_preceding_7d_percent,soil_moisture_mean_preceding_7d_m3m3
E2014,2014,LC08_L2SP_150037_20151006_02_T1,landsat-8,2015-10-06T05:42:23.834857Z,2015-10-06,Open-Meteo ERA5-Seamless,0.1,23.082142857142856,30.95,1.0,49.949999999999996,24.70416666666667,33.7,1.0,433.55,26.19194444444444,33.775,1.0,643.75,26.176666666666662,39.175,1.0,1130.05,19.799999999999997,39.175,1.0,61.107142857142854,0.22910714285714287
E2014,2014,LC08_L2SP_150037_20151006_02_T1,landsat-8,2015-10-06T05:42:23.834857Z,2015-10-06,NASA POWER,0.28,25.308571428571423,33.84,1.0,80.67999999999999,27.02066666666667,36.76,1.0,490.59,28.85877777777778,40.23,1.0,665.94,29.205000000000002,44.38,1.0,1037.51,22.338082191780824,44.38,1.0,45.87714285714286,
E2014,2014,LC08_L2SP_150037_20151022_02_T1,landsat-8,2015-10-22T05:42:26.577845Z,2015-10-22,Open-Meteo ERA5-Seamless,43.35,20.696428571428573,28.549999999999997,1.0,100.45000000000002,22.715833333333332,31.325,1.0,269.0,25.408333333333335,33.7,1.0,675.7,26.28236111111111,39.175,1.0,1161.4,19.919041095890407,39.175,1.0,70.5,0.30878571428571433
E2014,2014,LC08_L2SP_150037_20151022_02_T1,landsat-8,2015-10-22T05:42:26.577845Z,2015-10-22,NASA POWER,33.34,22.752857142857142,31.28,1.0,115.28,24.755999999999997,33.84,1.0,333.25999999999993,27.633444444444443,36.76,1.0,661.75,29.238777777777777,44.38,1.0,1056.29,22.43304109589041,44.38,1.0,56.941428571428574,
E2014,2014,LC08_L2SP_150037_20151123_02_T1,landsat-8,2015-11-23T05:42:31.676914Z,2015-11-23,Open-Meteo ERA5-Seamless,0.0,14.007142857142856,21.7,1.0,117.85000000000001,15.350833333333334,23.95,1.0,231.1,21.342499999999998,33.7,1.0,719.05,24.65097222222222,39.175,1.0,1260.6999999999998,19.870205479452054,39.175,1.0,71.82142857142857,0.3411785714285714
E2014,2014,LC08_L2SP_150037_20151123_02_T1,landsat-8,2015-11-23T05:42:31.676914Z,2015-11-23,NASA POWER,0.0,16.568571428571428,25.41,1.0,71.9,17.121666666666666,28.09,1.0,214.45,23.357222222222223,36.76,1.0,677.63,27.324666666666666,44.38,1.0,1103.7399999999998,22.342082191780822,44.38,1.0,45.01857142857142,
E2019,2019,LC08_L2SP_150037_20181014_02_T1,landsat-8,2018-10-14T05:42:12.673254Z,2018-10-14,Open-Meteo ERA5-Seamless,5.75,21.067857142857143,30.025,1.0,43.35,23.49916666666667,32.5,1.0,411.15,26.473611111111104,35.075,1.0,607.5,27.18041666666667,41.125,1.0,864.4499999999999,21.040890410958905,41.125,1.0,52.607142857142854,0.19003571428571428
E2019,2019,LC08_L2SP_150037_20181014_02_T1,landsat-8,2018-10-14T05:42:12.673254Z,2018-10-14,NASA POWER,20.750000000000004,22.871428571428574,32.01,1.0,42.830000000000005,25.167666666666666,34.44,1.0,472.74,27.95866666666667,37.09,1.0,715.0799999999999,29.27838888888889,45.51,1.0,888.93,23.125068493150685,45.51,1.0,48.81714285714286,
E2019,2019,LC08_L2SP_150037_20181030_02_T1,landsat-8,2018-10-30T05:42:17.189479Z,2018-10-30,Open-Meteo ERA5-Seamless,0.0,18.353571428571428,26.325,1.0,46.5,20.233333333333338,31.675,1.0,288.75,24.859444444444442,35.075,1.0,608.2,26.788749999999997,41.125,1.0,901.6,20.889383561643836,41.125,1.0,59.82142857142857,0.2234642857142857
E2019,2019,LC08_L2SP_150037_20181030_02_T1,landsat-8,2018-10-30T05:42:17.189479Z,2018-10-30,NASA POWER,0.0,21.04285714285714,30.3,1.0,36.040000000000006,22.52333333333333,33.66,1.0,303.3,26.407555555555554,37.09,1.0,671.5699999999999,28.863777777777777,45.51,1.0,894.64,22.998438356164385,45.51,1.0,43.13857142857143,
