component_id,component_name,radius_m,metric,theil_sen_slope_per_year,slope_low_95,slope_high_95,spearman_rho_year,n_epochs,interpretation
139-018,Giri Mosque and tombs,500,ndvi_median,0.005214636027812958,-0.00554269552230835,0.013731205463409423,0.8999999999999998,5,descriptive_five_epoch_trajectory
139-018,Giri Mosque and tombs,500,mndwi_median,-0.002041591207186381,-0.006604719161987305,0.0002578079700469971,-0.8999999999999998,5,descriptive_five_epoch_trajectory
139-018,Giri Mosque and tombs,500,ndbi_median,-0.002475077286362648,-0.007283607125282287,0.004484322667121887,-0.8999999999999998,5,descriptive_five_epoch_trajectory
139-018,Giri Mosque and tombs,500,landscape_pressure_score,0.010000000000000005,-0.002352941176470591,0.032352941176470584,0.6668859288553501,5,descriptive_five_epoch_trajectory
139-018,Giri Mosque and tombs,500,integrated_exposure_score,0.0022421931735657195,-0.01214233841684822,0.014135802469135794,0.49999999999999994,5,descriptive_five_epoch_trajectory
139-001,Khanpur Cave,1000,ndvi_median,0.0031396247446537017,-0.0034890532493591308,0.011383873224258424,0.7999999999999999,5,descriptive_five_epoch_trajectory
139-001,Khanpur Cave,1000,mndwi_median,-0.0003028206527233124,-0.0018225312232971191,0.0014316022396087646,-0.39999999999999997,5,descriptive_five_epoch_trajectory
139-001,Khanpur Cave,1000,ndbi_median,-0.0022008547995937986,-0.007640533521771431,0.0022532901028171183,-0.7,5,descriptive_five_epoch_trajectory
139-001,Khanpur Cave,1000,landscape_pressure_score,-0.0036029411764705852,-0.018823529411764704,0.009411764705882364,-0.6,5,descriptive_five_epoch_trajectory
139-001,Khanpur Cave,1000,integrated_exposure_score,-0.0009368191721132878,-0.017632534495279593,0.012763253449527967,-0.6,5,descriptive_five_epoch_trajectory
139-003,Bhir Mound,1000,ndvi_median,0.004996100068092346,-0.0037401437759399412,0.01043611764907837,0.8999999999999998,5,descriptive_five_epoch_trajectory
139-003,Bhir Mound,1000,mndwi_median,-0.00010424455006917317,-0.002213144302368164,0.002167642116546631,-0.19999999999999998,5,descriptive_five_epoch_trajectory
139-003,Bhir Mound,1000,ndbi_median,-0.003238755976781249,-0.005515668913722039,0.0008027428761124611,-0.8999999999999998,5,descriptive_five_epoch_trajectory
139-003,Bhir Mound,1000,landscape_pressure_score,-0.010661764705882353,-0.028235294117647046,-0.004117647058823537,-0.9999999999999999,5,descriptive_five_epoch_trajectory
139-003,Bhir Mound,1000,integrated_exposure_score,-0.004016884531590416,-0.012730573710965854,0.004724037763253452,-0.8999999999999998,5,descriptive_five_epoch_trajectory
139-004,Sirkap (fortified city),1000,ndvi_median,0.004807189106941223,-0.004779499769210815,0.008195388317108154,0.7,5,descriptive_five_epoch_trajectory
139-004,Sirkap (fortified city),1000,mndwi_median,0.0002610653638839722,-0.0014374136924743652,0.001635819673538208,0.3,5,descriptive_five_epoch_trajectory
139-004,Sirkap (fortified city),1000,ndbi_median,-0.002911260141991079,-0.005383191257715225,0.0023554569110274316,-0.7,5,descriptive_five_epoch_trajectory
139-004,Sirkap (fortified city),1000,landscape_pressure_score,-0.011446078431372552,-0.01941176470588235,-0.005294117647058827,-0.9999999999999999,5,descriptive_five_epoch_trajectory
139-004,Sirkap (fortified city),1000,integrated_exposure_score,-0.005093500363108211,-0.014691358024691358,0.010606390704429924,-0.8999999999999998,5,descriptive_five_epoch_trajectory
139-005,Sirsukh (fortified ruined city),1000,ndvi_median,0.0029382847249507906,-0.001384204626083374,0.008582592010498047,0.8999999999999998,5,descriptive_five_epoch_trajectory
139-005,Sirsukh (fortified ruined city),1000,mndwi_median,-0.00015608295798301696,-0.004323399066925049,0.002478569746017456,-0.09999999999999999,5,descriptive_five_epoch_trajectory
139-005,Sirsukh (fortified ruined city),1000,ndbi_median,-0.0018007051199674605,-0.006643624603748321,0.003948150575160981,-0.7999999999999999,5,descriptive_five_epoch_trajectory
139-005,Sirsukh (fortified ruined city),1000,landscape_pressure_score,-0.007573529411764705,-0.04529411764705882,0.06588235294117648,0.0,5,descriptive_five_epoch_trajectory
139-005,Sirsukh (fortified ruined city),1000,integrated_exposure_score,-0.0024709513435003634,-0.026456063907044303,0.0360965867828613,0.0,5,descriptive_five_epoch_trajectory
139-006,Dharmarajika stupa and monastery,1000,ndvi_median,0.007275092601776123,-0.00421215295791626,0.01563578248023987,0.8999999999999998,5,descriptive_five_epoch_trajectory
139-006,Dharmarajika stupa and monastery,1000,mndwi_median,-0.0006905347108840942,-0.002181744575500488,0.0025422096252441405,-0.39999999999999997,5,descriptive_five_epoch_trajectory
139-006,Dharmarajika stupa and monastery,1000,ndbi_median,-0.004571604914963246,-0.01085149310529232,0.001868445798754692,-0.8999999999999998,5,descriptive_five_epoch_trajectory
139-006,Dharmarajika stupa and monastery,1000,landscape_pressure_score,-0.005882352941176467,-0.03176470588235294,-0.002352941176470602,-0.9999999999999999,5,descriptive_five_epoch_trajectory
139-006,Dharmarajika stupa and monastery,1000,integrated_exposure_score,-0.005284132171387068,-0.014230210602759618,0.013351488743645602,-0.7,5,descriptive_five_epoch_trajectory
139-007,Khader Mohra (Akhuri),1000,ndvi_median,0.005848299711942673,-0.0012587785720825195,0.012148118019104004,0.8999999999999998,5,descriptive_five_epoch_trajectory
139-007,Khader Mohra (Akhuri),1000,mndwi_median,-0.00022963583469390867,-0.003036552667617798,0.0018997550010681151,-0.3,5,descriptive_five_epoch_trajectory
139-007,Khader Mohra (Akhuri),1000,ndbi_median,-0.004396927589550615,-0.008629137277603149,6.893835961818695e-05,-0.8999999999999998,5,descriptive_five_epoch_trajectory
139-007,Khader Mohra (Akhuri),1000,landscape_pressure_score,-0.00813725490196078,-0.05058823529411764,0.021764705882352953,-0.6,5,descriptive_five_epoch_trajectory
139-007,Khader Mohra (Akhuri),1000,integrated_exposure_score,-0.0028068264342774154,-0.028220769789397238,0.021390704429920117,-0.7999999999999999,5,descriptive_five_epoch_trajectory
139-008,Kalawan group of buildings,1000,ndvi_median,0.006444893032312393,-0.004221636056900025,0.015616631507873536,0.8999999999999998,5,descriptive_five_epoch_trajectory
139-008,Kalawan group of buildings,1000,mndwi_median,-0.00029574036598205565,-0.002009183168411255,0.002638733386993408,-0.39999999999999997,5,descriptive_five_epoch_trajectory
139-008,Kalawan group of buildings,1000,ndbi_median,-0.004358024965040386,-0.01048048622906208,0.00159281138330698,-0.8999999999999998,5,descriptive_five_epoch_trajectory
139-008,Kalawan group of buildings,1000,landscape_pressure_score,-0.008970588235294109,-0.034117647058823516,0.004117647058823515,-0.8999999999999998,5,descriptive_five_epoch_trajectory
139-008,Kalawan group of buildings,1000,integrated_exposure_score,-0.0056272694262890334,-0.015014524328249835,0.015508351488743643,-0.39999999999999997,5,descriptive_five_epoch_trajectory
139-009,Giri complex of monuments,1000,ndvi_median,0.0047866135835647585,-0.010237699747085572,0.020445537567138673,0.49999999999999994,5,descriptive_five_epoch_trajectory
139-009,Giri complex of monuments,1000,mndwi_median,-0.001673182100057602,-0.0037847816944122314,0.0003911793231964111,-0.8999999999999998,5,descriptive_five_epoch_trajectory
139-009,Giri complex of monuments,1000,ndbi_median,-0.0033675737679004667,-0.010300883650779724,0.009376777708530426,-0.49999999999999994,5,descriptive_five_epoch_trajectory
139-009,Giri complex of monuments,1000,landscape_pressure_score,0.013235294117647062,-0.004117647058823537,0.027647058823529413,0.7,5,descriptive_five_epoch_trajectory
139-009,Giri complex of monuments,1000,integrated_exposure_score,0.002814996368917931,-0.010181554103122725,0.012763253449527945,0.8999999999999998,5,descriptive_five_epoch_trajectory
139-010,Kunala stupa and monastery,1000,ndvi_median,0.00539499968290329,-0.004190748929977417,0.009980636835098266,0.7,5,descriptive_five_epoch_trajectory
139-010,Kunala stupa and monastery,1000,mndwi_median,0.00028335750102996825,-0.001496976613998413,0.0017456769943237304,0.3,5,descriptive_five_epoch_trajectory
139-010,Kunala stupa and monastery,1000,ndbi_median,-0.003731539100408554,-0.0065464690327644345,0.0019616827368736265,-0.8999999999999998,5,descriptive_five_epoch_trajectory
139-010,Kunala stupa and monastery,1000,landscape_pressure_score,-0.01661764705882353,-0.02588235294117649,-0.005882352941176483,-0.9999999999999999,5,descriptive_five_epoch_trajectory
139-010,Kunala stupa and monastery,1000,integrated_exposure_score,-0.008034676833696455,-0.014495279593318788,0.0121750181554103,-0.8999999999999998,5,descriptive_five_epoch_trajectory
139-011,Jandial complex,1000,ndvi_median,0.0033745020627975464,-0.004575741291046142,0.007705605030059815,0.8999999999999998,5,descriptive_five_epoch_trajectory
139-011,Jandial complex,1000,mndwi_median,0.0006574675440788268,-0.002353179454803467,0.0019455432891845703,0.39999999999999997,5,descriptive_five_epoch_trajectory
139-011,Jandial complex,1000,ndbi_median,-0.0019454064778983593,-0.004791176319122315,0.0021872185170650482,-0.7,5,descriptive_five_epoch_trajectory
139-011,Jandial complex,1000,landscape_pressure_score,-0.011176470588235296,-0.020000000000000007,0.007058823529411773,-0.8999999999999998,5,descriptive_five_epoch_trajectory
139-011,Jandial complex,1000,integrated_exposure_score,-0.00409041394335512,-0.018024691358024692,0.016488743645606395,-0.8999999999999998,5,descriptive_five_epoch_trajectory
139-012,Lalchak and Badalpur Buddhist stuppa,1000,ndvi_median,0.005264267822106679,0.0019526124000549317,0.009294748306274414,0.9999999999999999,5,descriptive_five_epoch_trajectory
139-012,Lalchak and Badalpur Buddhist stuppa,1000,mndwi_median,-0.0007769979536533355,-0.004559433460235596,0.0013111710548400878,-0.49999999999999994,5,descriptive_five_epoch_trajectory
139-012,Lalchak and Badalpur Buddhist stuppa,1000,ndbi_median,-0.0033876119802395506,-0.007874596118927001,0.0018527448177337647,-0.8999999999999998,5,descriptive_five_epoch_trajectory
139-012,Lalchak and Badalpur Buddhist stuppa,1000,landscape_pressure_score,0.005220588235294118,-0.033529411764705884,0.05588235294117648,0.3,5,descriptive_five_epoch_trajectory
139-012,Lalchak and Badalpur Buddhist stuppa,1000,integrated_exposure_score,0.0012772331154684126,-0.022534495279593326,0.032763253449527976,0.09999999999999999,5,descriptive_five_epoch_trajectory
139-013,Mohra Moradu stupa and monastery,1000,ndvi_median,0.005830564349889756,-0.0011316180229187013,0.012072604894638062,0.8999999999999998,5,descriptive_five_epoch_trajectory
139-013,Mohra Moradu stupa and monastery,1000,mndwi_median,-0.00019136592745780943,-0.0031494855880737304,0.0019117772579193115,-0.3,5,descriptive_five_epoch_trajectory
139-013,Mohra Moradu stupa and monastery,1000,ndbi_median,-0.004370736330747605,-0.008420231938362121,0.00010760538280010223,-0.8999999999999998,5,descriptive_five_epoch_trajectory
139-013,Mohra Moradu stupa and monastery,1000,landscape_pressure_score,-0.008480392156862741,-0.04705882352941178,0.022941176470588243,-0.8999999999999998,5,descriptive_five_epoch_trajectory
139-013,Mohra Moradu stupa and monastery,1000,integrated_exposure_score,-0.0024636891793754553,-0.02704429920116196,0.021782861292665223,-0.8999999999999998,5,descriptive_five_epoch_trajectory
139-014,Pippala stupa and monastery,1000,ndvi_median,0.0054555624723434445,0.000288468599319458,0.009720307588577271,0.9999999999999999,5,descriptive_five_epoch_trajectory
139-014,Pippala stupa and monastery,1000,mndwi_median,0.00038020014762878417,-0.0033035576343536377,0.0016984760761260987,0.0,5,descriptive_five_epoch_trajectory
139-014,Pippala stupa and monastery,1000,ndbi_median,-0.0036166864447295666,-0.007244992256164551,3.2208114862442014e-05,-0.8999999999999998,5,descriptive_five_epoch_trajectory
139-014,Pippala stupa and monastery,1000,landscape_pressure_score,-0.01029411764705882,-0.04235294117647058,0.04176470588235296,-0.8999999999999998,5,descriptive_five_epoch_trajectory
139-014,Pippala stupa and monastery,1000,integrated_exposure_score,-0.003818990559186641,-0.02547567175018154,0.02805737109658678,-0.7,5,descriptive_five_epoch_trajectory
139-015,Jaulian stupa and monastery,1000,ndvi_median,0.007637933641672134,-0.0005080640316009521,0.01616690158843994,0.8999999999999998,5,descriptive_five_epoch_trajectory
139-015,Jaulian stupa and monastery,1000,mndwi_median,-0.000518074631690979,-0.0036030471324920653,0.0010316014289855958,-0.3,5,descriptive_five_epoch_trajectory
139-015,Jaulian stupa and monastery,1000,ndbi_median,-0.004386349767446517,-0.009418173134326935,-6.557777523994446e-05,-0.9999999999999999,5,descriptive_five_epoch_trajectory
139-015,Jaulian stupa and monastery,1000,landscape_pressure_score,-0.0055882352941176465,-0.021176470588235297,0.017058823529411758,-0.8999999999999998,5,descriptive_five_epoch_trajectory
139-015,Jaulian stupa and monastery,1000,integrated_exposure_score,-0.002325708061002177,-0.018416848220769787,0.01982207697893972,-0.3,5,descriptive_five_epoch_trajectory
139-016,Lalchak mounds,1000,ndvi_median,0.0033375007410844167,-0.000624537467956543,0.010958117246627808,0.8999999999999998,5,descriptive_five_epoch_trajectory
139-016,Lalchak mounds,1000,mndwi_median,-0.00010285377502441406,-0.004184329509735107,0.002573394775390625,-0.09999999999999999,5,descriptive_five_epoch_trajectory
139-016,Lalchak mounds,1000,ndbi_median,-0.0025113940238952635,-0.005592735111713409,0.003953185677528381,-0.8999999999999998,5,descriptive_five_epoch_trajectory
139-016,Lalchak mounds,1000,landscape_pressure_score,-0.008014705882352945,-0.04588235294117647,0.06352941176470588,-0.39999999999999997,5,descriptive_five_epoch_trajectory
139-016,Lalchak mounds,1000,integrated_exposure_score,-0.0024709513435003548,-0.02665214233841685,0.03531227305737109,-0.39999999999999997,5,descriptive_five_epoch_trajectory
139-017,Buddhist remains around Bhallar stupa,1000,ndvi_median,0.0015281553069750467,-0.004215306043624878,0.004298782348632813,0.6,5,descriptive_five_epoch_trajectory
139-017,Buddhist remains around Bhallar stupa,1000,mndwi_median,0.0007576435804367066,-0.0020232558250427245,0.0013554513454437256,0.39999999999999997,5,descriptive_five_epoch_trajectory
139-017,Buddhist remains around Bhallar stupa,1000,ndbi_median,-0.0011437387603412692,-0.0035801913007162513,0.0023103516548871996,-0.7999999999999999,5,descriptive_five_epoch_trajectory
139-017,Buddhist remains around Bhallar stupa,1000,landscape_pressure_score,-0.005392156862745096,-0.01588235294117646,0.008235294117647063,-0.7999999999999999,5,descriptive_five_epoch_trajectory
139-017,Buddhist remains around Bhallar stupa,1000,integrated_exposure_score,-0.00206699346405228,-0.01488743645606393,0.016880900508351504,-0.7,5,descriptive_five_epoch_trajectory
139-018,Giri Mosque and tombs,1000,ndvi_median,0.003932677209377289,-0.007398736476898193,0.02072584629058838,0.49999999999999994,5,descriptive_five_epoch_trajectory
139-018,Giri Mosque and tombs,1000,mndwi_median,-0.0017205439507961273,-0.0038869619369506837,0.0002627253532409668,-0.7999999999999999,5,descriptive_five_epoch_trajectory
139-018,Giri Mosque and tombs,1000,ndbi_median,-0.002569382265210152,-0.010776162147521973,0.006744861602783203,-0.7999999999999999,5,descriptive_five_epoch_trajectory
139-018,Giri Mosque and tombs,1000,landscape_pressure_score,0.014362745098039214,0.000588235294117645,0.04235294117647058,0.9999999999999999,5,descriptive_five_epoch_trajectory
139-018,Giri Mosque and tombs,1000,integrated_exposure_score,0.003686456063907044,-0.00959331880900507,0.015599128540304995,0.7999999999999999,5,descriptive_five_epoch_trajectory
