model,inner_group_cv_macro_f1,overall_agreement,balanced_accuracy,macro_f1,macro_auroc_ovr,macro_auprc,log_loss,multiclass_brier,top_label_ece_10bin,best_parameters,development_samples,buffer_excluded_samples,test_samples,development_blocks,buffer_blocks,test_blocks,development_test_block_overlap,minimum_block_column_separation,validation_role,block_bootstrap_draws,auroc_auprc_bootstrap_draws,macro_f1_ci_low_95,macro_f1_ci_high_95,balanced_accuracy_ci_low_95,balanced_accuracy_ci_high_95,log_loss_ci_low_95,log_loss_ci_high_95,multiclass_brier_ci_low_95,multiclass_brier_ci_high_95,macro_auroc_ovr_ci_low_95,macro_auroc_ovr_ci_high_95,macro_auprc_ci_low_95,macro_auprc_ci_high_95,primary_selected_from_inner_cv
MLP sensitivity,0.8656606458335884,0.828080229226361,0.8099261413133411,0.8300721661131353,0.9741465066937924,0.9013389997302835,0.4767328888732752,0.2532815689734815,0.01511654485402271,"{""model__alpha"": 0.001, ""model__hidden_layer_sizes"": [64]}",12094,4467,4188,60,20,20,0,2,WorldCover-derived proxy land-cover agreement; not independent heritage-condition accuracy,2000,500,0.7014232811190335,0.8509535773987104,0.77778444582145,0.8406226198827139,0.4105547088956955,0.5434286712258172,0.21942849969596345,0.28865118499531134,0.966120653560357,0.9807993899896248,0.8752267405639441,0.9213541655683393,True
Histogram gradient boosting,0.8608870903441928,0.8297516714422158,0.8063726247666053,0.8255017028930854,0.9736834972799343,0.9062547914130397,0.4810774924342009,0.25388919912974783,0.03086006423544608,"{""learning_rate"": 0.05, ""max_leaf_nodes"": 31, ""min_samples_leaf"": 20}",12094,4467,4188,60,20,20,0,2,WorldCover-derived proxy land-cover agreement; not independent heritage-condition accuracy,2000,500,0.7008002926578322,0.8478401491988264,0.7660922258403516,0.8433365724851801,0.41787792908896687,0.5453416856225678,0.22064936234042185,0.28686688530133303,0.967381983672718,0.9792310600042867,0.8744693976827624,0.9258613020851965,False
Extra trees,0.8607070743326793,0.8204393505253104,0.8083688311225026,0.8263505368731537,0.9730902358303214,0.9043803213133893,0.49822224380332886,0.2648998708825982,0.016948474672471448,"{""max_depth"": 20, ""min_samples_leaf"": 1}",12094,4467,4188,60,20,20,0,2,WorldCover-derived proxy land-cover agreement; not independent heritage-condition accuracy,2000,500,0.6897363217024245,0.8391330739751445,0.7498377372026359,0.8308734546638046,0.43488902553396086,0.5670572281988707,0.23487052678456924,0.29411026285067354,0.9657670918534813,0.9782740659539234,0.8647951516582224,0.9207872856169113,False
Random forest,0.8596275684604141,0.8216332378223495,0.8097016558118888,0.82857020153935,0.9732024657734537,0.906213225616861,0.49992545759789314,0.26266659956440574,0.015829436876950393,"{""max_depth"": 16, ""min_samples_leaf"": 1}",12094,4467,4188,60,20,20,0,2,WorldCover-derived proxy land-cover agreement; not independent heritage-condition accuracy,2000,500,0.6945278703666614,0.8412506115294683,0.7506773129797378,0.8294290973814069,0.42758891316743036,0.5745960689851488,0.23132895799815809,0.29275723827787886,0.966917781924036,0.9790288557209048,0.8761415152774629,0.9231671146193263,False
Regularised multinomial logistic,0.8412298305980159,0.8113658070678128,0.8103866661953137,0.8270485680555186,0.9702885511660299,0.8980935925021464,0.530838130271918,0.2739439196426312,0.03019598352764579,"{""model__C"": 3.0}",12094,4467,4188,60,20,20,0,2,WorldCover-derived proxy land-cover agreement; not independent heritage-condition accuracy,2000,500,0.6760328936203881,0.8432621473749934,0.7819316263586952,0.8323332629028274,0.4657565081733148,0.6040161465921986,0.24361317190524417,0.30661278579794676,0.9642655162675771,0.9760832937411434,0.8675946649264177,0.9153744489978499,False
