component_id,component_name,radius_m,epoch_id,label_year,valid_cells,ndvi_median,ndvi_p10,ndvi_p90,ndbi_median,ndbi_p10,ndbi_p90,mndwi_median,mndwi_p10,mndwi_p90,bsi_median,bsi_p10,bsi_p90,classified_cells,lc_class_1_share,lc_class_2_share,lc_class_3_share,lc_class_4_share,lc_class_5_share,lc_class_6_share,ndvi_pressure,ndbi_pressure,mndwi_pressure,surface_cover_pressure,landscape_pressure_score,terrain_susceptibility_score,slope_pressure,wetness_pressure,drainage_proximity_pressure,local_priority_score,fixed_rank
139-004,Sirkap (fortified city),250,E2004,2004,219,0.3107524216175079,0.26026052236557,0.4544609785079956,0.0328758619725704,-0.0674665868282318,0.0610461197793483,-0.4300796687602997,-0.4581452012062073,-0.4033938944339752,0.1082100570201873,0.0120843993499875,0.1384991556406021,219,0.0,0.0136986301369863,0.6621004566210046,0.0091324200913242,0.3150684931506849,0.0,0.9705882352941176,0.9588235294117647,0.6411764705882353,0.9647058823529412,0.8029411764705883,0.2647058823529412,0.2647058823529412,0.3235294117647059,0.20588235294117646,0.5338235294117647,
139-004,Sirkap (fortified city),250,E2009,2009,219,0.2944552302360534,0.2351555526256561,0.4255062341690063,0.0450595878064632,-0.036427229642868,0.0777328386902809,-0.4265432953834533,-0.4548778235912323,-0.4010369181632995,0.1180142909288406,0.0303237549960613,0.1470663845539093,219,0.0182648401826484,0.1415525114155251,0.5251141552511416,0.0,0.3150684931506849,0.0,0.9823529411764705,0.9941176470588236,0.5705882352941176,0.9882352941176471,0.7794117647058824,0.2647058823529412,0.2647058823529412,0.3235294117647059,0.20588235294117646,0.5220588235294118,
139-004,Sirkap (fortified city),250,E2014,2014,219,0.3285945951938629,0.2409228682518005,0.5103806257247925,0.0180256776511669,-0.0805031359195709,0.072895310819149,-0.4053411483764648,-0.4660856425762176,-0.3782083392143249,0.0859866812825203,-0.0120188007131218,0.1340784132480621,219,0.136986301369863,0.0182648401826484,0.54337899543379,0.0821917808219178,0.2191780821917808,0.0,0.9470588235294117,0.9470588235294117,0.18235294117647058,0.9470588235294117,0.5647058823529412,0.2647058823529412,0.2647058823529412,0.3235294117647059,0.20588235294117646,0.41470588235294115,
139-004,Sirkap (fortified city),250,E2019,2019,219,0.3974620401859283,0.2970993816852569,0.5226053595542908,-0.0140205277130007,-0.0732525587081909,0.0348317623138427,-0.4296317994594574,-0.4750698208808899,-0.3919923901557922,0.0555361583828926,-0.0113560073077678,0.1028472632169723,219,0.0410958904109589,0.0,0.7031963470319634,0.0776255707762557,0.1780821917808219,0.0,0.6294117647058823,0.8294117647058824,0.6294117647058823,0.7294117647058824,0.6794117647058824,0.2647058823529412,0.2647058823529412,0.3235294117647059,0.20588235294117646,0.47205882352941175,
139-004,Sirkap (fortified city),250,E2024,2024,219,0.4245732724666595,0.276787668466568,0.5888208150863647,-0.0371077433228492,-0.1492663323879242,0.0581670179963111,-0.4398787915706634,-0.4707590937614441,-0.402980774641037,0.0353917554020881,-0.0736711844801902,0.1179454252123832,219,0.0228310502283105,0.0045662100456621,0.5342465753424658,0.2054794520547945,0.2328767123287671,0.0,0.5,0.6411764705882353,0.7941176470588235,0.5705882352941176,0.6823529411764706,0.2647058823529412,0.2647058823529412,0.3235294117647059,0.20588235294117646,0.47352941176470587,10.0
139-005,Sirsukh (fortified ruined city),250,E2004,2004,220,0.4535936713218689,0.3480023741722107,0.5001429319381714,-0.0611556470394134,-0.1265990883111953,0.0169804077595472,-0.4346964359283447,-0.4580627083778381,-0.4145995676517486,0.0139481062069535,-0.0369983874261379,0.0889528691768646,220,0.0,0.0,0.6045454545454545,0.0909090909090909,0.3045454545454545,0.0,0.37058823529411766,0.4411764705882353,0.7352941176470589,0.40588235294117647,0.5705882352941176,0.4313725490196078,0.08823529411764706,0.9411764705882353,0.2647058823529412,0.5009803921568627,
139-005,Sirsukh (fortified ruined city),250,E2009,2009,220,0.4438475370407104,0.3493710458278656,0.512880265712738,-0.0626888871192932,-0.1168873310089111,0.0076200044713914,-0.4327507019042969,-0.4493763446807861,-0.413840651512146,0.010863141156733,-0.0403470024466514,0.0794243738055229,220,0.0,0.0,0.75,0.1045454545454545,0.1454545454545454,0.0,0.4176470588235294,0.40588235294117647,0.7,0.4117647058823529,0.5558823529411765,0.4313725490196078,0.08823529411764706,0.9411764705882353,0.2647058823529412,0.4936274509803922,
139-005,Sirsukh (fortified ruined city),250,E2014,2014,220,0.4976199865341186,0.3968173265457153,0.6108987331390381,-0.1010574549436569,-0.1931537538766861,-0.0058360523544251,-0.4317204356193542,-0.4601872563362121,-0.413472831249237,-0.0195993557572364,-0.1164661571383476,0.0593430660665035,220,0.009090909090909,0.0181818181818181,0.3681818181818181,0.4590909090909091,0.1454545454545454,0.0,0.2647058823529412,0.2411764705882353,0.6647058823529411,0.2529411764705882,0.4588235294117647,0.4313725490196078,0.08823529411764706,0.9411764705882353,0.2647058823529412,0.44509803921568625,
139-005,Sirsukh (fortified ruined city),250,E2019,2019,220,0.5246029496192932,0.4241449236869812,0.6090677380561829,-0.1340636014938354,-0.2037568688392639,-0.0503687858581543,-0.4208154082298279,-0.4419640004634857,-0.4004205465316772,-0.046903908252716,-0.1183690950274467,0.0271151717752218,220,0.0045454545454545,0.0,0.4090909090909091,0.5454545454545454,0.0409090909090909,0.0,0.19411764705882353,0.14705882352941177,0.4411764705882353,0.17058823529411765,0.3058823529411765,0.4313725490196078,0.08823529411764706,0.9411764705882353,0.2647058823529412,0.3686274509803922,
139-005,Sirsukh (fortified ruined city),250,E2024,2024,220,0.5286792516708374,0.4203551411628723,0.5928874611854553,-0.113098956644535,-0.1650926768779754,-0.0383272096514701,-0.4496169686317444,-0.4742273390293121,-0.42354816198349,-0.0381809882819652,-0.0900483354926109,0.0365057736635208,220,0.0,0.0,0.35,0.3863636363636363,0.2636363636363636,0.0,0.17058823529411765,0.20588235294117646,0.8647058823529412,0.18823529411764706,0.5264705882352941,0.4313725490196078,0.08823529411764706,0.9411764705882353,0.2647058823529412,0.47892156862745094,8.0
139-006,Dharmarajika stupa and monastery,250,E2004,2004,219,0.3938517868518829,0.2655070126056671,0.4724989235401153,-0.0230396911501884,-0.0940731093287468,0.0489686653017997,-0.4419643580913543,-0.4633678793907165,-0.4027937948703766,0.0585586130619049,-0.0139995049685239,0.1335863471031189,219,0.0,0.0410958904109589,0.6210045662100456,0.0410958904109589,0.2968036529680365,0.0,0.6529411764705882,0.7588235294117647,0.8176470588235294,0.7058823529411764,0.7617647058823529,0.5588235294117647,0.3235294117647059,0.7941176470588235,0.5588235294117647,0.6602941176470588,
139-006,Dharmarajika stupa and monastery,250,E2009,2009,219,0.3897852301597595,0.2533539235591888,0.4551542699337005,-0.0198508016765117,-0.0910262316465377,0.0424686856567859,-0.4167212247848511,-0.4520382583141327,-0.3898463547229767,0.0558620505034923,-0.0135355126112699,0.1258783042430877,219,0.0045662100456621,0.0958904109589041,0.639269406392694,0.0136986301369863,0.2465753424657534,0.0,0.6647058823529411,0.7823529411764706,0.34705882352941175,0.7235294117647059,0.5352941176470588,0.5588235294117647,0.3235294117647059,0.7941176470588235,0.5588235294117647,0.5470588235294118,
139-006,Dharmarajika stupa and monastery,250,E2014,2014,219,0.4332281053066253,0.2750485837459564,0.6039023399353027,-0.0473942346870899,-0.1720739752054214,0.0231689140200614,-0.432632565498352,-0.473612517118454,-0.3719570636749267,0.0250457134097814,-0.0962088480591774,0.1056584417819976,219,0.0136986301369863,0.0228310502283105,0.5114155251141552,0.2420091324200913,0.2100456621004566,0.0,0.48823529411764705,0.5352941176470588,0.6882352941176471,0.5117647058823529,0.6,0.5588235294117647,0.3235294117647059,0.7941176470588235,0.5588235294117647,0.5794117647058823,
139-006,Dharmarajika stupa and monastery,250,E2019,2019,219,0.4553259313106537,0.3392031490802765,0.5815459489822388,-0.062532752752304,-0.1737750172615051,0.0071314359083771,-0.4353190660476684,-0.4702361226081848,-0.3936275243759155,0.0172365512698888,-0.0924645736813545,0.0820974186062812,219,0.0045662100456621,0.0,0.4794520547945205,0.2557077625570776,0.2602739726027397,0.0,0.3588235294117647,0.4176470588235294,0.7470588235294118,0.38823529411764707,0.5676470588235294,0.5588235294117647,0.3235294117647059,0.7941176470588235,0.5588235294117647,0.5632352941176471,
139-006,Dharmarajika stupa and monastery,250,E2024,2024,219,0.4673420190811157,0.3112705647945404,0.6280909776687622,-0.0810971111059188,-0.2156557887792587,0.0235693212598562,-0.4312088787555694,-0.4624373316764831,-0.3940812647342682,-0.0004778332950081,-0.134389266371727,0.0988460704684257,219,0.0,0.0273972602739726,0.5251141552511416,0.2694063926940639,0.1780821917808219,0.0,0.3,0.3235294117647059,0.6529411764705882,0.31176470588235294,0.4823529411764706,0.5588235294117647,0.3235294117647059,0.7941176470588235,0.5588235294117647,0.5205882352941177,3.0
139-007,Khader Mohra (Akhuri),250,E2004,2004,220,0.3778929114341736,0.3129756450653076,0.5175348520278931,-0.0355245061218738,-0.1964723169803619,0.0515322610735893,-0.4068632125854492,-0.465662807226181,-0.3153740465641022,0.0428080447018146,-0.1067543476819992,0.1184102594852447,220,0.1227272727272727,0.0,0.3,0.15,0.4272727272727272,0.0,0.8058823529411765,0.6529411764705882,0.21764705882352942,0.7294117647058824,0.4735294117647059,0.6372549019607843,0.9705882352941176,0.08823529411764706,0.8529411764705882,0.5553921568627451,
