component_id,component_name,radius_m,terrain_model,landscape_weight,terrain_weight,score,rank,top3,top5
139-006,Dharmarajika stupa and monastery,500,reduced_slope_drainage,0.5,0.5,0.5117647058823529,9,False,False
139-007,Khader Mohra (Akhuri),500,reduced_slope_drainage,0.5,0.5,0.6676470588235294,4,False,True
139-008,Kalawan group of buildings,500,reduced_slope_drainage,0.5,0.5,0.5191176470588235,8,False,False
139-009,Giri complex of monuments,500,reduced_slope_drainage,0.5,0.5,0.6941176470588235,2,True,True
139-010,Kunala stupa and monastery,500,reduced_slope_drainage,0.5,0.5,0.5205882352941176,6,False,False
139-011,Jandial complex,500,reduced_slope_drainage,0.5,0.5,0.28970588235294115,15,False,False
139-012,Lalchak and Badalpur Buddhist stuppa,500,reduced_slope_drainage,0.5,0.5,0.27205882352941174,16,False,False
139-013,Mohra Moradu stupa and monastery,500,reduced_slope_drainage,0.5,0.5,0.6617647058823529,5,False,True
139-014,Pippala stupa and monastery,500,reduced_slope_drainage,0.5,0.5,0.5205882352941176,7,False,False
139-015,Jaulian stupa and monastery,500,reduced_slope_drainage,0.5,0.5,0.6705882352941177,3,True,True
139-016,Lalchak mounds,500,reduced_slope_drainage,0.5,0.5,0.3014705882352941,14,False,False
139-017,Buddhist remains around Bhallar stupa,500,reduced_slope_drainage,0.5,0.5,0.4632352941176471,10,False,False
139-018,Giri Mosque and tombs,500,reduced_slope_drainage,0.5,0.5,0.7,1,True,True
139-001,Khanpur Cave,500,reduced_slope_drainage,0.75,0.25,0.4404411764705882,12,False,False
139-003,Bhir Mound,500,reduced_slope_drainage,0.75,0.25,0.27426470588235297,16,False,False
139-004,Sirkap (fortified city),500,reduced_slope_drainage,0.75,0.25,0.5139705882352941,9,False,False
139-005,Sirsukh (fortified ruined city),500,reduced_slope_drainage,0.75,0.25,0.4727941176470588,11,False,False
139-006,Dharmarajika stupa and monastery,500,reduced_slope_drainage,0.75,0.25,0.5323529411764706,7,False,False
139-007,Khader Mohra (Akhuri),500,reduced_slope_drainage,0.75,0.25,0.5897058823529411,4,False,True
139-008,Kalawan group of buildings,500,reduced_slope_drainage,0.75,0.25,0.5433823529411764,6,False,False
139-009,Giri complex of monuments,500,reduced_slope_drainage,0.75,0.25,0.6,1,True,True
139-010,Kunala stupa and monastery,500,reduced_slope_drainage,0.75,0.25,0.5308823529411765,8,False,False
139-011,Jandial complex,500,reduced_slope_drainage,0.75,0.25,0.2727941176470588,17,False,False
139-012,Lalchak and Badalpur Buddhist stuppa,500,reduced_slope_drainage,0.75,0.25,0.37132352941176466,15,False,False
139-013,Mohra Moradu stupa and monastery,500,reduced_slope_drainage,0.75,0.25,0.5808823529411764,5,False,True
139-014,Pippala stupa and monastery,500,reduced_slope_drainage,0.75,0.25,0.4867647058823529,10,False,False
139-015,Jaulian stupa and monastery,500,reduced_slope_drainage,0.75,0.25,0.5941176470588236,2,True,True
139-016,Lalchak mounds,500,reduced_slope_drainage,0.75,0.25,0.43014705882352944,13,False,False
139-017,Buddhist remains around Bhallar stupa,500,reduced_slope_drainage,0.75,0.25,0.4007352941176471,14,False,False
139-018,Giri Mosque and tombs,500,reduced_slope_drainage,0.75,0.25,0.5941176470588235,3,True,True
139-001,Khanpur Cave,1000,equal_factors,0.25,0.75,0.47352941176470587,10,False,False
139-003,Bhir Mound,1000,equal_factors,0.25,0.75,0.325735294117647,17,False,False
139-004,Sirkap (fortified city),1000,equal_factors,0.25,0.75,0.39852941176470585,15,False,False
139-005,Sirsukh (fortified ruined city),1000,equal_factors,0.25,0.75,0.44852941176470584,11,False,False
139-006,Dharmarajika stupa and monastery,1000,equal_factors,0.25,0.75,0.5095588235294117,8,False,False
139-007,Khader Mohra (Akhuri),1000,equal_factors,0.25,0.75,0.5867647058823529,5,False,True
139-008,Kalawan group of buildings,1000,equal_factors,0.25,0.75,0.48676470588235293,9,False,False
139-009,Giri complex of monuments,1000,equal_factors,0.25,0.75,0.6176470588235294,2,True,True
139-010,Kunala stupa and monastery,1000,equal_factors,0.25,0.75,0.4411764705882353,12,False,False
139-011,Jandial complex,1000,equal_factors,0.25,0.75,0.42720588235294116,13,False,False
139-012,Lalchak and Badalpur Buddhist stuppa,1000,equal_factors,0.25,0.75,0.4235294117647058,14,False,False
139-013,Mohra Moradu stupa and monastery,1000,equal_factors,0.25,0.75,0.5411764705882354,7,False,False
139-014,Pippala stupa and monastery,1000,equal_factors,0.25,0.75,0.5477941176470589,6,False,False
139-015,Jaulian stupa and monastery,1000,equal_factors,0.25,0.75,0.625,1,True,True
139-016,Lalchak mounds,1000,equal_factors,0.25,0.75,0.3764705882352941,16,False,False
139-017,Buddhist remains around Bhallar stupa,1000,equal_factors,0.25,0.75,0.5970588235294118,4,False,True
139-018,Giri Mosque and tombs,1000,equal_factors,0.25,0.75,0.6029411764705882,3,True,True
139-001,Khanpur Cave,1000,equal_factors,0.5,0.5,0.4666666666666667,11,False,False
139-003,Bhir Mound,1000,equal_factors,0.5,0.5,0.30833333333333335,17,False,False
139-004,Sirkap (fortified city),1000,equal_factors,0.5,0.5,0.3950980392156862,15,False,False
139-005,Sirsukh (fortified ruined city),1000,equal_factors,0.5,0.5,0.48529411764705876,10,False,False
139-006,Dharmarajika stupa and monastery,1000,equal_factors,0.5,0.5,0.5387254901960784,6,False,False
139-007,Khader Mohra (Akhuri),1000,equal_factors,0.5,0.5,0.5754901960784313,3,True,True
139-008,Kalawan group of buildings,1000,equal_factors,0.5,0.5,0.5127450980392156,9,False,False
139-009,Giri complex of monuments,1000,equal_factors,0.5,0.5,0.5784313725490196,2,True,True
139-010,Kunala stupa and monastery,1000,equal_factors,0.5,0.5,0.4411764705882353,13,False,False
139-011,Jandial complex,1000,equal_factors,0.5,0.5,0.39362745098039215,16,False,False
139-012,Lalchak and Badalpur Buddhist stuppa,1000,equal_factors,0.5,0.5,0.4549019607843137,12,False,False
139-013,Mohra Moradu stupa and monastery,1000,equal_factors,0.5,0.5,0.5431372549019609,5,False,True
139-014,Pippala stupa and monastery,1000,equal_factors,0.5,0.5,0.536764705882353,8,False,False
139-015,Jaulian stupa and monastery,1000,equal_factors,0.5,0.5,0.5931372549019608,1,True,True
139-016,Lalchak mounds,1000,equal_factors,0.5,0.5,0.4294117647058824,14,False,False
139-017,Buddhist remains around Bhallar stupa,1000,equal_factors,0.5,0.5,0.5372549019607843,7,False,False
139-018,Giri Mosque and tombs,1000,equal_factors,0.5,0.5,0.5686274509803921,4,False,True
139-001,Khanpur Cave,1000,equal_factors,0.75,0.25,0.4598039215686275,13,False,False
139-003,Bhir Mound,1000,equal_factors,0.75,0.25,0.29093137254901963,17,False,False
139-004,Sirkap (fortified city),1000,equal_factors,0.75,0.25,0.3916666666666666,15,False,False
139-005,Sirsukh (fortified ruined city),1000,equal_factors,0.75,0.25,0.5220588235294118,9,False,False
139-006,Dharmarajika stupa and monastery,1000,equal_factors,0.75,0.25,0.5678921568627451,1,True,True
139-007,Khader Mohra (Akhuri),1000,equal_factors,0.75,0.25,0.5642156862745098,2,True,True
139-008,Kalawan group of buildings,1000,equal_factors,0.75,0.25,0.5387254901960784,6,False,False
139-009,Giri complex of monuments,1000,equal_factors,0.75,0.25,0.5392156862745098,5,False,True
139-010,Kunala stupa and monastery,1000,equal_factors,0.75,0.25,0.4411764705882353,14,False,False
139-011,Jandial complex,1000,equal_factors,0.75,0.25,0.36004901960784313,16,False,False
139-012,Lalchak and Badalpur Buddhist stuppa,1000,equal_factors,0.75,0.25,0.4862745098039216,10,False,False
139-013,Mohra Moradu stupa and monastery,1000,equal_factors,0.75,0.25,0.5450980392156863,4,False,True
139-014,Pippala stupa and monastery,1000,equal_factors,0.75,0.25,0.5257352941176472,8,False,False
139-015,Jaulian stupa and monastery,1000,equal_factors,0.75,0.25,0.5612745098039216,3,True,True
139-016,Lalchak mounds,1000,equal_factors,0.75,0.25,0.4823529411764706,11,False,False
139-017,Buddhist remains around Bhallar stupa,1000,equal_factors,0.75,0.25,0.47745098039215683,12,False,False
139-018,Giri Mosque and tombs,1000,equal_factors,0.75,0.25,0.5343137254901961,7,False,False
139-001,Khanpur Cave,1000,correlation_adjusted,0.25,0.75,0.4740963507870201,10,False,False
139-003,Bhir Mound,1000,correlation_adjusted,0.25,0.75,0.32645967244668284,17,False,False
139-004,Sirkap (fortified city),1000,correlation_adjusted,0.25,0.75,0.3991360391758354,15,False,False
139-005,Sirsukh (fortified ruined city),1000,correlation_adjusted,0.25,0.75,0.45049516839693765,11,False,False
139-006,Dharmarajika stupa and monastery,1000,correlation_adjusted,0.25,0.75,0.5097149485875937,8,False,False
139-007,Khader Mohra (Akhuri),1000,correlation_adjusted,0.25,0.75,0.5853953260019119,5,False,True
139-008,Kalawan group of buildings,1000,correlation_adjusted,0.25,0.75,0.48619776686003874,9,False,False
139-009,Giri complex of monuments,1000,correlation_adjusted,0.25,0.75,0.615807989520003,2,True,True
139-010,Kunala stupa and monastery,1000,correlation_adjusted,0.25,0.75,0.44094228300096244,12,False,False
139-011,Jandial complex,1000,correlation_adjusted,0.25,0.75,0.428809449820655,13,False,False
139-012,Lalchak and Badalpur Buddhist stuppa,1000,correlation_adjusted,0.25,0.75,0.42541710586784665,14,False,False
139-013,Mohra Moradu stupa and monastery,1000,correlation_adjusted,0.25,0.75,0.5398070907077943,7,False,False
139-014,Pippala stupa and monastery,1000,correlation_adjusted,0.25,0.75,0.5469724897187943,6,False,False
139-015,Jaulian stupa and monastery,1000,correlation_adjusted,0.25,0.75,0.6236306201195589,1,True,True
139-016,Lalchak mounds,1000,correlation_adjusted,0.25,0.75,0.3785246580559556,16,False,False
139-017,Buddhist remains around Bhallar stupa,1000,correlation_adjusted,0.25,0.75,0.5973326995055,4,False,True
139-018,Giri Mosque and tombs,1000,correlation_adjusted,0.25,0.75,0.6006721061327918,3,True,True
139-001,Khanpur Cave,1000,correlation_adjusted,0.5,0.5,0.4670446260148762,11,False,False
139-003,Bhir Mound,1000,correlation_adjusted,0.5,0.5,0.30881625221935716,17,False,False
139-004,Sirkap (fortified city),1000,correlation_adjusted,0.5,0.5,0.39550245748977264,15,False,False
139-005,Sirsukh (fortified ruined city),1000,correlation_adjusted,0.5,0.5,0.48660462206854666,10,False,False
139-006,Dharmarajika stupa and monastery,1000,correlation_adjusted,0.5,0.5,0.5388295735681997,6,False,False
139-007,Khader Mohra (Akhuri),1000,correlation_adjusted,0.5,0.5,0.5745772761581374,3,True,True
139-008,Kalawan group of buildings,1000,correlation_adjusted,0.5,0.5,0.5123671386910063,9,False,False
139-009,Giri complex of monuments,1000,correlation_adjusted,0.5,0.5,0.5772053263466687,2,True,True
139-010,Kunala stupa and monastery,1000,correlation_adjusted,0.5,0.5,0.44102034553005337,13,False,False
139-011,Jandial complex,1000,correlation_adjusted,0.5,0.5,0.394696495958868,16,False,False
139-012,Lalchak and Badalpur Buddhist stuppa,1000,correlation_adjusted,0.5,0.5,0.45616042351974095,12,False,False
139-013,Mohra Moradu stupa and monastery,1000,correlation_adjusted,0.5,0.5,0.5422243349816669,5,False,True
139-014,Pippala stupa and monastery,1000,correlation_adjusted,0.5,0.5,0.5362169539301767,8,False,False
139-015,Jaulian stupa and monastery,1000,correlation_adjusted,0.5,0.5,0.5922243349816667,1,True,True
139-016,Lalchak mounds,1000,correlation_adjusted,0.5,0.5,0.43078114458632333,14,False,False
139-017,Buddhist remains around Bhallar stupa,1000,correlation_adjusted,0.5,0.5,0.5374374859448432,7,False,False
139-018,Giri Mosque and tombs,1000,correlation_adjusted,0.5,0.5,0.5671147374218611,4,False,True
139-001,Khanpur Cave,1000,correlation_adjusted,0.75,0.25,0.4599929012427322,13,False,False
139-003,Bhir Mound,1000,correlation_adjusted,0.75,0.25,0.29117283199203153,17,False,False
139-004,Sirkap (fortified city),1000,correlation_adjusted,0.75,0.25,0.3918688758037098,15,False,False
139-005,Sirsukh (fortified ruined city),1000,correlation_adjusted,0.75,0.25,0.5227140757401557,9,False,False
139-006,Dharmarajika stupa and monastery,1000,correlation_adjusted,0.75,0.25,0.5679441985488057,1,True,True
139-007,Khader Mohra (Akhuri),1000,correlation_adjusted,0.75,0.25,0.5637592263143628,2,True,True
139-008,Kalawan group of buildings,1000,correlation_adjusted,0.75,0.25,0.5385365105219737,6,False,False
139-009,Giri complex of monuments,1000,correlation_adjusted,0.75,0.25,0.5386026631733343,5,False,True
139-010,Kunala stupa and monastery,1000,correlation_adjusted,0.75,0.25,0.44109840805914435,14,False,False
139-011,Jandial complex,1000,correlation_adjusted,0.75,0.25,0.3605835420970811,16,False,False
139-012,Lalchak and Badalpur Buddhist stuppa,1000,correlation_adjusted,0.75,0.25,0.4869037411716352,10,False,False
139-013,Mohra Moradu stupa and monastery,1000,correlation_adjusted,0.75,0.25,0.5446415792555394,4,False,True
139-014,Pippala stupa and monastery,1000,correlation_adjusted,0.75,0.25,0.5254614181415589,8,False,False
139-015,Jaulian stupa and monastery,1000,correlation_adjusted,0.75,0.25,0.5608180498437746,3,True,True
139-016,Lalchak mounds,1000,correlation_adjusted,0.75,0.25,0.48303763111669107,11,False,False
139-017,Buddhist remains around Bhallar stupa,1000,correlation_adjusted,0.75,0.25,0.4775422723841863,12,False,False
139-018,Giri Mosque and tombs,1000,correlation_adjusted,0.75,0.25,0.5335573687109305,7,False,False
139-001,Khanpur Cave,1000,reduced_slope_drainage,0.25,0.75,0.4441176470588235,10,False,False
139-003,Bhir Mound,1000,reduced_slope_drainage,0.25,0.75,0.20073529411764707,16,False,False
139-004,Sirkap (fortified city),1000,reduced_slope_drainage,0.25,0.75,0.3176470588235294,12,False,False
139-005,Sirsukh (fortified ruined city),1000,reduced_slope_drainage,0.25,0.75,0.26102941176470584,14,False,False
139-006,Dharmarajika stupa and monastery,1000,reduced_slope_drainage,0.25,0.75,0.524264705882353,8,False,False
139-007,Khader Mohra (Akhuri),1000,reduced_slope_drainage,0.25,0.75,0.7338235294117648,4,False,True
139-008,Kalawan group of buildings,1000,reduced_slope_drainage,0.25,0.75,0.5161764705882352,9,False,False
139-009,Giri complex of monuments,1000,reduced_slope_drainage,0.25,0.75,0.8308823529411764,1,True,True
139-010,Kunala stupa and monastery,1000,reduced_slope_drainage,0.25,0.75,0.41911764705882354,11,False,False
139-011,Jandial complex,1000,reduced_slope_drainage,0.25,0.75,0.30220588235294116,13,False,False
139-012,Lalchak and Badalpur Buddhist stuppa,1000,reduced_slope_drainage,0.25,0.75,0.22867647058823531,15,False,False
139-013,Mohra Moradu stupa and monastery,1000,reduced_slope_drainage,0.25,0.75,0.6882352941176471,5,False,True
139-014,Pippala stupa and monastery,1000,reduced_slope_drainage,0.25,0.75,0.6360294117647058,6,False,False
139-015,Jaulian stupa and monastery,1000,reduced_slope_drainage,0.25,0.75,0.7720588235294117,3,True,True
139-016,Lalchak mounds,1000,reduced_slope_drainage,0.25,0.75,0.15588235294117647,17,False,False
139-017,Buddhist remains around Bhallar stupa,1000,reduced_slope_drainage,0.25,0.75,0.5676470588235294,7,False,False
139-018,Giri Mosque and tombs,1000,reduced_slope_drainage,0.25,0.75,0.8308823529411764,2,True,True
139-001,Khanpur Cave,1000,reduced_slope_drainage,0.5,0.5,0.44705882352941173,10,False,False
139-003,Bhir Mound,1000,reduced_slope_drainage,0.5,0.5,0.22500000000000003,17,False,False
139-004,Sirkap (fortified city),1000,reduced_slope_drainage,0.5,0.5,0.3411764705882353,13,False,False
139-005,Sirsukh (fortified ruined city),1000,reduced_slope_drainage,0.5,0.5,0.3602941176470588,12,False,False
139-006,Dharmarajika stupa and monastery,1000,reduced_slope_drainage,0.5,0.5,0.5485294117647059,7,False,False
139-007,Khader Mohra (Akhuri),1000,reduced_slope_drainage,0.5,0.5,0.6735294117647059,4,False,True
139-008,Kalawan group of buildings,1000,reduced_slope_drainage,0.5,0.5,0.5323529411764706,8,False,False
139-009,Giri complex of monuments,1000,reduced_slope_drainage,0.5,0.5,0.7205882352941176,1,True,True
139-010,Kunala stupa and monastery,1000,reduced_slope_drainage,0.5,0.5,0.4264705882352941,11,False,False
139-011,Jandial complex,1000,reduced_slope_drainage,0.5,0.5,0.31029411764705883,15,False,False
139-012,Lalchak and Badalpur Buddhist stuppa,1000,reduced_slope_drainage,0.5,0.5,0.325,14,False,False
139-013,Mohra Moradu stupa and monastery,1000,reduced_slope_drainage,0.5,0.5,0.6411764705882353,5,False,True
139-014,Pippala stupa and monastery,1000,reduced_slope_drainage,0.5,0.5,0.5955882352941178,6,False,False
139-015,Jaulian stupa and monastery,1000,reduced_slope_drainage,0.5,0.5,0.6911764705882353,3,True,True
139-016,Lalchak mounds,1000,reduced_slope_drainage,0.5,0.5,0.2823529411764706,16,False,False
139-017,Buddhist remains around Bhallar stupa,1000,reduced_slope_drainage,0.5,0.5,0.5176470588235295,9,False,False
139-018,Giri Mosque and tombs,1000,reduced_slope_drainage,0.5,0.5,0.7205882352941176,2,True,True
139-001,Khanpur Cave,1000,reduced_slope_drainage,0.75,0.25,0.45,11,False,False
139-003,Bhir Mound,1000,reduced_slope_drainage,0.75,0.25,0.24926470588235297,17,False,False
139-004,Sirkap (fortified city),1000,reduced_slope_drainage,0.75,0.25,0.36470588235294116,15,False,False
139-005,Sirsukh (fortified ruined city),1000,reduced_slope_drainage,0.75,0.25,0.4595588235294118,10,False,False
139-006,Dharmarajika stupa and monastery,1000,reduced_slope_drainage,0.75,0.25,0.5727941176470588,6,False,False
139-007,Khader Mohra (Akhuri),1000,reduced_slope_drainage,0.75,0.25,0.6132352941176471,1,True,True
139-008,Kalawan group of buildings,1000,reduced_slope_drainage,0.75,0.25,0.5485294117647059,8,False,False
139-009,Giri complex of monuments,1000,reduced_slope_drainage,0.75,0.25,0.6102941176470589,2,True,True
139-010,Kunala stupa and monastery,1000,reduced_slope_drainage,0.75,0.25,0.4338235294117647,12,False,False
139-011,Jandial complex,1000,reduced_slope_drainage,0.75,0.25,0.31838235294117645,16,False,False
139-012,Lalchak and Badalpur Buddhist stuppa,1000,reduced_slope_drainage,0.75,0.25,0.42132352941176476,13,False,False
139-013,Mohra Moradu stupa and monastery,1000,reduced_slope_drainage,0.75,0.25,0.5941176470588236,5,False,True
139-014,Pippala stupa and monastery,1000,reduced_slope_drainage,0.75,0.25,0.5551470588235294,7,False,False
139-015,Jaulian stupa and monastery,1000,reduced_slope_drainage,0.75,0.25,0.6102941176470589,3,True,True
139-016,Lalchak mounds,1000,reduced_slope_drainage,0.75,0.25,0.4088235294117647,14,False,False
139-017,Buddhist remains around Bhallar stupa,1000,reduced_slope_drainage,0.75,0.25,0.4676470588235294,9,False,False
139-018,Giri Mosque and tombs,1000,reduced_slope_drainage,0.75,0.25,0.6102941176470589,4,False,True
