spatial_state_id,decision_setting_id,joint_draw_id,block_size_m,maximum_displacement_m,landscape_weight,terrain_model,component_id,component_name,score,rank,top3,top5
0,7,7,150,120.0,0.2614332159767831,reduced_slope_drainage,139-010,Kunala stupa and monastery,0.5032673872912155,8,False,False
0,7,7,150,120.0,0.2614332159767831,reduced_slope_drainage,139-011,Jandial complex,0.3644749948225051,13,False,False
0,7,7,150,120.0,0.2614332159767831,reduced_slope_drainage,139-012,Lalchak and Badalpur Buddhist stuppa,0.19905632940322907,16,False,False
0,7,7,150,120.0,0.2614332159767831,reduced_slope_drainage,139-013,Mohra Moradu stupa and monastery,0.6787794635396545,5,False,True
0,7,7,150,120.0,0.2614332159767831,reduced_slope_drainage,139-014,Pippala stupa and monastery,0.5396004988252365,7,False,False
0,7,7,150,120.0,0.2614332159767831,reduced_slope_drainage,139-015,Jaulian stupa and monastery,0.7357760131829577,4,False,True
0,7,7,150,120.0,0.2614332159767831,reduced_slope_drainage,139-016,Lalchak mounds,0.19463450445983335,17,False,False
0,7,7,150,120.0,0.2614332159767831,reduced_slope_drainage,139-017,Buddhist remains around Bhallar stupa,0.6418691331795434,6,False,False
0,7,7,150,120.0,0.2614332159767831,reduced_slope_drainage,139-018,Giri Mosque and tombs,0.8149770108334308,1,True,True
0,8,8,150,120.0,0.23449235898678245,equal_factors,139-001,Khanpur Cave,0.40770814605359756,14,False,False
0,8,8,150,120.0,0.23449235898678245,equal_factors,139-003,Bhir Mound,0.376471952993219,17,False,False
0,8,8,150,120.0,0.23449235898678245,equal_factors,139-004,Sirkap (fortified city),0.45892647876014914,10,False,False
0,8,8,150,120.0,0.23449235898678245,equal_factors,139-005,Sirsukh (fortified ruined city),0.43073099962393085,13,False,False
0,8,8,150,120.0,0.23449235898678245,equal_factors,139-006,Dharmarajika stupa and monastery,0.5056805485181824,8,False,False
0,8,8,150,120.0,0.23449235898678245,equal_factors,139-007,Khader Mohra (Akhuri),0.5531429808935823,5,False,True
0,8,8,150,120.0,0.23449235898678245,equal_factors,139-008,Kalawan group of buildings,0.4653153898956982,9,False,False
0,8,8,150,120.0,0.23449235898678245,equal_factors,139-009,Giri complex of monuments,0.6500995374535722,2,True,True
0,8,8,150,120.0,0.23449235898678245,equal_factors,139-010,Kunala stupa and monastery,0.43235498831335795,12,False,False
0,8,8,150,120.0,0.23449235898678245,equal_factors,139-011,Jandial complex,0.44584117320182265,11,False,False
0,8,8,150,120.0,0.23449235898678245,equal_factors,139-012,Lalchak and Badalpur Buddhist stuppa,0.388033489694653,16,False,False
0,8,8,150,120.0,0.23449235898678245,equal_factors,139-013,Mohra Moradu stupa and monastery,0.5105456907968389,7,False,False
0,8,8,150,120.0,0.23449235898678245,equal_factors,139-014,Pippala stupa and monastery,0.5265714904467911,6,False,False
0,8,8,150,120.0,0.23449235898678245,equal_factors,139-015,Jaulian stupa and monastery,0.6344814409233828,3,True,True
0,8,8,150,120.0,0.23449235898678245,equal_factors,139-016,Lalchak mounds,0.3885414126469505,15,False,False
0,8,8,150,120.0,0.23449235898678245,equal_factors,139-017,Buddhist remains around Bhallar stupa,0.6979696729487349,1,True,True
0,8,8,150,120.0,0.23449235898678245,equal_factors,139-018,Giri Mosque and tombs,0.6275846068355362,4,False,True
0,9,9,150,120.0,0.805604277223769,correlation_adjusted,139-001,Khanpur Cave,0.42089117328066994,15,False,False
0,9,9,150,120.0,0.805604277223769,correlation_adjusted,139-003,Bhir Mound,0.4581656503562765,13,False,False
0,9,9,150,120.0,0.805604277223769,correlation_adjusted,139-004,Sirkap (fortified city),0.5501655555214119,5,False,True
0,9,9,150,120.0,0.805604277223769,correlation_adjusted,139-005,Sirsukh (fortified ruined city),0.47837185984638747,12,False,False
0,9,9,150,120.0,0.805604277223769,correlation_adjusted,139-006,Dharmarajika stupa and monastery,0.5680678976221551,2,True,True
0,9,9,150,120.0,0.805604277223769,correlation_adjusted,139-007,Khader Mohra (Akhuri),0.48974240003165964,11,False,False
0,9,9,150,120.0,0.805604277223769,correlation_adjusted,139-008,Kalawan group of buildings,0.524106322655388,8,False,False
0,9,9,150,120.0,0.805604277223769,correlation_adjusted,139-009,Giri complex of monuments,0.5375199664769179,6,False,False
0,9,9,150,120.0,0.805604277223769,correlation_adjusted,139-010,Kunala stupa and monastery,0.5529229682077128,4,False,True
0,9,9,150,120.0,0.805604277223769,correlation_adjusted,139-011,Jandial complex,0.41076861312933266,16,False,False
0,9,9,150,120.0,0.805604277223769,correlation_adjusted,139-012,Lalchak and Badalpur Buddhist stuppa,0.45128017008738075,14,False,False
0,9,9,150,120.0,0.805604277223769,correlation_adjusted,139-013,Mohra Moradu stupa and monastery,0.39137092321984224,17,False,False
0,9,9,150,120.0,0.805604277223769,correlation_adjusted,139-014,Pippala stupa and monastery,0.4959574861944719,10,False,False
0,9,9,150,120.0,0.805604277223769,correlation_adjusted,139-015,Jaulian stupa and monastery,0.5556685549243026,3,True,True
0,9,9,150,120.0,0.805604277223769,correlation_adjusted,139-016,Lalchak mounds,0.5006899138856608,9,False,False
0,9,9,150,120.0,0.805604277223769,correlation_adjusted,139-017,Buddhist remains around Bhallar stupa,0.5835674368374439,1,True,True
0,9,9,150,120.0,0.805604277223769,correlation_adjusted,139-018,Giri Mosque and tombs,0.5307431077229857,7,False,False
1,0,10,300,120.0,0.2661730311795082,reduced_slope_drainage,139-001,Khanpur Cave,0.4490050891523385,11,False,False
1,0,10,300,120.0,0.2661730311795082,reduced_slope_drainage,139-003,Bhir Mound,0.24692815531222279,15,False,False
1,0,10,300,120.0,0.2661730311795082,reduced_slope_drainage,139-004,Sirkap (fortified city),0.3684895234178037,12,False,False
1,0,10,300,120.0,0.2661730311795082,reduced_slope_drainage,139-005,Sirsukh (fortified ruined city),0.29199715714631147,14,False,False
1,0,10,300,120.0,0.2661730311795082,reduced_slope_drainage,139-006,Dharmarajika stupa and monastery,0.4842338726908028,10,False,False
1,0,10,300,120.0,0.2661730311795082,reduced_slope_drainage,139-007,Khader Mohra (Akhuri),0.6981626245580641,5,False,True
1,0,10,300,120.0,0.2661730311795082,reduced_slope_drainage,139-008,Kalawan group of buildings,0.5019027095505303,9,False,False
1,0,10,300,120.0,0.2661730311795082,reduced_slope_drainage,139-009,Giri complex of monuments,0.8492446475505183,1,True,True
1,0,10,300,120.0,0.2661730311795082,reduced_slope_drainage,139-010,Kunala stupa and monastery,0.5156572371282064,8,False,False
1,0,10,300,120.0,0.2661730311795082,reduced_slope_drainage,139-011,Jandial complex,0.3665868138672733,13,False,False
1,0,10,300,120.0,0.2661730311795082,reduced_slope_drainage,139-012,Lalchak and Badalpur Buddhist stuppa,0.16948443426546528,16,False,False
1,0,10,300,120.0,0.2661730311795082,reduced_slope_drainage,139-013,Mohra Moradu stupa and monastery,0.7295859889954677,4,False,True
1,0,10,300,120.0,0.2661730311795082,reduced_slope_drainage,139-014,Pippala stupa and monastery,0.5490922012971312,7,False,False
1,0,10,300,120.0,0.2661730311795082,reduced_slope_drainage,139-015,Jaulian stupa and monastery,0.745243226123674,3,True,True
1,0,10,300,120.0,0.2661730311795082,reduced_slope_drainage,139-016,Lalchak mounds,0.14980399767421648,17,False,False
1,0,10,300,120.0,0.2661730311795082,reduced_slope_drainage,139-017,Buddhist remains around Bhallar stupa,0.6079157307088958,6,False,False
1,0,10,300,120.0,0.2661730311795082,reduced_slope_drainage,139-018,Giri Mosque and tombs,0.7766665905610777,2,True,True
1,1,11,300,120.0,0.305184206916979,equal_factors,139-001,Khanpur Cave,0.43652863759396954,14,False,False
1,1,11,300,120.0,0.305184206916979,equal_factors,139-003,Bhir Mound,0.38668111426799834,15,False,False
1,1,11,300,120.0,0.305184206916979,equal_factors,139-004,Sirkap (fortified city),0.44069698073412833,13,False,False
1,1,11,300,120.0,0.305184206916979,equal_factors,139-005,Sirsukh (fortified ruined city),0.46129256930558615,10,False,False
1,1,11,300,120.0,0.305184206916979,equal_factors,139-006,Dharmarajika stupa and monastery,0.5314160213002772,7,False,False
1,1,11,300,120.0,0.305184206916979,equal_factors,139-007,Khader Mohra (Akhuri),0.5317356812030152,6,False,False
1,1,11,300,120.0,0.305184206916979,equal_factors,139-008,Kalawan group of buildings,0.45880882285708424,11,False,False
1,1,11,300,120.0,0.305184206916979,equal_factors,139-009,Giri complex of monuments,0.6543502329235483,2,True,True
1,1,11,300,120.0,0.305184206916979,equal_factors,139-010,Kunala stupa and monastery,0.47708049493140925,9,False,False
1,1,11,300,120.0,0.305184206916979,equal_factors,139-011,Jandial complex,0.4546404797169255,12,False,False
1,1,11,300,120.0,0.305184206916979,equal_factors,139-012,Lalchak and Badalpur Buddhist stuppa,0.35975309601061783,16,False,False
1,1,11,300,120.0,0.305184206916979,equal_factors,139-013,Mohra Moradu stupa and monastery,0.5318955111543842,5,False,True
1,1,11,300,120.0,0.305184206916979,equal_factors,139-014,Pippala stupa and monastery,0.5229195050685908,8,False,False
1,1,11,300,120.0,0.305184206916979,equal_factors,139-015,Jaulian stupa and monastery,0.6452143968863859,3,True,True
1,1,11,300,120.0,0.305184206916979,equal_factors,139-016,Lalchak mounds,0.3594334361078799,17,False,False
