tail_probability_q,share_two_or_more,share_all_three,ndvi_lower_cut,ndbi_upper_cut,mndwi_lower_cut
0.15,0.13896599583622485,0.003883711708139189,-0.046800707,0.019741293,-0.054013506
0.2,0.19067859621294736,0.008731535639932586,-0.01966857,0.0062835603,-0.04304668
0.25,0.24535292951323487,0.01638495092693566,0.00055310875,-0.0046776016,-0.035087407
